id,isResult,side,h,a,goals,xG,datetime,forecast,result
7508,True,h,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '3'}","{'h': '0.302867', 'a': '2.0921'}",2017-08-20 19:45:00,"{'w': 0.04300672372942241, 'd': 0.15876902808134927, 'l': 0.798224241207711}",l
7517,True,h,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '0', 'a': '0'}","{'h': '0.74833', 'a': '0.227079'}",2017-08-27 19:45:00,"{'w': 0.4519208358543756, 'd': 0.4438820102464561, 'l': 0.10419715389916294}",d
7522,True,a,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '1', 'a': '0'}","{'h': '1.22886', 'a': '0.316314'}",2017-09-10 14:00:00,"{'w': 0.6004989339984478, 'd': 0.30458840810069704, 'l': 0.09491265789552333}",l
7530,True,h,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '0', 'a': '2'}","{'h': '1.01223', 'a': '0.736631'}",2017-09-16 14:00:00,"{'w': 0.41089814109011885, 'd': 0.32997323854422556, 'l': 0.259128620365296}",l
7539,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '5', 'a': '1'}","{'h': '2.78559', 'a': '0.333622'}",2017-09-20 19:45:00,"{'w': 0.8777228443596229, 'd': 0.09584750638427221, 'l': 0.026429380421975904}",l
7550,True,h,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '222', 'title': 'Benevento', 'short_title': 'BEN'}","{'h': '2', 'a': '0'}","{'h': '1.48495', 'a': '1.97551'}",2017-09-24 14:00:00,"{'w': 0.2908483383843583, 'd': 0.21774416561033474, 'l': 0.49140749264133704}",w
7566,True,a,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '1', 'a': '1'}","{'h': '2.51356', 'a': '0.539744'}",2017-10-01 14:00:00,"{'w': 0.803807130718161, 'd': 0.13652909130982682, 'l': 0.059663703911374426}",d
7571,True,h,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '2', 'a': '2'}","{'h': '0.389049', 'a': '2.00671'}",2017-10-15 14:00:00,"{'w': 0.06126739073477119, 'd': 0.1773756516581812, 'l': 0.7613569535616751}",d
7585,True,a,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '5', 'a': '0'}","{'h': '2.28786', 'a': '0.589592'}",2017-10-21 17:00:00,"{'w': 0.7587612116665523, 'd': 0.16197008319169717, 'l': 0.07926868287442908}",l
7597,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '1', 'a': '0'}","{'h': '2.40967', 'a': '0.435674'}",2017-10-25 19:45:00,"{'w': 0.8128493823682608, 'd': 0.1371326775933587, 'l': 0.05001789673944279}",l
7600,True,h,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '1'}","{'h': '0.985009', 'a': '0.764825'}",2017-10-29 14:00:00,"{'w': 0.3949185097568513, 'd': 0.33156367626810757, 'l': 0.27351781397479186}",w
7610,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '2', 'a': '3'}","{'h': '0.953537', 'a': '2.02039'}",2017-11-04 17:00:00,"{'w': 0.17045105295549975, 'd': 0.2084388876837573, 'l': 0.6211100549378302}",w
7620,True,h,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '0', 'a': '1'}","{'h': '0.28561', 'a': '1.79504'}",2017-11-19 11:30:00,"{'w': 0.05222491607187667, 'd': 0.19754332448280829, 'l': 0.7502317585199348}",l
7634,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '3', 'a': '0'}","{'h': '2.13806', 'a': '0.140287'}",2017-11-26 19:45:00,"{'w': 0.8466296206604167, 'd': 0.13556607278754584, 'l': 0.01780429728457589}",l
7641,True,h,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '0', 'a': '3'}","{'h': '0.37493', 'a': '1.95853'}",2017-12-04 18:00:00,"{'w': 0.06120096423122127, 'd': 0.18234564226749433, 'l': 0.7564533905629492}",l
