id,isResult,side,h,a,goals,xG,datetime,forecast,result
7508,True,a,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '3'}","{'h': '0.302867', 'a': '2.0921'}",2017-08-20 19:45:00,"{'w': 0.04300672372942241, 'd': 0.15876902808134927, 'l': 0.798224241207711}",w
7513,True,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '2', 'a': '1'}","{'h': '1.42114', 'a': '0.559323'}",2017-08-27 19:45:00,"{'w': 0.5827282488394863, 'd': 0.27152543333085344, 'l': 0.14574631779021194}",w
7526,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '4', 'a': '1'}","{'h': '2.35955', 'a': '1.20558'}",2017-09-10 15:00:00,"{'w': 0.6303159374514585, 'd': 0.18771758565387292, 'l': 0.1819664437960699}",l
7533,True,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '2', 'a': '1'}","{'h': '2.77644', 'a': '0.221787'}",2017-09-17 14:00:00,"{'w': 0.8979022291323775, 'd': 0.08565184555001132, 'l': 0.016445667250657294}",w
7547,True,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '2', 'a': '0'}","{'h': '2.13498', 'a': '0.158147'}",2017-09-20 19:45:00,"{'w': 0.8416753131611956, 'd': 0.13802258312519966, 'l': 0.020302094618395362}",w
7556,True,a,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '2', 'a': '0'}","{'h': '1.73266', 'a': '0.270138'}",2017-09-24 11:30:00,"{'w': 0.7421352436224363, 'd': 0.2059122100457021, 'l': 0.0519525457549272}",l
7564,True,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '0', 'a': '2'}","{'h': '0.781639', 'a': '1.18948'}",2017-10-01 17:00:00,"{'w': 0.24232292094891936, 'd': 0.3022162789005655, 'l': 0.4554608001471122}",l
7574,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '3', 'a': '2'}","{'h': '2.24514', 'a': '0.839877'}",2017-10-15 19:45:00,"{'w': 0.6921386765709476, 'd': 0.18220766466273264, 'l': 0.12565364130370588}",l
7583,True,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '0', 'a': '0'}","{'h': '0.724916', 'a': '0.410308'}",2017-10-22 14:00:00,"{'w': 0.3890085387253572, 'd': 0.42427890081325814, 'l': 0.18671256046138152}",d
7592,True,a,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '4'}","{'h': '0.735034', 'a': '1.43727'}",2017-10-25 19:45:00,"{'w': 0.19135020529124244, 'd': 0.2700315552304901, 'l': 0.5386182394322367}",w
