,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
1484,2018,9640,1502,Marco D&#039;Alessandro,a,Sub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416,2018,9723,1502,Marco D&#039;Alessandro,h,AMC,32.0,0.0,0.0,1.0,0.0,0.0,0.0441032499074935,0.0,0.0,0.1323097497224807,0.0
3514,2018,9733,1502,Marco D&#039;Alessandro,a,DML,101.0,0.0,1.0,1.0,0.0,0.0,0.0441032499074935,0.7209144234657288,1.0,0.8532241731882094,1.0
3843,2018,9742,1502,Marco D&#039;Alessandro,h,DML,191.0,0.0,1.0,1.0,0.0,0.0,0.0441032499074935,0.7209144234657288,1.0,0.8532241731882094,0.0
4108,2018,9755,1502,Marco D&#039;Alessandro,a,DML,281.0,0.0,1.0,1.0,1.0,0.0,0.0441032499074935,0.735265894792974,1.0,0.3675756445154547,0.0
4354,2018,9766,1502,Marco D&#039;Alessandro,h,DML,371.0,0.0,1.0,1.0,1.0,0.0,0.0441032499074935,0.735265894792974,1.0,0.3675756445154547,0.0
4447,2018,9776,1502,Marco D&#039;Alessandro,h,DML,461.0,0.0,1.0,3.0,1.0,0.0,0.1447670534253119,0.7601128751412034,1.0,0.6944140354171394,0.0
4686,2018,9779,1502,Marco D&#039;Alessandro,a,DML,551.0,0.0,1.0,4.0,2.0,0.0,0.158503753133118,0.7970934258773922,1.0,0.27260468527674664,0.0
4970,2018,9788,1502,Marco D&#039;Alessandro,h,DML,641.0,0.0,1.0,5.0,2.0,0.0,0.2091178307309745,0.8207125132903454,1.0,0.4480660054832696,0.0
5275,2018,9806,1502,Marco D&#039;Alessandro,a,DL,731.0,0.0,1.0,5.0,2.0,0.0,0.2091178307309745,0.8207125132903454,1.0,0.4480660054832696,0.0
5473,2018,9816,1502,Marco D&#039;Alessandro,h,DML,821.0,0.0,1.0,5.0,2.0,0.0,0.2091178307309745,0.9022103240713475,1.0,0.5295638162642716,0.0
7202,2018,9892,1502,Marco D&#039;Alessandro,a,DML,841.0,0.0,1.0,5.0,2.0,0.0,0.2091178307309745,0.9164715996012089,1.0,0.5438250917941331,0.0
7415,2018,9821,1502,Marco D&#039;Alessandro,a,Sub,914.0,0.0,1.0,5.0,3.0,0.0,0.2091178307309745,1.075706019066274,1.0,0.20305951125919808,0.0
7559,2018,9905,1502,Marco D&#039;Alessandro,h,DML,957.0,0.0,1.0,7.0,3.0,0.0,0.28573224786668994,1.0830620056949554,1.0,0.44025874929502584,0.0
7847,2018,9912,1502,Marco D&#039;Alessandro,a,DMR,1047.0,0.0,1.0,7.0,3.0,0.0,0.28573224786668994,1.1747270799241958,1.0,0.5319238235242663,0.0
7928,2018,9921,1502,Marco D&#039;Alessandro,h,DMR,1132.0,0.0,1.0,7.0,3.0,0.0,0.28573224786668994,1.1747270799241958,1.0,0.5319238235242663,0.0
8246,2018,9934,1502,Marco D&#039;Alessandro,a,DML,1213.0,0.0,1.0,7.0,3.0,0.0,0.28573224786668994,1.1747270799241958,1.0,0.5319238235242663,0.0
8356,2018,9945,1502,Marco D&#039;Alessandro,h,Sub,1303.0,0.0,1.0,9.0,3.0,0.0,0.3694263631477949,1.3506572074256835,1.0,0.9589362968690691,0.0
8682,2018,9949,1502,Marco D&#039;Alessandro,a,DML,1378.0,0.0,1.0,9.0,3.0,0.0,0.3694263631477949,1.3506572074256835,1.0,0.9589362968690691,0.0
