,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB
0,2018,9577,1435,Nenad Tomovic,h,DR,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5
1,2018,9577,6212,Mattia Bani,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2018,9577,1180,Luca Rossettini,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2018,9577,1329,Fabrizio Cacciatore,h,DL,90.0,0.0,0.0,1.0,0.0,0.0,0.021557694301009178,0.03863450884819031,0.0,0.10330759175121784
4,2018,9577,1334,Perparim Hetemaj,h,MC,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2018,9577,1335,Nicola Rigoni,h,MC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2018,9577,1341,Ivan Radovanovic,h,MC,90.0,0.0,0.0,3.0,1.0,0.0,0.05520019307732582,0.0,0.0,-0.33439942076802254
7,2018,9577,1624,Fabio Depaoli,h,FWR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016565684229135513,0.0,0.016565684229135513
8,2018,9577,5718,Mariusz Stepinski,h,FW,67.0,1.0,0.0,1.0,0.0,0.0,0.21340104937553406,0.0,3.0,0.6402031481266022
9,2018,9577,1033,Emanuele Giaccherini,h,FWL,90.0,1.0,1.0,1.0,0.0,0.0,0.7612988352775574,0.21340104937553406,4.0,2.497297555208206
10,2018,9577,1213,Filip Djordjevic,h,Sub,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2018,9577,2379,João Cancelo,a,DR,90.0,0.0,0.0,3.0,0.0,0.0,0.7040824890136719,0.14057724177837372,0.0,2.2528247088193893
12,2018,9577,1287,Leonardo Bonucci,a,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169106125831604,0.0,0.0169106125831604
13,2018,9577,1576,Giorgio Chiellini,a,DC,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09737403690814972,1.0,0.09737403690814972
14,2018,9577,1289,Alex Sandro,a,DL,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8627814054489136,1.0,0.8627814054489136
15,2018,9577,1290,Miralem Pjanic,a,DMC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0679880753159523,0.0,0.0679880753159523
16,2018,9577,1292,Sami Khedira,a,DMC,85.0,1.0,0.0,2.0,0.0,0.0,0.154997780919075,0.0,3.0,0.46499334275722504
17,2018,9577,1089,Juan Cuadrado,a,AMR,57.0,0.0,0.0,1.0,0.0,0.0,0.07028791308403015,0.15047548711299896,0.0,0.3613392263650894
18,2018,9577,1294,Paulo Dybala,a,AMC,90.0,0.0,0.0,3.0,0.0,0.0,0.16845110058784485,0.5261450409889221,0.0,1.0314983427524567
19,2018,9577,393,Douglas Costa,a,AML,65.0,0.0,0.0,2.0,0.0,0.0,0.058351632207632065,0.05363665521144867,0.0,0.22869155183434486
20,2018,9577,2371,Cristiano Ronaldo,a,FW,90.0,0.0,0.0,8.0,0.0,0.0,0.7605835795402527,0.09576642513275146,0.0,2.3775171637535095
21,2018,9577,1295,Mario Mandzukic,a,Sub,25.0,0.0,0.0,2.0,0.0,0.0,0.09887828677892685,0.0,0.0,0.29663486033678055
22,2018,9577,1424,Federico Bernardeschi,a,Sub,33.0,1.0,0.0,4.0,0.0,0.0,0.2101978361606598,0.0,3.0,0.6305935084819794
23,2018,9578,1463,Francesco Acerbi,h,DC,90.0,0.0,1.0,1.0,0.0,0.0,0.11382980644702911,0.19467538595199585,1.0,0.5361648052930832
24,2018,9578,1542,Stefan Radu,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2018,9578,6177,Luiz Felipe,h,DC,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2018,9578,6176,Adam Marusic,h,DMR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020954934880137444,0.0,0.020954934880137444
27,2018,9578,1942,Martín Cáceres,h,DML,90.0,0.0,0.0,2.0,0.0,0.0,0.08713127672672272,0.0,0.0,0.26139383018016815
28,2018,9578,1543,Sergej Milinkovic-Savic,h,MC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04391774907708168,0.0,0.04391774907708168
29,2018,9578,1430,Milan Badelj,h,MC,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2018,9578,1207,Marco Parolo,h,MC,90.0,0.0,0.0,1.0,0.0,0.0,0.0314781628549099,0.0,0.0,0.09443448856472969
