,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
407,2018,9596,2413,Steven N&#039;Zonzi,h,Sub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,2018,9597,2413,Steven N&#039;Zonzi,a,MC,44.0,0.0,0.0,2.0,1.0,0.0,0.0348111279308795,0.0832147300243377,0.0,-0.3123518861830234,0.0
733,2018,9614,2413,Steven N&#039;Zonzi,h,MC,134.0,0.0,0.0,2.0,1.0,0.0,0.0348111279308795,0.0832147300243377,0.0,-0.3123518861830234,0.0
1323,2018,9634,2413,Steven N&#039;Zonzi,h,DMC,224.0,0.0,0.0,2.0,1.0,0.0,0.0348111279308795,0.0971171157434582,0.0,-0.2984495004639029,0.0
1394,2018,9637,2413,Steven N&#039;Zonzi,h,DMC,314.0,0.0,0.0,3.0,1.0,0.0,0.0522504840046166,0.21924041677266348,0.0,-0.1240081312134862,0.0
1712,2018,9649,2413,Steven N&#039;Zonzi,a,DMC,404.0,0.0,0.0,4.0,1.0,0.0,0.0707513876259325,0.6922007994726298,0.0,0.4044549623504281,0.0
1867,2018,9663,2413,Steven N&#039;Zonzi,h,DMC,494.0,1.0,0.0,5.0,1.0,0.0,0.0817023618146775,0.6922007994726298,3.0,0.4373078849166631,3.0
2292,2018,9676,2413,Steven N&#039;Zonzi,a,DMC,584.0,1.0,0.0,6.0,1.0,0.0,0.1700796289369461,0.7088619014248249,3.0,0.7191007882356644,0.0
2408,2018,9679,2413,Steven N&#039;Zonzi,a,DMC,674.0,1.0,0.0,6.0,2.0,0.0,0.1700796289369461,0.7338849222287531,3.0,0.24412380903959274,0.0
2749,2018,9692,2413,Steven N&#039;Zonzi,h,DMC,764.0,1.0,0.0,7.0,3.0,0.0,0.1834096945822236,0.7859472027048463,3.0,-0.16382371354848146,0.0
2827,2018,9706,2413,Steven N&#039;Zonzi,a,DMC,854.0,1.0,0.0,8.0,3.0,0.0,0.2153748162090775,0.8037584358826274,3.0,-0.05011711549013856,0.0
3229,2018,9716,2413,Steven N&#039;Zonzi,h,DMC,944.0,1.0,0.0,12.0,3.0,0.0,0.7225097902119156,0.8037584358826274,3.0,1.4712878065183759,0.0
3330,2018,9724,2413,Steven N&#039;Zonzi,a,DMC,1034.0,1.0,0.0,13.0,3.0,0.0,0.818706881254911,0.8772004405036563,3.0,1.8333210842683911,0.0
3660,2018,9734,2413,Steven N&#039;Zonzi,h,MC,1124.0,1.0,0.0,14.0,3.0,0.0,0.8713945746421808,0.9149908656254405,3.0,2.0291745895519853,0.0
3946,2018,9746,2413,Steven N&#039;Zonzi,a,MC,1214.0,1.0,0.0,14.0,3.0,0.0,0.8713945746421808,0.9149908656254405,3.0,2.0291745895519853,0.0
4119,2018,9753,2413,Steven N&#039;Zonzi,h,DMC,1293.0,1.0,0.0,16.0,4.0,0.0,0.9119975715875619,0.9149908656254405,3.0,1.6509835803881288,0.0
4318,2018,9764,2413,Steven N&#039;Zonzi,a,DMC,1383.0,1.0,0.0,16.0,4.0,0.0,0.9119975715875619,0.9865839788690203,3.0,1.7225766936317086,0.0
4777,2018,9782,2413,Steven N&#039;Zonzi,a,DMC,1473.0,1.0,0.0,16.0,4.0,0.0,0.9119975715875619,1.0098206913098686,3.0,1.745813406072557,0.0
5144,2018,9799,2413,Steven N&#039;Zonzi,a,MC,1563.0,1.0,1.0,16.0,5.0,0.0,0.9119975715875619,1.485480300150811,4.0,1.7214730149134994,1.0
5543,2018,9814,2413,Steven N&#039;Zonzi,h,MC,1653.0,1.0,2.0,16.0,5.0,0.0,0.9119975715875619,1.6901440685614937,5.0,1.926136783324182,1.0
5626,2018,9820,2413,Steven N&#039;Zonzi,a,DMC,1743.0,1.0,2.0,17.0,5.0,0.0,0.9520748555660241,1.7706123432144516,5.0,2.1268369099125266,0.0
6211,2018,9844,2413,Steven N&#039;Zonzi,h,DMC,1809.0,1.0,2.0,17.0,5.0,0.0,0.9520748555660241,1.7706123432144516,5.0,2.1268369099125266,0.0
6290,2018,9854,2413,Steven N&#039;Zonzi,a,MC,1899.0,1.0,2.0,17.0,5.0,0.0,0.9520748555660241,1.8498819535598152,5.0,2.2061065202578902,0.0
6632,2018,9866,2413,Steven N&#039;Zonzi,h,MC,1989.0,1.0,2.0,17.0,6.0,0.0,0.9520748555660241,1.867991893552243,5.0,1.724216460250318,0.0
6817,2018,9873,2413,Steven N&#039;Zonzi,h,DMC,2079.0,1.0,2.0,20.0,6.0,0.0,1.4787401854991906,1.867991893552243,5.0,3.3042124500498176,0.0
7618,2018,9906,2413,Steven N&#039;Zonzi,a,MC,2169.0,1.0,2.0,22.0,6.0,0.0,2.0111384689807883,1.9260510457679623,5.0,4.9594664527103305,0.0
7672,2018,9908,2413,Steven N&#039;Zonzi,h,DMC,2259.0,1.0,2.0,22.0,6.0,0.0,2.0111384689807883,1.9260510457679623,5.0,4.9594664527103305,0.0
8056,2018,9919,2413,Steven N&#039;Zonzi,a,DMC,2349.0,1.0,2.0,22.0,6.0,0.0,2.0111384689807883,1.9260510457679623,5.0,4.9594664527103305,0.0
8282,2018,9936,2413,Steven N&#039;Zonzi,h,MC,2439.0,1.0,2.0,22.0,6.0,0.0,2.0111384689807883,1.9260510457679623,5.0,4.9594664527103305,0.0
8408,2018,9944,2413,Steven N&#039;Zonzi,a,MC,2529.0,1.0,2.0,22.0,6.0,0.0,2.0111384689807883,1.9364925948902958,5.0,4.969908001832664,0.0
