id,isResult,side,h,a,goals,xG,datetime,forecast,result
9579,True,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '0', 'a': '1'}","{'h': '0.496521', 'a': '1.18063'}",2018-08-19 19:00:00,"{'w': 0.15567267609164123, 'd': 0.3136133919368992, 'l': 0.5307139319684006}",w
9596,True,h,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '3', 'a': '3'}","{'h': '2.22995', 'a': '2.35383'}",2018-08-27 21:30:00,"{'w': 0.38158844000465114, 'd': 0.19199659437541391, 'l': 0.4264149175427132}",d
9597,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '2', 'a': '1'}","{'h': '1.69218', 'a': '0.311589'}",2018-08-31 21:30:00,"{'w': 0.7214331265483787, 'd': 0.21585338748974656, 'l': 0.06271348554163886}",l
9614,True,h,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '2', 'a': '2'}","{'h': '2.72023', 'a': '1.17626'}",2018-09-16 10:30:00,"{'w': 0.6992244915439757, 'd': 0.15999920871641884, 'l': 0.14077609969882002}",d
9617,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '2', 'a': '0'}","{'h': '0.885381', 'a': '3.20497'}",2018-09-23 13:00:00,"{'w': 0.06857037771531521, 'd': 0.11063654240149542, 'l': 0.8207915852711133}",l
9634,True,h,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'h': '4', 'a': '0'}","{'h': '2.53238', 'a': '0.48896'}",2018-09-26 19:00:00,"{'w': 0.8174146147299731, 'd': 0.13054212123652068, 'l': 0.05204318263808866}",w
9637,True,h,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '3', 'a': '1'}","{'h': '2.45713', 'a': '0.885573'}",2018-09-29 13:00:00,"{'w': 0.718521063703168, 'd': 0.16569382558238038, 'l': 0.11578505519970626}",w
9649,True,a,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '0', 'a': '2'}","{'h': '1.99899', 'a': '0.863839'}",2018-10-06 18:30:00,"{'w': 0.6384481590320995, 'd': 0.20740430645170627, 'l': 0.154147530670537}",w
9663,True,h,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '0', 'a': '2'}","{'h': '1.6265', 'a': '1.89155'}",2018-10-20 13:00:00,"{'w': 0.3357468467552418, 'd': 0.22030416609305262, 'l': 0.44394898504945135}",l
9676,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '1'}","{'h': '2.03999', 'a': '0.784661'}",2018-10-28 18:30:00,"{'w': 0.666322653138938, 'd': 0.19978268921032183, 'l': 0.13389465263110154}",d
9679,True,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '1'}","{'h': '1.22535', 'a': '1.98078'}",2018-11-03 17:00:00,"{'w': 0.23349988553863338, 'd': 0.21729628337550327, 'l': 0.5492038276711275}",d
9692,True,h,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '4', 'a': '1'}","{'h': '3.04114', 'a': '0.632158'}",2018-11-11 14:00:00,"{'w': 0.8481793656450558, 'd': 0.10333451166475384, 'l': 0.048485331065576544}",w
9706,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '0'}","{'h': '1.36766', 'a': '1.25017'}",2018-11-24 14:00:00,"{'w': 0.3962650932795937, 'd': 0.2623253651304923, 'l': 0.3414095415598255}",l
