id,isResult,side,h,a,goals,xG,datetime,forecast,result
935,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '2', 'a': '2'}","{'h': '1.08269', 'a': '1.41716'}",2016-08-21 22:45:00,"{'w': 0.2879458724860686, 'd': 0.26545964314275117, 'l': 0.4465944843323023}",d
945,True,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '2', 'a': '1'}","{'h': '0.54343', 'a': '1.45854'}",2016-08-28 22:45:00,"{'w': 0.13738899367130092, 'd': 0.26530417961388936, 'l': 0.5973068266585625}",l
958,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '1', 'a': '2'}","{'h': '1.52585', 'a': '1.70313'}",2016-09-11 22:45:00,"{'w': 0.34625359654470544, 'd': 0.23214639335500775, 'l': 0.42160000953812243}",l
961,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '3', 'a': '0'}","{'h': '3.04807', 'a': '1.21293'}",2016-09-17 20:00:00,"{'w': 0.7410170255382675, 'd': 0.1396087375951847, 'l': 0.1193734229781046}",l
976,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '0', 'a': '0'}","{'h': '0.988465', 'a': '0.628442'}",2016-09-21 22:45:00,"{'w': 0.4307204135162762, 'd': 0.34235070764479186, 'l': 0.22692887883867652}",d
984,True,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '1', 'a': '1'}","{'h': '0.507435', 'a': '1.09165'}",2016-09-25 17:00:00,"{'w': 0.17059294237586725, 'd': 0.3305127045929692, 'l': 0.49889435303013724}",d
990,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '0', 'a': '2'}","{'h': '0.518031', 'a': '1.81437'}",2016-10-01 20:00:00,"{'w': 0.09874981622223829, 'd': 0.2121031744024513, 'l': 0.6891470083080187}",l
1001,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '1', 'a': '1'}","{'h': '1.69154', 'a': '1.6457'}",2016-10-15 20:00:00,"{'w': 0.3952353701416128, 'd': 0.22874381444397957, 'l': 0.3760208147073305}",d
1012,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '3', 'a': '1'}","{'h': '2.33345', 'a': '0.694512'}",2016-10-23 14:30:00,"{'w': 0.7415443048912963, 'd': 0.1650063380572955, 'l': 0.09344932835556008}",l
3287,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '1'}","{'h': '0.22903', 'a': '0.665026'}",2016-10-26 22:45:00,"{'w': 0.11317191537783272, 'd': 0.4737002249235463, 'l': 0.41312785969862004}",l
3294,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '1', 'a': '0'}","{'h': '1.74004', 'a': '0.736729'}",2016-10-30 18:00:00,"{'w': 0.6140013695290548, 'd': 0.23156308227812175, 'l': 0.15443554758211536}",l
2748,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '0', 'a': '4'}","{'h': '2.53565', 'a': '2.50908'}",2016-11-06 15:30:00,"{'w': 0.41326698843159204, 'd': 0.18266037343005065, 'l': 0.4040724829979548}",l
2758,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '3', 'a': '0'}","{'h': '1.75422', 'a': '0.895007'}",2016-11-19 23:45:00,"{'w': 0.5767292517216456, 'd': 0.23368576465383067, 'l': 0.18958498294373793}",l
2773,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '3', 'a': '2'}","{'h': '3.03686', 'a': '1.20343'}",2016-11-27 23:45:00,"{'w': 0.7412556238255745, 'd': 0.13985184746748958, 'l': 0.11889175055082989}",l
3070,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '1'}","{'h': '1.43265', 'a': '0.350794'}",2016-12-04 18:00:00,"{'w': 0.6475163656419101, 'd': 0.26374185540474004, 'l': 0.08874177890930353}",d
3076,True,a,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '2', 'a': '1'}","{'h': '1.27078', 'a': '1.0284'}",2016-12-10 21:00:00,"{'w': 0.4191815182985564, 'd': 0.2810741314169598, 'l': 0.2997443502755586}",l
3093,True,h,"{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '0', 'a': '3'}","{'h': '0.26406', 'a': '3.14833'}",2016-12-18 18:00:00,"{'w': 0.01449453752070352, 'd': 0.06661524305632348, 'l': 0.9188890140637472}",l
3099,True,a,"{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'id': '114', 'title': 'Pescara', 'short_title': 'PES'}","{'h': '1', 'a': '1'}","{'h': '0.477089', 'a': '1.17216'}",2016-12-22 23:45:00,"{'w': 0.15058626135972306, 'd': 0.31566730075215493, 'l': 0.5337464378853541}",d
