goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
1,3,0.136066734790802,90,ML,Sampdoria,Parma,2,2,2015-05-31,4822,2014,56377,0,0,0,1,0.136066734790802,0.46159127354621887,0.32552456855773926
1,2,0.1851021647453308,90,ML,Parma,Verona,2,2,2015-05-24,4812,2014,56671,0,0,0,1,0.1851021647453308,0.21359656751155853,0.028494402766227722
0,1,0.024373721331357956,90,MR,Fiorentina,Parma,3,0,2015-05-18,4807,2014,56095,0.05297205224633217,0,3,0,0.024373721331357956,0.41276073455810547,0.35138940811157227
0,0,0,90,ML,Parma,Napoli,2,2,2015-05-10,4795,2014,56531,0.10777644068002701,0,3,0,0,0.10777644068002701,0
0,2,0.20100025832653046,90,DMR,Cagliari,Parma,4,0,2015-05-04,4787,2014,55732,0.06742104142904282,0,2,0,0.20100025832653046,0.3549135625362396,0.08649227023124695
0,0,0,90,FWR,Lazio,Parma,4,0,2015-04-29,4873,2014,56349,0.008580124005675316,0,1,0,0,0.008580124005675316,0
0,0,0,65,DMR,Parma,Palermo,1,0,2015-04-26,4864,2014,56917,0,0,0,0,0,0.09247546643018723,0.09247546643018723
0,2,0.03491935133934021,90,DMR,Empoli,Parma,2,2,2015-04-19,4855,2014,55006,0.10659988969564438,0,2,0,0.03491935133934021,0.32252052426338196,0.18100129067897797
0,0,0,90,DMR,Genoa,Parma,2,0,2015-04-15,4850,2014,53221,0.06450309604406357,0,1,0,0,0,0
0,1,0.02051832526922226,90,DMR,Parma,Juventus,1,0,2015-04-11,4841,2014,54324,0.02217020094394684,0,1,0,0.02051832526922226,0.12173224240541458,0.10121391713619232
1,3,0.0516761876642704,90,AMC,Parma,Udinese,1,0,2015-04-08,4839,2014,52795,0.13310085237026215,0,2,1,0.0516761876642704,0.346200555562973,0.2438151091337204
0,4,0.10196495801210403,90,DMR,Inter,Parma,1,1,2015-04-04,4830,2014,53835,0.11322137713432312,1,3,0,0.10196495801210403,0.31096351146698,0.15510393679141998
0,3,0.05019821226596832,90,DML,Parma,Torino,0,2,2015-03-22,4918,2014,54965,0.06419268250465393,0,1,0,0.05019821226596832,0.19788765907287598,0.16182780265808105
0,0,0,61,AML,Sassuolo,Parma,4,1,2015-03-15,4902,2014,54315,0,0,0,0,0,0.045092981308698654,0.045092981308698654
0,2,0.06664732098579407,78,MR,Parma,Atalanta,0,0,2015-03-08,4894,2014,53375,0.06958184391260147,0,2,0,0.06664732098579407,0.08545593172311783,0
0,0,0,78,MR,Roma,Parma,0,0,2015-02-15,4943,2014,53028,0.04637300223112106,0,1,0,0,0.012403100728988647,0.012403100728988647
0,1,0.030912891030311584,90,MR,Parma,Chievo,0,1,2015-02-11,4936,2014,52403,0.0856982171535492,0,2,0,0.030912891030311584,0.4170720875263214,0.38615918159484863
0,1,0.06595655530691147,77,FWR,AC Milan,Parma,3,1,2015-02-01,4926,2014,52308,0.01639597676694393,0,1,0,0.06595655530691147,0.08235253393650055,0.01639597676694393
0,1,0.06763681769371033,90,FWR,Parma,Cesena,1,2,2015-01-25,4991,2014,51823,0,0,0,0,0.06763681769371033,0.14330925047397614,0.07567243278026581
0,1,0.043478261679410934,10,Sub,West Ham,West Bromwich Albion,1,1,2015-01-01,4556,2014,23007,0,0,0,0,0.043478261679410934,0.07875683158636093,0.03527856990695
0,1,0.018505947664380074,26,Sub,Stoke,West Bromwich Albion,2,0,2014-12-28,4646,2014,21913,0,0,0,0,0.018505947664380074,0.018505947664380074,0
0,1,0.28436189889907837,70,AML,West Bromwich Albion,Manchester City,1,3,2014-12-26,4633,2014,21028,0.012550757266581059,0,1,0,0.28436189889907837,0.3911779522895813,0.09426528215408325
1,2,0.4137026071548462,90,AML,Queens Park Rangers,West Bromwich Albion,3,2,2014-12-20,4622,2014,22076,0.08439324796199799,0,1,1,0.4137026071548462,0.7160332202911377,0.2179373949766159
0,2,0.1029394268989563,90,ML,West Bromwich Albion,Aston Villa,1,0,2014-12-13,4612,2014,21410,0.18685661256313324,0,3,0,0.1029394268989563,0.6776682138442993,0.3878721594810486
0,1,0.036638956516981125,22,Sub,Hull,West Bromwich Albion,0,0,2014-12-06,4603,2014,22816,0,0,0,0,0.036638956516981125,0.036638956516981125,0
0,2,0.08140148967504501,22,Sub,West Bromwich Albion,West Ham,1,2,2014-12-02,4594,2014,22307,0.07535044103860855,0,1,0,0.08140148967504501,0.3370620608329773,0.2556605935096741
