,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
5,2017,7501,Roma,Atalanta,Roma,0,0,0.0,0.0,0,2017-08-20 17:00:00
24,2017,7510,Roma,Roma,Inter,1,0,0.362356,1.48324,90,2017-08-26 19:45:00
62,2017,7535,Roma,Roma,Verona,2,3,1.7024460000000001,3.93548,180,2017-09-16 19:45:00
81,2017,7540,Roma,Benevento,Roma,5,3,5.3746860000000005,4.1329720000000005,270,2017-09-20 17:00:00
98,2017,7555,Roma,Roma,Udinese,9,3,7.6130260000000005,4.850579000000001,360,2017-09-23 14:00:00
135,2017,7564,Roma,AC Milan,Roma,12,4,10.598536000000001,6.135969000000001,450,2017-10-01 17:00:00
140,2017,7576,Roma,Roma,Napoli,14,4,11.788016,6.917608000000001,540,2017-10-14 19:45:00
171,2017,7587,Roma,Torino,Roma,14,5,12.119149,8.412358000000001,630,2017-10-22 14:00:00
194,2017,7597,Roma,Roma,Crotone,15,5,12.983182,8.903276000000002,720,2017-10-25 19:45:00
200,2017,7604,Roma,Roma,Bologna,16,5,15.392852,9.338950000000002,810,2017-10-28 19:45:00
229,2017,7613,Roma,Fiorentina,Roma,17,5,16.282754999999998,9.907765000000003,900,2017-11-05 14:00:00
236,2017,7624,Roma,Roma,Lazio,21,7,18.585935,11.099985000000004,990,2017-11-18 17:00:00
265,2017,7633,Roma,Genoa,Roma,23,8,20.152925,12.288795000000004,1080,2017-11-26 14:00:00
276,2017,7646,Roma,Roma,SPAL 2013,24,9,21.441835,13.409995000000004,1170,2017-12-01 17:30:00
301,2017,7650,Roma,Chievo,Roma,27,10,26.148155000000003,14.731635000000004,1260,2017-12-10 11:30:00
320,2017,7666,Roma,Roma,Cagliari,27,10,28.652885,15.752255000000005,1350,2017-12-16 19:45:00
355,2017,7672,Roma,Juventus,Roma,28,10,31.156235000000002,15.862678000000006,1440,2017-12-23 19:45:00
366,2017,7686,Roma,Roma,Sassuolo,28,11,33.095195000000004,18.169688000000008,1530,2017-12-30 14:00:00
392,2017,7689,Roma,Roma,Atalanta,29,12,34.771475,19.24396800000001,1620,2018-01-06 17:00:00
413,2017,7706,Roma,Inter,Roma,30,14,35.963505000000005,20.05279700000001,1710,2018-01-21 19:45:00
419,2017,7527,Roma,Sampdoria,Roma,31,15,36.471593000000006,21.57424700000001,1800,2018-01-24 19:45:00
436,2017,7717,Roma,Roma,Sampdoria,32,16,38.75873300000001,23.55493700000001,1890,2018-01-28 14:00:00
445,2017,7725,Roma,Verona,Roma,32,17,41.404273,25.11332700000001,1980,2018-02-04 11:30:00
478,2017,7730,Roma,Roma,Benevento,33,17,43.189903,25.46613000000001,2070,2018-02-11 19:45:00
481,2017,7747,Roma,Udinese,Roma,38,19,45.707753000000004,26.17724900000001,2160,2018-02-17 14:00:00
514,2017,7753,Roma,Roma,AC Milan,40,19,47.19077300000001,26.67112100000001,2250,2018-02-25 19:45:00
523,2017,7766,Roma,Napoli,Roma,40,21,47.80861000000001,28.55112100000001,2340,2018-03-03 19:45:00
524,2017,7777,Roma,Roma,Torino,44,23,49.55033000000001,30.84397100000001,2430,2018-03-09 19:45:00
561,2017,7787,Roma,Crotone,Roma,47,23,50.95145000000001,31.75868500000001,2520,2018-03-18 14:00:00
567,2017,7794,Roma,Bologna,Roma,49,23,53.426860000000005,32.23414000000001,2610,2018-03-31 11:30:00
604,2017,7803,Roma,Roma,Fiorentina,50,24,55.891310000000004,32.52970300000001,2700,2018-04-07 16:00:00
639,2017,7814,Roma,Lazio,Roma,50,26,57.613640000000004,33.16145700000001,2790,2018-04-15 18:45:00
648,2017,7823,Roma,Roma,Genoa,50,26,58.312398,33.791485000000016,2880,2018-04-18 18:45:00
661,2017,7836,Roma,SPAL 2013,Roma,52,27,60.132598,34.60606400000002,2970,2018-04-21 13:00:00
680,2017,7840,Roma,Roma,Chievo,55,27,61.538108,34.83685300000002,3060,2018-04-28 16:00:00
719,2017,7856,Roma,Cagliari,Roma,59,28,63.212648,36.26980300000002,3150,2018-05-06 19:45:00
736,2017,7862,Roma,Roma,Juventus,60,28,64.069653,37.282983000000016,3240,2018-05-13 19:45:00
755,2017,7876,Roma,Sassuolo,Roma,60,28,64.463354,37.48344100000001,3330,2018-05-20 14:00:00
