,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
11,2017,7504,SPAL 2013,Lazio,SPAL 2013,0,0,0.0,0.0,0,2017-08-20 19:45:00
28,2017,7512,SPAL 2013,SPAL 2013,Udinese,0,0,0.625722,0.757926,90,2017-08-27 19:45:00
43,2017,7524,SPAL 2013,Inter,SPAL 2013,3,2,2.265362,1.868836,180,2017-09-10 11:30:00
70,2017,7537,SPAL 2013,SPAL 2013,Cagliari,3,4,2.640451,3.949316,270,2017-09-17 14:00:00
95,2017,7547,SPAL 2013,AC Milan,SPAL 2013,3,6,3.192187,5.043936,360,2017-09-20 19:45:00
100,2017,7558,SPAL 2013,SPAL 2013,Napoli,3,8,3.350334,7.178916000000001,450,2017-09-23 17:00:00
130,2017,7566,SPAL 2013,SPAL 2013,Crotone,5,11,3.613799,9.084576,540,2017-10-01 14:00:00
145,2017,7569,SPAL 2013,Bologna,SPAL 2013,6,12,6.127359,9.62432,630,2017-10-15 14:00:00
168,2017,7586,SPAL 2013,SPAL 2013,Sassuolo,7,14,6.509790000000001,11.55619,720,2017-10-22 14:00:00
193,2017,7596,SPAL 2013,Juventus,SPAL 2013,7,15,6.991531,14.078310000000002,810,2017-10-25 19:45:00
210,2017,7606,SPAL 2013,SPAL 2013,Genoa,8,19,7.901556,15.329820000000002,900,2017-10-29 14:00:00
233,2017,7609,SPAL 2013,Atalanta,SPAL 2013,9,19,8.235667,16.658830000000002,990,2017-11-05 17:00:00
246,2017,7626,SPAL 2013,SPAL 2013,Fiorentina,10,20,9.13374,17.482706,1080,2017-11-19 14:00:00
259,2017,7632,SPAL 2013,Chievo,SPAL 2013,11,21,10.19847,18.707376,1170,2017-11-25 17:00:00
277,2017,7646,SPAL 2013,Roma,SPAL 2013,12,23,11.055899,20.403796,1260,2017-12-01 17:30:00
304,2017,7657,SPAL 2013,SPAL 2013,Verona,13,26,12.377539,25.110115999999998,1350,2017-12-10 14:00:00
333,2017,7660,SPAL 2013,Benevento,SPAL 2013,15,28,14.468219000000001,27.427355999999996,1440,2017-12-17 17:00:00
348,2017,7677,SPAL 2013,SPAL 2013,Torino,17,29,16.795749,28.510695999999996,1530,2017-12-23 14:00:00
369,2017,7687,SPAL 2013,Sampdoria,SPAL 2013,19,31,18.074329000000002,29.749655999999995,1620,2017-12-30 14:00:00
386,2017,7695,SPAL 2013,SPAL 2013,Lazio,19,33,18.642434,32.312636,1710,2018-01-06 14:00:00
407,2017,7707,SPAL 2013,Udinese,SPAL 2013,21,38,20.877114000000002,34.560806,1800,2018-01-21 14:00:00
430,2017,7714,SPAL 2013,SPAL 2013,Inter,22,39,21.986054000000003,34.954546,1890,2018-01-28 14:00:00
455,2017,7727,SPAL 2013,Cagliari,SPAL 2013,23,40,23.263094000000002,35.549556,1980,2018-02-04 14:00:00
462,2017,7737,SPAL 2013,SPAL 2013,AC Milan,23,42,23.979098000000004,37.215596000000005,2070,2018-02-10 14:00:00
491,2017,7741,SPAL 2013,Napoli,SPAL 2013,23,46,24.461596000000004,39.962076,2160,2018-02-18 14:00:00
505,2017,7751,SPAL 2013,Crotone,SPAL 2013,23,47,24.530480600000004,42.012666,2250,2018-02-25 11:30:00
518,2017,7759,SPAL 2013,SPAL 2013,Bologna,26,49,25.852010600000003,43.247306,2340,2018-03-03 14:00:00
537,2017,7776,SPAL 2013,Sassuolo,SPAL 2013,27,49,26.383266600000002,44.660856,2430,2018-03-11 14:00:00
548,2017,7786,SPAL 2013,SPAL 2013,Juventus,28,50,26.865569600000004,46.802536,2520,2018-03-17 19:45:00
579,2017,7796,SPAL 2013,Genoa,SPAL 2013,28,50,26.927850000000003,47.702484000000005,2610,2018-03-31 14:00:00
602,2017,7799,SPAL 2013,SPAL 2013,Atalanta,29,51,27.197884000000002,50.393294000000004,2700,2018-04-07 16:00:00
629,2017,7816,SPAL 2013,Fiorentina,SPAL 2013,30,52,27.790623000000004,51.842524000000004,2790,2018-04-15 10:30:00
646,2017,7822,SPAL 2013,SPAL 2013,Chievo,30,52,28.264539000000003,54.16188400000001,2880,2018-04-18 18:45:00
660,2017,7836,SPAL 2013,SPAL 2013,Roma,30,52,28.588549000000004,54.75836400000001,2970,2018-04-21 13:00:00
695,2017,7847,SPAL 2013,Verona,SPAL 2013,30,55,28.819338000000005,56.16387400000001,3060,2018-04-29 13:00:00
708,2017,7850,SPAL 2013,SPAL 2013,Benevento,33,56,30.090708000000006,57.21155400000001,3150,2018-05-06 14:00:00
731,2017,7867,SPAL 2013,Torino,SPAL 2013,35,56,31.921168000000005,57.557491000000006,3240,2018-05-13 14:00:00
756,2017,7877,SPAL 2013,SPAL 2013,Sampdoria,36,58,32.55454,59.42195100000001,3330,2018-05-20 14:00:00
