,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
18,2017,7508,Crotone,Crotone,AC Milan,0,0,0.0,0.0,0,2017-08-20 19:45:00
36,2017,7517,Crotone,Crotone,Verona,0,3,0.302867,2.0921,90,2017-08-27 19:45:00
47,2017,7522,Crotone,Cagliari,Crotone,0,3,1.0511970000000002,2.3191789999999997,180,2017-09-10 14:00:00
58,2017,7530,Crotone,Crotone,Inter,0,4,1.3675110000000001,3.5480389999999997,270,2017-09-16 14:00:00
83,2017,7539,Crotone,Atalanta,Crotone,0,6,2.379741,4.28467,360,2017-09-20 19:45:00
108,2017,7550,Crotone,Crotone,Benevento,1,11,2.713363,7.07026,450,2017-09-24 14:00:00
131,2017,7566,Crotone,SPAL 2013,Crotone,3,11,4.198313000000001,9.045770000000001,540,2017-10-01 14:00:00
148,2017,7571,Crotone,Crotone,Torino,4,12,4.738057,11.559330000000001,630,2017-10-15 14:00:00
159,2017,7585,Crotone,Sampdoria,Crotone,6,14,5.127106,13.566040000000001,720,2017-10-21 17:00:00
195,2017,7597,Crotone,Roma,Crotone,6,19,5.716698,15.853900000000001,810,2017-10-25 19:45:00
204,2017,7600,Crotone,Crotone,Fiorentina,6,20,6.152372,18.26357,900,2017-10-29 14:00:00
219,2017,7610,Crotone,Bologna,Crotone,8,21,7.1373809999999995,19.028395,990,2017-11-04 17:00:00
240,2017,7620,Crotone,Crotone,Genoa,11,23,9.157771,19.981932,1080,2017-11-19 11:30:00
273,2017,7634,Crotone,Juventus,Crotone,11,24,9.443381,21.776972,1170,2017-11-26 19:45:00
292,2017,7641,Crotone,Crotone,Udinese,11,27,9.583668000000001,23.915032,1260,2017-12-04 18:00:00
309,2017,7656,Crotone,Sassuolo,Crotone,11,30,9.958598000000002,25.873562,1350,2017-12-10 17:00:00
326,2017,7662,Crotone,Crotone,Chievo,12,32,10.666530000000002,28.124782,1440,2017-12-17 14:00:00
341,2017,7673,Crotone,Lazio,Crotone,13,32,12.888610000000002,29.122307,1530,2017-12-23 11:30:00
356,2017,7682,Crotone,Crotone,Napoli,13,36,13.373545000000002,32.843317,1620,2017-12-29 19:45:00
383,2017,7691,Crotone,AC Milan,Crotone,13,37,13.468026300000002,34.224347,1710,2018-01-06 14:00:00
403,2017,7701,Crotone,Verona,Crotone,13,38,13.975221300000001,36.185957,1800,2018-01-21 14:00:00
426,2017,7712,Crotone,Crotone,Cagliari,16,38,14.803116300000001,37.220637,1890,2018-01-28 14:00:00
443,2017,7720,Crotone,Inter,Crotone,17,39,16.2468763,37.47346700000001,1980,2018-02-03 19:45:00
464,2017,7729,Crotone,Crotone,Atalanta,18,40,17.1037703,38.023005000000005,2070,2018-02-10 17:00:00
493,2017,7742,Crotone,Benevento,Crotone,19,41,17.9508723,39.400575,2160,2018-02-18 14:00:00
504,2017,7751,Crotone,Crotone,SPAL 2013,21,44,20.0939623,40.69985500000001,2250,2018-02-25 11:30:00
534,2017,7775,Crotone,Crotone,Sampdoria,23,47,21.3286023,42.02138500000001,2340,2018-03-11 14:00:00
560,2017,7787,Crotone,Crotone,Roma,27,48,24.0497823,42.86245000000001,2430,2018-03-18 14:00:00
571,2017,7790,Crotone,Fiorentina,Crotone,27,50,24.5252373,45.337860000000006,2520,2018-03-31 14:00:00
595,2017,7761,Crotone,Torino,Crotone,27,52,24.7535023,46.924380000000006,2610,2018-04-04 17:30:00
610,2017,7800,Crotone,Crotone,Bologna,28,56,26.5062723,49.14341,2700,2018-04-08 13:00:00
623,2017,7810,Crotone,Genoa,Crotone,29,56,27.035067299999998,49.818077,2790,2018-04-14 16:00:00
650,2017,7824,Crotone,Crotone,Juventus,29,57,27.621162299999998,51.630707,2880,2018-04-18 18:45:00
669,2017,7831,Crotone,Udinese,Crotone,30,58,28.1354643,52.284525,2970,2018-04-22 13:00:00
684,2017,7848,Crotone,Crotone,Sassuolo,32,59,28.6403893,52.978032,3060,2018-04-29 10:30:00
711,2017,7852,Crotone,Chievo,Crotone,36,60,31.0338693,54.301182,3150,2018-05-06 14:00:00
728,2017,7863,Crotone,Crotone,Lazio,37,62,32.0989993,55.1331,3240,2018-05-13 14:00:00
749,2017,7872,Crotone,Napoli,Crotone,39,64,33.0105433,57.70547,3330,2018-05-20 14:00:00
