goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,14,Sub,Sassuolo,Lazio,2,0,2021-05-23,15800,2020,473607,0,0,0,0,0,0,0
0,0,0,6,Sub,Genoa,Sassuolo,1,2,2021-05-09,15774,2020,469048,0,0,0,0,0,0,0
0,1,0.06168550252914429,29,Sub,Sassuolo,Atalanta,1,1,2021-05-02,15756,2020,467589,0,0,0,0,0.06168550252914429,0,0
0,2,0.0940534919500351,30,Sub,Sassuolo,Genoa,2,1,2021-01-06,15584,2020,440163,0,0,0,0,0.0940534919500351,0.014435738325119019,0
0,0,0,22,Sub,Atalanta,Sassuolo,5,1,2021-01-03,15566,2020,439428,0,0,0,0,0,0,0
0,2,0.027404386550188065,90,DMC,Sassuolo,AC Milan,1,2,2020-12-20,15554,2020,436576,0,0,0,0,0.027404386550188065,0.39492446184158325,0.3810007870197296
0,0,0,9,Sub,Fiorentina,Sassuolo,1,1,2020-12-16,15537,2020,435178,0,0,0,0,0,0.5485150218009949,0.5485150218009949
0,1,0.047265831381082535,90,MC,Sassuolo,Benevento,1,0,2020-12-11,15534,2020,432704,0.08921299874782562,0,1,0,0.047265831381082535,0.18860261142253876,0.0521237775683403
0,2,0.08998718112707138,3,Sub,Roma,Sassuolo,0,0,2020-12-06,15521,2020,432021,0,0,0,0,0.08998718112707138,0,0
0,0,0,1,Sub,Napoli,Sassuolo,0,2,2020-11-01,15479,2020,425446,0,0,0,0,0,0,0
0,0,0,28,Sub,Sassuolo,Torino,3,3,2020-10-23,15475,2020,422473,0,0,0,0,0,0.13358816504478455,0.13358816504478455
0,0,0,63,DMC,Bologna,Sassuolo,3,4,2020-10-18,15460,2020,421591,0.023903831839561462,0,1,0,0,0.1560387909412384,0.13213495910167694
0,0,0,55,DMC,Sassuolo,Crotone,4,1,2020-10-03,15447,2020,419279,0,0,0,0,0,0,0
0,0,0,37,Sub,Spezia,Sassuolo,1,4,2020-09-27,14127,2020,417814,0,0,0,0,0,0.5333152413368225,0.5333152413368225
1,1,0.054354697465896606,25,Sub,Sassuolo,Cagliari,1,1,2020-09-20,14120,2020,416661,0,0,0,1,0.054354697465896606,0.204072967171669,0.204072967171669
