goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
1,1,0.2201886624097824,90,DC,Atalanta,AC Milan,1,1,2018-05-13,7864,2017,240345,0,0,0,1,0.2201886624097824,0.35351085662841797,0.13332220911979675
0,0,0,90,DC,Lazio,Atalanta,1,1,2018-05-06,7849,2017,237974,0,0,0,0,0,0.5178659558296204,0.5178659558296204
0,0,0,90,DC,Atalanta,Genoa,3,1,2018-04-29,7841,2017,236381,0.039498910307884216,0,1,0,0,0.16886302828788757,0.12936411798000336
0,1,0.6152294874191284,90,DC,Benevento,Atalanta,0,3,2018-04-18,7819,2017,233362,0.011079180985689163,0,1,0,0.6152294874191284,0.6263086795806885,0
0,1,0.06250829994678497,90,DC,Atalanta,Inter,0,0,2018-04-14,7812,2017,232541,0,0,0,0,0.06250829994678497,0.07849281281232834,0.07849281281232834
0,1,0.01679074391722679,90,DC,SPAL 2013,Atalanta,1,1,2018-04-07,7799,2017,231362,0.05081404000520706,0,1,0,0.01679074391722679,0.2058560997247696,0.15504206717014313
0,1,0.1254127025604248,90,DC,Atalanta,Sampdoria,1,2,2018-04-03,7767,2017,227920,0,0,0,0,0.1254127025604248,0.20431983470916748,0.20431983470916748
1,1,0.027545643970370293,90,DC,Atalanta,Udinese,2,0,2018-03-31,7798,2017,228197,0.009531920775771141,0,1,1,0.027545643970370293,0.8940557837486267,0.8940557837486267
0,0,0,90,DC,Verona,Atalanta,0,5,2018-03-18,7779,2017,224575,0,0,0,0,0,0.47246596217155457,0.47246596217155457
0,1,0.048317793756723404,90,DC,Bologna,Atalanta,0,1,2018-03-11,7769,2017,223028,0,0,0,0,0.048317793756723404,0.13715916872024536,0.08884137123823166
0,2,0.6209416389465332,90,DC,Crotone,Atalanta,1,1,2018-02-10,7729,2017,217332,0,0,0,0,0.6209416389465332,0,0
0,3,0.1861761063337326,90,DC,Atalanta,Chievo,1,0,2018-02-04,7719,2017,217067,0,0,0,0,0.1861761063337326,0.32345277070999146,0.32345277070999146
1,1,0.42715340852737427,90,DC,Sassuolo,Atalanta,0,3,2018-01-28,7709,2017,210624,0.05977890267968178,0,2,1,0.42715340852737427,0.2007647454738617,0.17897439002990723
0,0,0,90,DC,Atalanta,Napoli,0,1,2018-01-21,7705,2017,209611,0,0,0,0,0,0.12977515161037445,0.12977515161037445
0,0,0,21,Sub,Roma,Atalanta,1,2,2018-01-06,7689,2017,207070,0,0,0,0,0,0,0
0,0,0,90,DC,Atalanta,Cagliari,1,2,2017-12-30,7679,2017,205914,0.012772588059306145,0,1,0,0,0.14906713366508484,0.13629455864429474
0,0,0,90,DC,AC Milan,Atalanta,0,2,2017-12-23,7674,2017,205237,0,0,0,0,0,0.44094523787498474,0.44094523787498474
0,0,0,90,DC,Atalanta,Lazio,3,3,2017-12-17,7659,2017,204807,0,0,0,0,0,0.03736184909939766,0.03736184909939766
1,1,0.431367427110672,90,DC,Genoa,Atalanta,1,2,2017-12-12,7651,2017,204792,0,0,0,1,0.431367427110672,0.2164258509874344,0.2164258509874344
0,0,0,90,DC,Torino,Atalanta,1,1,2017-12-02,7648,2017,195834,0,0,0,0,0,0.46936488151550293,0.46936488151550293
0,1,0.2809268534183502,90,DC,Atalanta,Benevento,1,0,2017-11-27,7629,2017,195291,0,0,0,0,0.2809268534183502,0.2375873327255249,0.2375873327255249
0,0,0,90,DC,Inter,Atalanta,2,0,2017-11-19,7622,2017,195110,0,0,0,0,0,0.05216091126203537,0.05216091126203537
0,0,0,90,DC,Udinese,Atalanta,2,1,2017-10-29,7608,2017,194748,0.04777143523097038,0,1,0,0,0.512527346611023,0.4647558927536011
0,2,0.1385611593723297,90,DC,Atalanta,Bologna,1,0,2017-10-22,7579,2017,193923,0.02007174678146839,0,1,0,0.1385611593723297,0.09626339375972748,0.09626339375972748
0,1,0.03793280944228172,90,DC,Sampdoria,Atalanta,3,1,2017-10-15,7577,2017,193882,0,0,0,0,0.03793280944228172,0.3027014434337616,0.3027014434337616
0,0,0,90,DC,Atalanta,Juventus,2,2,2017-10-01,7559,2017,193367,0,0,0,0,0,0.10109229385852814,0.10109229385852814
0,0,0,77,DC,Atalanta,Crotone,5,1,2017-09-20,7539,2017,192810,0,0,0,0,0,0.16443563997745514,0.16443563997745514
0,2,0.12833885848522186,90,DC,Chievo,Atalanta,1,1,2017-09-17,7529,2017,192544,0,0,0,0,0.12833885848522186,0.09319304674863815,0
0,0,0,90,DC,Atalanta,Sassuolo,2,1,2017-09-10,7519,2017,192277,0,0,0,0,0,0.3102470338344574,0.3102470338344574
0,1,0.06948994845151901,90,DC,Napoli,Atalanta,3,1,2017-08-27,7514,2017,192180,0,0,0,0,0.06948994845151901,0.08496150374412537,0.08496150374412537
0,1,0.060838937759399414,90,DC,Atalanta,Roma,0,1,2017-08-20,7501,2017,191720,0,0,0,0,0.060838937759399414,0.3238140642642975,0.26297512650489807
