goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.5127236843109131,90,DC,Lazio,Inter,2,3,2018-05-20,7875,2017,241230,0,0,0,0,0.5127236843109131,0.4203779697418213,0.4203779697418213
0,0,0,57,DC,Lazio,Atalanta,1,1,2018-05-06,7849,2017,237958,0,0,0,0,0,0.8364453911781311,0.8364453911781311
0,0,0,90,DC,Torino,Lazio,0,1,2018-04-29,7843,2017,236805,0,0,0,0,0,0.18127991259098053,0.18127991259098053
0,0,0,90,DC,Fiorentina,Lazio,3,4,2018-04-18,7825,2017,233723,0,0,0,0,0,0.03248551860451698,0.03248551860451698
0,0,0,90,DC,Lazio,Roma,0,0,2018-04-15,7814,2017,233095,0,0,0,0,0,0.34231510758399963,0.34231510758399963
0,0,0,90,DC,Udinese,Lazio,1,2,2018-04-08,7807,2017,231583,0,0,0,0,0,0.16224613785743713,0.16224613785743713
0,0,0,90,DC,Lazio,Benevento,6,2,2018-03-31,7789,2017,227947,0,0,0,0,0,1.2789831161499023,1.2789831161499023
0,0,0,90,DC,Lazio,Bologna,1,1,2018-03-18,7780,2017,224893,0.0581902451813221,0,1,0,0,0.49982723593711853,0.49982723593711853
0,0,0,90,DC,Cagliari,Lazio,2,2,2018-03-11,7772,2017,223054,0,0,0,0,0,0.014518323354423046,0.014518323354423046
0,0,0,90,DC,Lazio,Juventus,0,1,2018-03-03,7765,2017,221135,0,0,0,0,0,0,0
0,0,0,90,DC,Sassuolo,Lazio,0,3,2018-02-25,7754,2017,219770,0,0,0,0,0,0.0954195186495781,0.0954195186495781
0,0,0,15,Sub,Lazio,Verona,2,0,2018-02-19,7744,2017,218747,0,0,0,0,0,0,0
0,0,0,15,Sub,AC Milan,Lazio,2,1,2018-01-28,7716,2017,211244,0,0,0,0,0,0,0
0,0,0,31,Sub,SPAL 2013,Lazio,2,5,2018-01-06,7695,2017,206905,0,0,0,0,0,0,0
0,0,0,19,Sub,Lazio,Cagliari,3,0,2017-10-22,7582,2017,194015,0,0,0,0,0,0,0
0,0,0,20,Sub,Lazio,Sassuolo,6,1,2017-10-01,7563,2017,193489,0,0,0,0,0,0.0936729833483696,0.0936729833483696
0,0,0,90,DC,Verona,Lazio,0,3,2017-09-24,7552,2017,193184,0,0,0,0,0,1.1520861387252808,1.1520861387252808
0,0,0,8,Sub,Lazio,AC Milan,4,1,2017-09-10,7526,2017,192484,0,0,0,0,0,0,0
