goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,59,DMC,Napoli,Inter,4,1,2019-05-19,9946,2018,334416,0,0,0,0,0,0.062081798911094666,0.062081798911094666
0,3,0.1443147361278534,24,Sub,Inter,Chievo,2,0,2019-05-13,9935,2018,332938,0,0,0,0,0.1443147361278534,0.5939621329307556,0.5583312511444092
0,0,0,16,Sub,Frosinone,Inter,1,3,2019-04-14,9890,2018,325200,0,0,0,0,0,1.1268160343170166,1.1268160343170166
0,1,0.04995904862880707,66,DMC,Inter,Atalanta,0,0,2019-04-07,9880,2018,323409,0.13858771324157715,0,2,0,0.04995904862880707,0.5751317739486694,0.4365440607070923
2,2,0.3579827845096588,90,DMC,Genoa,Inter,0,4,2019-04-03,9871,2018,322064,0,0,0,2,0.3579827845096588,0.5372433066368103,0.5372433066368103
0,1,0.012960545718669891,90,MC,AC Milan,Inter,2,3,2019-03-17,9856,2018,317302,0,0,0,0,0.012960545718669891,0.16252942383289337,0.14956888556480408
1,4,0.18309763073921204,90,DMC,Inter,SPAL 2013,2,0,2019-03-10,9841,2018,315155,0.06646917760372162,0,2,1,0.18309763073921204,0.2932257354259491,0.25714316964149475
0,0,0,60,DMC,Inter,Sampdoria,2,1,2019-02-17,9811,2018,306799,0.29936519265174866,0,1,0,0,0.3583623170852661,0.05899714678525925
0,0,0,2,Sub,Parma Calcio 1913,Inter,0,1,2019-02-09,9803,2018,306428,0,0,0,0,0,0.13378474116325378,0.13378474116325378
0,1,0.4425380825996399,71,MC,Juventus,Inter,1,0,2018-12-07,9717,2018,281291,0,0,0,0,0.4425380825996399,0.4425380825996399,0
0,2,0.03467180207371712,90,DMC,Inter,Frosinone,3,0,2018-11-24,9701,2018,280783,0.17310263216495514,0,4,0,0.03467180207371712,1.0463780164718628,0.8845876455307007
0,2,0.3184760510921478,90,MC,Atalanta,Inter,4,1,2018-11-11,9687,2018,280577,0,0,0,0,0.3184760510921478,0.017157793045043945,0
2,3,1.159785509109497,90,MC,Inter,Genoa,5,0,2018-11-03,9680,2018,280202,0.08908587694168091,0,2,2,1.159785509109497,1.613003134727478,0.4390079081058502
0,0,0,3,Sub,Lazio,Inter,0,3,2018-10-29,9671,2018,280138,0,0,0,0,0,0,0
0,0,0,8,Sub,SPAL 2013,Inter,1,2,2018-10-07,9654,2018,279609,0,0,0,0,0,0.051093898713588715,0.051093898713588715
0,0,0,57,DMC,Inter,Cagliari,2,0,2018-09-29,9644,2018,254003,0,0,0,0,0,0,0
0,0,0,1,Sub,Inter,Fiorentina,2,1,2018-09-25,9631,2018,251811,0,0,0,0,0,0,0
0,5,0.25564008951187134,90,DMC,Inter,Parma Calcio 1913,0,1,2018-09-15,9611,2018,248552,0.07627798616886139,0,1,0,0.25564008951187134,0.5063866972923279,0.2661530375480652
0,1,0.07648757100105286,90,DMC,Bologna,Inter,0,3,2018-09-01,9598,2018,246951,0.13446322083473206,0,2,0,0.07648757100105286,0.8618876338005066,0.6725859045982361
