id,isResult,side,h,a,goals,xG,datetime,forecast,result
14118,True,h,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '2'}","{'h': '0.160985', 'a': '1.54079'}",2020-09-20 10:30:00,"{'w': 0.0358567256876212, 'd': 0.2304762280338183, 'l': 0.733667046159932}",l
14132,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '4', 'a': '1'}","{'h': '2.04715', 'a': '1.2448'}",2020-09-28 18:45:00,"{'w': 0.5590832081578582, 'd': 0.21240323223374546, 'l': 0.22851355434663118}",l
15453,True,h,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '0'}","{'h': '1.23442', 'a': '0.633776'}",2020-10-04 13:00:00,"{'w': 0.5083095396383966, 'd': 0.30098104772441486, 'l': 0.1907094126315115}",w
15463,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '3', 'a': '2'}","{'h': '1.71631', 'a': '0.96514'}",2020-10-18 16:00:00,"{'w': 0.5503728853958997, 'd': 0.23843865206511508, 'l': 0.2111884620306753}",l
15474,True,h,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'h': '2', 'a': '2'}","{'h': '3.67014', 'a': '0.965076'}",2020-10-25 14:00:00,"{'w': 0.8542369150914683, 'd': 0.08955566568550163, 'l': 0.05619999117923408}",d
15478,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '2', 'a': '2'}","{'h': '3.0518', 'a': '0.760875'}",2020-10-31 17:00:00,"{'w': 0.8260214054155123, 'd': 0.11206335264684784, 'l': 0.06191441584122544}",d
15493,True,h,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '0'}","{'h': '0.131692', 'a': '0.814627'}",2020-11-07 19:45:00,"{'w': 0.057554788554816, 'd': 0.4309400208821213, 'l': 0.5115051905630462}",d
15501,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '3', 'a': '0'}","{'h': '3.20915', 'a': '0.0318982'}",2020-11-22 14:00:00,"{'w': 0.9554333654070253, 'd': 0.04323138403984699, 'l': 0.0013337323112094888}",l
15510,True,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '1', 'a': '2'}","{'h': '1.58372', 'a': '1.40499'}",2020-11-30 19:45:00,"{'w': 0.41808644465959616, 'd': 0.2424719073431427, 'l': 0.3394416477913999}",w
15520,True,h,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '222', 'title': 'Benevento', 'short_title': 'BEN'}","{'h': '0', 'a': '0'}","{'h': '0.501198', 'a': '0.340508'}",2020-12-06 14:00:00,"{'w': 0.30297877450833155, 'd': 0.5077238508814211, 'l': 0.18929737461024732}",d
15532,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '2', 'a': '2'}","{'h': '1.8515', 'a': '0.603434'}",2020-12-13 19:45:00,"{'w': 0.6740166886064063, 'd': 0.21217287257226033, 'l': 0.11381043742417708}",d
15541,True,h,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '0', 'a': '0'}","{'h': '0.870374', 'a': '0.265316'}",2020-12-16 19:45:00,"{'w': 0.4914548698263552, 'd': 0.3997669005963108, 'l': 0.10877822957729176}",d
15552,True,h,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '4'}","{'h': '0.926619', 'a': '2.80045'}",2020-12-19 19:45:00,"{'w': 0.09689727050429517, 'd': 0.1408010995581603, 'l': 0.762301342750143}",l
