id,isResult,side,h,a,goals,xG,datetime,forecast,result
14121,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '3', 'a': '0'}","{'h': '2.14288', 'a': '0.606523'}",2020-09-20 18:45:00,"{'w': 0.7299945616807645, 'd': 0.17835154118425, 'l': 0.091653887591984}",l
14125,True,h,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '222', 'title': 'Benevento', 'short_title': 'BEN'}","{'h': '2', 'a': '3'}","{'h': '1.36058', 'a': '1.27481'}",2020-09-26 16:00:00,"{'w': 0.38919141335420154, 'd': 0.2615567788536406, 'l': 0.3492518077615788}",l
15446,True,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '1', 'a': '2'}","{'h': '2.02799', 'a': '2.18148'}",2020-10-02 18:45:00,"{'w': 0.3706895761297234, 'd': 0.20084087641361237, 'l': 0.42846953077664424}",w
15458,True,h,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '3', 'a': '0'}","{'h': '1.83414', 'a': '0.454609'}",2020-10-17 16:00:00,"{'w': 0.71065267197337, 'd': 0.2052807224495577, 'l': 0.08406660434427315}",w
15466,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '1', 'a': '3'}","{'h': '2.09742', 'a': '2.49916'}",2020-10-24 13:00:00,"{'w': 0.33319714324085736, 'd': 0.18903418134894556, 'l': 0.4777685993342973}",w
15481,True,h,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '1'}","{'h': '0.858208', 'a': '1.18373'}",2020-11-01 19:45:00,"{'w': 0.2663450463467851, 'd': 0.29912838028090477, 'l': 0.4345265733691032}",d
15489,True,a,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '2', 'a': '0'}","{'h': '1.89967', 'a': '0.134345'}",2020-11-07 14:00:00,"{'w': 0.8123595023587741, 'd': 0.16638461607962848, 'l': 0.0212558795977937}",l
15502,True,h,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '1', 'a': '2'}","{'h': '0.817944', 'a': '1.73409'}",2020-11-22 14:00:00,"{'w': 0.17405243520457161, 'd': 0.23439646073704568, 'l': 0.591551103475024}",l
15515,True,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '2', 'a': '2'}","{'h': '1.63863', 'a': '1.38058'}",2020-11-30 17:30:00,"{'w': 0.4364613920893154, 'd': 0.2399586314762276, 'l': 0.3235799761352347}",d
15522,True,h,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '2'}","{'h': '0.986547', 'a': '2.66831'}",2020-12-06 19:45:00,"{'w': 0.11526710264689673, 'd': 0.15426898659422153, 'l': 0.7304637535519062}",l
15533,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '2', 'a': '1'}","{'h': '1.51835', 'a': '0.713804'}",2020-12-13 14:00:00,"{'w': 0.5657596471619234, 'd': 0.2591575781667577, 'l': 0.17508277457410967}",l
