id,isResult,side,h,a,goals,xG,datetime,forecast,result
14121,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '3', 'a': '0'}","{'h': '2.14288', 'a': '0.606523'}",2020-09-20 18:45:00,"{'w': 0.7299945616807645, 'd': 0.17835154118425, 'l': 0.091653887591984}",w
14131,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '2', 'a': '2'}","{'h': '2.81817', 'a': '1.90728'}",2020-09-27 18:45:00,"{'w': 0.5713480253155429, 'd': 0.17488891377410345, 'l': 0.2537627482931241}",d
15459,True,a,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '1.39522', 'a': '1.58494'}",2020-10-17 18:45:00,"{'w': 0.3368464908388706, 'd': 0.24273282318052974, 'l': 0.42042068577601166}",d
15471,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '2.17723', 'a': '0.599908'}",2020-10-25 19:45:00,"{'w': 0.7376804133806439, 'd': 0.17419694387226908, 'l': 0.08812263101378878}",d
15482,True,a,"{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '4'}","{'h': '0.546346', 'a': '2.88171'}",2020-11-01 14:00:00,"{'w': 0.0452800264612992, 'd': 0.10753521285021937, 'l': 0.8471843516006453}",w
15491,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '1.07713', 'a': '1.27201'}",2020-11-08 11:30:00,"{'w': 0.31314526378429774, 'd': 0.2784635662447149, 'l': 0.4083911699615414}",d
15499,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '2', 'a': '0'}","{'h': '2.54799', 'a': '0.0831584'}",2020-11-21 19:45:00,"{'w': 0.9050033195841672, 'd': 0.0880780375707665, 'l': 0.0069185548730513295}",w
15507,True,a,"{'id': '222', 'title': 'Benevento', 'short_title': 'BEN'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '0.439998', 'a': '1.64625'}",2020-11-28 17:00:00,"{'w': 0.09449457272296297, 'd': 0.23173795742453795, 'l': 0.6737674695622251}",d
15519,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '2', 'a': '1'}","{'h': '2.52836', 'a': '1.34238'}",2020-12-05 17:00:00,"{'w': 0.631998706288364, 'd': 0.17976420052648867, 'l': 0.1882370133915263}",w
15530,True,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '3'}","{'h': '0.484378', 'a': '3.60091'}",2020-12-13 17:00:00,"{'w': 0.021589323464427667, 'd': 0.06171310911793429, 'l': 0.9166916169511062}",w
15540,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '1'}","{'h': '2.71039', 'a': '0.902039'}",2020-12-16 17:30:00,"{'w': 0.7544155088376637, 'd': 0.1460955751334234, 'l': 0.09948872483888624}",d
