id,isResult,side,h,a,goals,xG,datetime,forecast,result
14120,True,h,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '1'}","{'h': '2.0285', 'a': '0.95973'}",2020-09-20 16:00:00,"{'w': 0.6213118507764605, 'd': 0.20786775592407208, 'l': 0.17082038863790763}",d
14127,True,a,"{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '1', 'a': '4'}","{'h': '1.29116', 'a': '2.6497'}",2020-09-27 10:30:00,"{'w': 0.16641812829119074, 'd': 0.1697018643114363, 'l': 0.6638798633844177}",w
15447,True,h,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '4', 'a': '1'}","{'h': '1.85563', 'a': '1.5945'}",2020-10-03 13:00:00,"{'w': 0.4424124190241373, 'd': 0.22273446648683734, 'l': 0.33485311286126784}",w
15460,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '3', 'a': '4'}","{'h': '1.45422', 'a': '3.23668'}",2020-10-18 10:30:00,"{'w': 0.13818207281285594, 'd': 0.1393075473122504, 'l': 0.7225086973981327}",w
15475,True,h,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '3', 'a': '3'}","{'h': '1.69093', 'a': '2.08517'}",2020-10-23 18:45:00,"{'w': 0.31735863692133837, 'd': 0.20990844192849165, 'l': 0.47273291404860024}",d
15479,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '0', 'a': '2'}","{'h': '2.14387', 'a': '1.52493'}",2020-11-01 17:00:00,"{'w': 0.5188331326086568, 'd': 0.2075926694972128, 'l': 0.27357418819053164}",w
15494,True,h,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '0', 'a': '0'}","{'h': '0.0834694', 'a': '0.0917939'}",2020-11-06 19:45:00,"{'w': 0.07333347122744148, 'd': 0.8456785594436041, 'l': 0.08098796932895432}",d
15505,True,a,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '0', 'a': '2'}","{'h': '1.3932', 'a': '0.51'}",2020-11-22 14:00:00,"{'w': 0.5892896080111651, 'd': 0.2753953309596603, 'l': 0.1353150609991149}",w
15514,True,h,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '0', 'a': '3'}","{'h': '0.753035', 'a': '1.49985'}",2020-11-28 14:00:00,"{'w': 0.18770272698546328, 'd': 0.2618273270722482, 'l': 0.5504699458599982}",l
15521,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '0', 'a': '0'}","{'h': '1.27993', 'a': '0.209882'}",2020-12-06 14:00:00,"{'w': 0.6500684984585402, 'd': 0.2901594094682583, 'l': 0.059772092063837906}",d
15534,True,h,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '222', 'title': 'Benevento', 'short_title': 'BEN'}","{'h': '1', 'a': '0'}","{'h': '1.08927', 'a': '2.09826'}",2020-12-11 19:45:00,"{'w': 0.18943371369169243, 'd': 0.20534396173947497, 'l': 0.6052223173131928}",w
15537,True,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '1', 'a': '1'}","{'h': '1.71835', 'a': '1.7103'}",2020-12-16 19:45:00,"{'w': 0.38898093663003874, 'd': 0.22537142661846035, 'l': 0.38564763575043115}",d
15554,True,h,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '2'}","{'h': '1.04718', 'a': '1.41457'}",2020-12-20 14:00:00,"{'w': 0.27894874922674695, 'd': 0.2668622378001043, 'l': 0.45418901293555053}",l
15562,True,a,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '2', 'a': '3'}","{'h': '1.6455', 'a': '2.16381'}",2020-12-23 19:45:00,"{'w': 0.29551713673945457, 'd': 0.20627060590578886, 'l': 0.49821224623802535}",w
15566,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '5', 'a': '1'}","{'h': '3.50279', 'a': '0.499119'}",2021-01-03 14:00:00,"{'w': 0.9083792776616694, 'd': 0.06724205423610194, 'l': 0.024374363817240917}",l
