id,isResult,side,h,a,goals,xG,datetime,forecast,result
14116,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '1', 'a': '0'}","{'h': '2.35462', 'a': '0.617878'}",2020-09-19 16:00:00,"{'w': 0.7627821053362044, 'd': 0.15750827345175084, 'l': 0.07970958899258526}",w
14126,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '4', 'a': '3'}","{'h': '1.69563', 'a': '2.25332'}",2020-09-26 18:45:00,"{'w': 0.2921339202476923, 'd': 0.2014778135066665, 'l': 0.5063882475116697}",l
15446,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '1', 'a': '2'}","{'h': '2.02799', 'a': '2.18148'}",2020-10-02 18:45:00,"{'w': 0.3706895761297234, 'd': 0.20084087641361237, 'l': 0.42846953077664424}",l
15461,True,a,"{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '2'}","{'h': '0.925627', 'a': '1.08362'}",2020-10-18 13:00:00,"{'w': 0.3055947978706757, 'd': 0.3063149396504357, 'l': 0.38809026247786194}",d
15469,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '3', 'a': '2'}","{'h': '1.20434', 'a': '2.6861'}",2020-10-25 17:00:00,"{'w': 0.14841993889599436, 'd': 0.16366959769575562, 'l': 0.6879102925608854}",w
15480,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '0'}","{'h': '3.6279', 'a': '0.37308'}",2020-11-01 17:00:00,"{'w': 0.9323676439469483, 'd': 0.052816594785730725, 'l': 0.014809269188527843}",l
15493,True,a,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '0'}","{'h': '0.131692', 'a': '0.814627'}",2020-11-07 19:45:00,"{'w': 0.057554788554816, 'd': 0.4309400208821213, 'l': 0.5115051905630462}",d
15497,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '222', 'title': 'Benevento', 'short_title': 'BEN'}","{'h': '0', 'a': '1'}","{'h': '1.21172', 'a': '0.565303'}",2020-11-22 11:30:00,"{'w': 0.5205576688464257, 'd': 0.3064177720604776, 'l': 0.17302455908870776}",l
15512,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '0'}","{'h': '2.85768', 'a': '0.602734'}",2020-11-29 14:00:00,"{'w': 0.8337543513904648, 'd': 0.11380508651527708, 'l': 0.05244019317555855}",l
15517,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '1'}","{'h': '2.79212', 'a': '1.37691'}",2020-12-07 19:45:00,"{'w': 0.6701428933540454, 'd': 0.16336927342574228, 'l': 0.16648755643010732}",d
15526,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '3', 'a': '0'}","{'h': '2.8038', 'a': '0.461794'}",2020-12-13 14:00:00,"{'w': 0.8550160897659923, 'd': 0.10609873917261874, 'l': 0.03888487958350046}",l
15537,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '1', 'a': '1'}","{'h': '1.71835', 'a': '1.7103'}",2020-12-16 19:45:00,"{'w': 0.38898093663003874, 'd': 0.22537142661846035, 'l': 0.38564763575043115}",d
15549,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '1.68253', 'a': '1.24682'}",2020-12-19 14:00:00,"{'w': 0.4761368649768064, 'd': 0.23996626390547054, 'l': 0.28389687072203457}",d
15558,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '3'}","{'h': '0.388088', 'a': '1.53117'}",2020-12-22 19:45:00,"{'w': 0.09084639946336483, 'd': 0.2477377983353522, 'l': 0.6614158020923196}",w
15569,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '0', 'a': '0'}","{'h': '0.352245', 'a': '0.633738'}",2021-01-03 14:00:00,"{'w': 0.1746936995768043, 'd': 0.46111828541232247, 'l': 0.3641880150108728}",d
15580,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '1'}","{'h': '1.91891', 'a': '1.77283'}",2021-01-06 14:00:00,"{'w': 0.4213242625942146, 'd': 0.2157847635702773, 'l': 0.3628909708079961}",l
15587,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '0'}","{'h': '1.90744', 'a': '1.25523'}",2021-01-10 17:00:00,"{'w': 0.5263198655187846, 'd': 0.22305401745540718, 'l': 0.25062611494589254}",w
15602,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '6', 'a': '0'}","{'h': '2.24139', 'a': '1.1403'}",2021-01-17 11:30:00,"{'w': 0.6222110905305772, 'd': 0.19493100494652701, 'l': 0.18285788743143036}",l
15607,True,h,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'h': '2', 'a': '1'}","{'h': '1.03932', 'a': '0.611551'}",2021-01-23 19:45:00,"{'w': 0.4524444302062521, 'd': 0.33464657230695577, 'l': 0.21290899748627615}",w
