,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
1384,2019,13145,3387,Nicolas N&#039;Koulou,a,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,2019,13158,3387,Nicolas N&#039;Koulou,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,2019,13168,3387,Nicolas N&#039;Koulou,a,DC,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,2019,13178,3387,Nicolas N&#039;Koulou,h,DC,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,2019,13182,3387,Nicolas N&#039;Koulou,a,DC,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197134781628847,0.0,0.0197134781628847,0.0
2586,2019,13199,3387,Nicolas N&#039;Koulou,a,DC,428.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0197134781628847,0.0,-0.4802865218371153,0.0
2837,2019,13218,3387,Nicolas N&#039;Koulou,h,DC,518.0,0.0,0.0,1.0,0.0,1.0,0.0584332682192325,0.0197134781628847,0.0,-0.3049867171794177,0.0
3055,2019,13222,3387,Nicolas N&#039;Koulou,a,DC,608.0,0.0,0.0,2.0,0.0,1.0,0.1363512240350245,0.0197134781628847,0.0,-0.07123284973204153,0.0
3416,2019,13237,3387,Nicolas N&#039;Koulou,h,DC,698.0,0.0,0.0,2.0,0.0,1.0,0.1363512240350245,0.0197134781628847,0.0,-0.07123284973204153,0.0
3567,2019,13244,3387,Nicolas N&#039;Koulou,a,DC,788.0,0.0,0.0,2.0,0.0,1.0,0.1363512240350245,0.0197134781628847,0.0,-0.07123284973204153,0.0
3829,2019,13257,3387,Nicolas N&#039;Koulou,h,DC,878.0,0.0,0.0,2.0,0.0,1.0,0.1363512240350245,0.0197134781628847,0.0,-0.07123284973204153,0.0
4022,2019,13267,3387,Nicolas N&#039;Koulou,a,DC,968.0,0.0,0.0,6.0,0.0,1.0,0.4896259270608423,0.0197134781628847,0.0,0.988591259345412,0.0
4302,2019,13277,3387,Nicolas N&#039;Koulou,h,DC,1058.0,0.0,0.0,6.0,0.0,1.0,0.4896259270608423,0.0197134781628847,0.0,0.988591259345412,0.0
4430,2019,13288,3387,Nicolas N&#039;Koulou,a,DC,1148.0,0.0,0.0,6.0,1.0,1.0,0.4896259270608423,0.0197134781628847,0.0,0.48859125934541203,0.0
4697,2019,13297,3387,Nicolas N&#039;Koulou,h,DC,1238.0,0.0,0.0,6.0,1.0,1.0,0.4896259270608423,0.0197134781628847,0.0,0.48859125934541203,0.0
5029,2019,13304,3387,Nicolas N&#039;Koulou,a,DC,1328.0,0.0,0.0,6.0,1.0,1.0,0.4896259270608423,0.0197134781628847,0.0,0.48859125934541203,0.0
5157,2019,13317,3387,Nicolas N&#039;Koulou,h,DC,1418.0,0.0,0.0,6.0,2.0,1.0,0.4896259270608423,0.0197134781628847,0.0,-0.011408740654587968,0.0
5560,2019,13325,3387,Nicolas N&#039;Koulou,a,DC,1508.0,0.0,0.0,6.0,2.0,1.0,0.4896259270608423,0.0197134781628847,0.0,-0.011408740654587968,0.0
5745,2019,13344,3387,Nicolas N&#039;Koulou,a,DC,1598.0,0.0,0.0,6.0,2.0,1.0,0.4896259270608423,0.0197134781628847,0.0,-0.011408740654587968,0.0
5944,2019,13337,3387,Nicolas N&#039;Koulou,h,DC,1688.0,0.0,0.0,6.0,2.0,1.0,0.4896259270608423,0.0197134781628847,0.0,-0.011408740654587968,0.0
6196,2019,13357,3387,Nicolas N&#039;Koulou,h,DC,1778.0,1.0,0.0,7.0,2.0,1.0,0.5060391984879968,0.0197134781628847,3.0,0.037831073626875635,3.0
6360,2019,13360,3387,Nicolas N&#039;Koulou,a,DC,1868.0,1.0,0.0,7.0,2.0,1.0,0.5060391984879968,0.0197134781628847,3.0,0.037831073626875635,0.0
6546,2019,13374,3387,Nicolas N&#039;Koulou,h,DC,1958.0,1.0,0.0,7.0,2.0,1.0,0.5060391984879968,0.0197134781628847,3.0,0.037831073626875635,0.0
7238,2019,13397,3387,Nicolas N&#039;Koulou,h,DC,2048.0,1.0,0.0,8.0,2.0,1.0,0.5891941301524637,0.0197134781628847,3.0,0.2872958686202761,0.0
7548,2019,13404,3387,Nicolas N&#039;Koulou,a,DC,2138.0,1.0,0.0,8.0,2.0,1.0,0.5891941301524637,0.0197134781628847,3.0,0.2872958686202761,0.0
7771,2019,13411,3387,Nicolas N&#039;Koulou,h,DC,2228.0,1.0,0.0,9.0,2.0,1.0,0.655372258275747,0.0197134781628847,3.0,0.4858302529901262,0.0
7959,2019,13421,3387,Nicolas N&#039;Koulou,a,DC,2318.0,1.0,0.0,9.0,2.0,1.0,0.655372258275747,0.0197134781628847,3.0,0.4858302529901262,0.0
8246,2019,13437,3387,Nicolas N&#039;Koulou,h,DC,2408.0,1.0,0.0,9.0,2.0,1.0,0.655372258275747,0.0197134781628847,3.0,0.4858302529901262,0.0
8482,2019,13445,3387,Nicolas N&#039;Koulou,a,DC,2498.0,1.0,0.0,9.0,3.0,1.0,0.655372258275747,0.0385173708200454,3.0,0.004634145647287036,0.0
8785,2019,13454,3387,Nicolas N&#039;Koulou,h,DC,2588.0,1.0,0.0,10.0,3.0,1.0,0.7301740162074561,0.0385173708200454,3.0,0.22903941944241485,0.0
