,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
141,2019,13095,1502,Marco D&#039;Alessandro,h,DMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2019,13099,1502,Marco D&#039;Alessandro,a,DMR,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420533269643783,0.0,0.0420533269643783,0.0
603,2019,13117,1502,Marco D&#039;Alessandro,h,DMR,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511302426457405,0.0,0.511302426457405,0.0
801,2019,13127,1502,Marco D&#039;Alessandro,a,DML,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511302426457405,0.0,0.511302426457405,0.0
6121,2019,13356,1502,Marco D&#039;Alessandro,h,FWR,267.0,0.0,0.0,1.0,0.0,0.0,0.014225848019123,0.511302426457405,0.0,0.5539799705147742,0.0
6708,2019,13375,1502,Marco D&#039;Alessandro,h,DMR,327.0,0.0,0.0,1.0,0.0,0.0,0.014225848019123,0.511302426457405,0.0,0.5539799705147742,0.0
7265,2019,13396,1502,Marco D&#039;Alessandro,h,MR,369.0,0.0,0.0,1.0,0.0,1.0,0.014225848019123,0.511302426457405,0.0,0.05397997051477421,0.0
7409,2019,13405,1502,Marco D&#039;Alessandro,a,Sub,443.0,0.0,0.0,2.0,0.0,1.0,0.0377370268106459,0.5413768868893384,0.0,0.1545879673212765,0.0
7807,2019,13412,1502,Marco D&#039;Alessandro,h,Sub,472.0,0.0,0.0,2.0,0.0,1.0,0.0377370268106459,0.5413768868893384,0.0,0.1545879673212765,0.0
7941,2019,13420,1502,Marco D&#039;Alessandro,a,ML,494.0,0.0,0.0,2.0,0.0,1.0,0.0377370268106459,0.5413768868893384,0.0,0.1545879673212765,0.0
8224,2019,13436,1502,Marco D&#039;Alessandro,h,MR,560.0,0.0,0.0,2.0,0.0,1.0,0.0377370268106459,0.67899083904922,0.0,0.2922019194811581,0.0
8480,2019,13445,1502,Marco D&#039;Alessandro,h,Sub,621.0,0.0,0.0,2.0,0.0,1.0,0.0377370268106459,0.7043733242899177,0.0,0.3175844047218559,0.0
8636,2019,13452,1502,Marco D&#039;Alessandro,a,Sub,650.0,1.0,0.0,3.0,0.0,1.0,0.1304858326911924,0.7251621372997759,3.0,0.6166196353733537,3.0
8943,2019,13460,1502,Marco D&#039;Alessandro,h,MR,693.0,1.0,0.0,4.0,0.0,1.0,0.2158148139715192,1.0898571498692033,3.0,1.2373015917837618,0.0
