,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB
0,2019,13089,1306,Vincent Laurini,h,DR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02918877825140953,0.0,0.02918877825140953
1,2019,13089,1399,Bruno Alves,h,DC,90.0,0.0,0.0,1.0,0.0,0.0,0.04118698835372925,0.0,0.0,0.12356096506118774
2,2019,13089,6989,Simone Iacoponi,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2019,13089,1896,Riccardo Gagliolo,h,DL,90.0,0.0,0.0,1.0,0.0,0.0,0.02278989925980568,0.0,0.0,0.06836969777941704
4,2019,13089,6990,Antonino Barillà,h,MC,88.0,0.0,0.0,1.0,0.0,0.0,0.020644493401050568,0.0,0.0,0.0619334802031517
5,2019,13089,1165,Gastón Brugman,h,MC,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023139363154768944,0.0,0.023139363154768944
6,2019,13089,5509,Hernani,h,MC,90.0,0.0,0.0,2.0,1.0,0.0,0.07350602746009827,0.0,0.0,-0.2794819176197052
7,2019,13089,6691,Dejan Kulusevski,h,FWR,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020644493401050568,0.0,-0.47935550659894943
8,2019,13089,1340,Roberto Inglese,h,FW,90.0,0.0,0.0,2.0,0.0,0.0,0.09090012311935425,0.0,0.0,0.27270036935806274
9,2019,13089,1943,Gervinho,h,FWL,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2019,13089,1846,Luca Siligardi,h,Sub,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2019,13089,1120,Mattia De Sciglio,a,DR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2019,13089,1287,Leonardo Bonucci,a,DC,90.0,0.0,0.0,1.0,0.0,0.0,0.05806630104780197,0.0,0.0,0.17419890314340591
13,2019,13089,1576,Giorgio Chiellini,a,DC,90.0,1.0,0.0,1.0,0.0,0.0,0.528497576713562,0.0,3.0,1.585492730140686
14,2019,13089,1289,Alex Sandro,a,DL,90.0,0.0,1.0,1.0,0.0,0.0,0.015912743285298347,0.6324337124824524,1.0,0.6801719423383474
15,2019,13089,1292,Sami Khedira,a,MC,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06005992740392685,0.0,-0.43994007259607315
16,2019,13089,1290,Miralem Pjanic,a,MC,90.0,0.0,0.0,1.0,1.0,0.0,0.05064655467867851,0.09279914200305939,0.0,-0.2552611939609051
17,2019,13089,3296,Blaise Matuidi,a,MC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2019,13089,393,Douglas Costa,a,FWR,74.0,0.0,0.0,2.0,0.0,0.0,0.06993814557790756,0.5150933265686035,0.0,0.7249077633023262
19,2019,13089,1293,Gonzalo Higuaín,a,FW,86.0,0.0,0.0,1.0,0.0,0.0,0.10054992139339447,0.48770472407341003,0.0,0.7893544882535934
20,2019,13089,2371,Cristiano Ronaldo,a,FWL,90.0,0.0,0.0,7.0,0.0,0.0,1.073085904121399,0.0,0.0,3.2192577123641968
21,2019,13089,3291,Adrien Rabiot,a,Sub,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2019,13089,1089,Juan Cuadrado,a,Sub,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2019,13090,1461,Pol Lirola,h,DR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03966062143445015,0.0,0.03966062143445015
24,2019,13090,6174,Nikola Milenkovic,h,DC,90.0,1.0,0.0,2.0,0.0,0.0,0.0953206792473793,0.0,3.0,0.2859620377421379
25,2019,13090,2143,Germán Pezzella,h,DC,90.0,0.0,0.0,1.0,1.0,0.0,0.44419100880622864,0.0,0.0,0.8325730264186859
26,2019,13090,6191,Lorenzo Venuti,h,DL,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2019,13090,1430,Milan Badelj,h,MC,75.0,0.0,0.0,1.0,0.0,0.0,0.04511813819408417,0.042440492659807205,0.0,0.1777949072420597
28,2019,13090,7909,Gaetano Castrovilli,h,MC,90.0,0.0,1.0,1.0,0.0,0.0,0.04102232679724693,0.12891294062137604,1.0,0.25197992101311684
29,2019,13090,1448,Erick Pulgar,h,MC,90.0,1.0,1.0,1.0,0.0,0.0,0.7612988352775574,0.22486835718154907,4.0,2.508764863014221
30,2019,13090,6672,Riccardo Sottil,h,FWR,80.0,0.0,0.0,2.0,0.0,0.0,0.10596264153718948,0.04511813819408417,0.0,0.3630060628056526
31,2019,13090,7084,Dusan Vlahovic,h,FW,63.0,0.0,0.0,2.0,0.0,0.0,0.13145782053470612,0.0,0.0,0.39437346160411835
32,2019,13090,1433,Federico Chiesa,h,FWL,90.0,0.0,0.0,8.0,0.0,0.0,0.26015645265579224,0.18418285250663757,0.0,0.9646522104740143
33,2019,13090,1819,Kevin-Prince Boateng,h,Sub,27.0,1.0,0.0,2.0,1.0,0.0,0.057520948350429535,0.0,3.0,-0.3274371549487114
34,2019,13090,1183,Marco Benassi,h,Sub,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2019,13090,6978,Giovanni Di Lorenzo,a,DR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2019,13090,1246,Kostas Manolas,a,DC,90.0,0.0,0.0,1.0,0.0,0.0,0.07255947589874268,0.0,0.0,0.21767842769622803
37,2019,13090,1376,Kalidou Koulibaly,a,DC,90.0,0.0,0.0,2.0,0.0,0.0,0.05701857805252075,0.0,0.0,0.17105573415756226
38,2019,13090,1792,Mário Rui,a,DL,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03333357721567154,0.0,-0.46666642278432846
39,2019,13090,1382,José Callejón,a,MR,90.0,1.0,1.0,1.0,1.0,0.0,0.04042118042707443,0.7571277618408203,4.0,0.3783913031220436
40,2019,13090,1386,Piotr Zielinski,a,MC,90.0,0.0,0.0,2.0,1.0,0.0,0.05380589887499809,0.0,0.0,-0.3385823033750057
41,2019,13090,1379,Allan,a,MC,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5
42,2019,13090,1393,Lorenzo Insigne,a,ML,90.0,2.0,2.0,3.0,0.0,0.0,1.4114240407943726,0.27048397064208984,8.0,4.5047560930252075
43,2019,13090,2447,Fabián,a,AMC,90.0,0.0,0.0,2.0,0.0,0.0,0.07615229487419128,0.10244351625442505,0.0,0.3309004008769989
44,2019,13090,1384,Dries Mertens,a,FW,86.0,1.0,0.0,4.0,0.0,0.0,0.23372983932495117,0.0204236451536417,3.0,0.7216131631284952
45,2019,13090,1387,Faouzi Ghoulam,a,Sub,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2019,13090,7912,Eljif Elmas,a,Sub,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2019,13091,6996,William Troost-Ekong,h,DC,90.0,0.0,0.0,1.0,0.0,0.0,0.018053049221634865,0.0,0.0,0.054159147664904594
48,2019,13091,1142,Samir,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026009317487478256,0.0,0.026009317487478256
49,2019,13091,6806,Rodrigo Becão,h,DC,90.0,1.0,0.0,1.0,0.0,0.0,0.10947735607624054,0.0,3.0,0.3284320682287216
50,2019,13091,6262,Jens Stryger Larsen,h,DMR,90.0,0.0,0.0,1.0,0.0,0.0,0.020107310265302658,0.1049048900604248,0.0,0.16522682085633278
51,2019,13091,1281,Giuseppe Pezzella,h,DML,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013289759866893291,0.0,0.013289759866893291
52,2019,13091,1273,Mato Jajalo,h,MC,90.0,0.0,0.0,3.0,1.0,0.0,0.05457071214914322,0.0,0.0,-0.33628786355257034
53,2019,13091,3821,Rolando Mandragora,h,MC,90.0,0.0,0.0,3.0,0.0,0.0,0.1299773007631302,0.037201929837465286,0.0,0.42713383212685585
54,2019,13091,1144,Seko Fofana,h,MC,75.0,0.0,0.0,3.0,0.0,0.0,0.10863667726516724,0.10382382571697235,0.0,0.42973385751247406
55,2019,13091,6997,Ignacio Pussetto,h,FW,75.0,0.0,0.0,1.0,0.0,0.0,0.1049048900604248,0.06326767057180405,0.0,0.37798234075307846
56,2019,13091,1903,Kevin Lasagna,h,FW,90.0,0.0,0.0,4.0,0.0,0.0,0.23181727528572083,0.0870075449347496,0.0,0.7824593707919121
57,2019,13091,1272,Ilija Nestorovski,h,Sub,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2019,13091,1145,Rodrigo de Paul,h,Sub,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10947735607624054,1.0,0.10947735607624054
59,2019,13091,1574,Davide Calabria,a,DR,90.0,0.0,0.0,1.0,0.0,0.0,0.041194140911102295,0.017228854820132256,0.0,0.14081127755343914
60,2019,13091,2495,Mateo Musacchio,a,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701921135187149,0.0,0.0701921135187149
61,2019,13091,1119,Alessio Romagnoli,a,DC,90.0,0.0,0.0,2.0,0.0,0.0,0.20756952464580536,0.0,0.0,0.6227085739374161
62,2019,13091,308,Ricardo Rodríguez,a,DL,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2019,13091,189,Hakan Calhanoglu,a,MC,90.0,0.0,0.0,2.0,1.0,0.0,0.08187209069728851,0.02436727285385132,0.0,-0.23001645505428314
64,2019,13091,7365,Lucas Paquetá,a,MC,80.0,0.0,0.0,1.0,1.0,0.0,0.009602485224604607,0.0,0.0,-0.4711925443261862
