,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
328,2019,13103,1476,Cristian Dell&#039;Orco,h,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,2019,13186,1476,Cristian Dell&#039;Orco,a,DL,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978771746158599,0.0,0.0978771746158599,0.0
3343,2019,13233,1476,Cristian Dell&#039;Orco,h,DC,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978771746158599,0.0,0.0978771746158599,0.0
3497,2019,13240,1476,Cristian Dell&#039;Orco,a,DC,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978771746158599,0.0,0.0978771746158599,0.0
4126,2019,13264,1476,Cristian Dell&#039;Orco,h,DL,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978771746158599,0.0,0.0978771746158599,0.0
4385,2019,13274,1476,Cristian Dell&#039;Orco,a,DL,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978771746158599,0.0,0.0978771746158599,0.0
4536,2019,13285,1476,Cristian Dell&#039;Orco,h,DC,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978771746158599,0.0,0.0978771746158599,0.0
4800,2019,13298,1476,Cristian Dell&#039;Orco,a,DC,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978771746158599,0.0,0.0978771746158599,0.0
7754,2019,13417,1476,Cristian Dell&#039;Orco,h,Sub,695.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0978771746158599,0.0,-0.4021228253841401,0.0
7986,2019,13422,1476,Cristian Dell&#039;Orco,a,DL,719.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0978771746158599,0.0,-0.4021228253841401,0.0
8436,2019,13439,1476,Cristian Dell&#039;Orco,a,DL,809.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1776810884475707,1.0,-0.3223189115524293,1.0
8659,2019,13453,1476,Cristian Dell&#039;Orco,a,Sub,899.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1776810884475707,1.0,-0.3223189115524293,0.0
9038,2019,13468,1476,Cristian Dell&#039;Orco,h,DL,935.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1776810884475707,1.0,-0.3223189115524293,0.0
