,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
8,2016,935,Pescara,Pescara,Napoli,0,0,0.0,0.0,0,2016-08-21 22:45:00
29,2016,945,Pescara,Sassuolo,Pescara,2,2,1.08269,1.41716,90,2016-08-28 22:45:00
54,2016,958,Pescara,Pescara,Inter,3,4,2.5412299999999997,1.9605899999999998,180,2016-09-11 22:45:00
61,2016,961,Pescara,Lazio,Pescara,4,6,4.06708,3.6637199999999996,270,2016-09-17 20:00:00
90,2016,976,Pescara,Pescara,Torino,4,9,5.28001,6.71179,360,2016-09-21 22:45:00
107,2016,984,Pescara,Genoa,Pescara,4,9,6.268475,7.340231999999999,450,2016-09-25 17:00:00
118,2016,990,Pescara,Pescara,Chievo,5,10,7.360125,7.8476669999999995,540,2016-10-01 20:00:00
140,2016,1001,Pescara,Pescara,Sampdoria,5,12,7.878156,9.662037,630,2016-10-15 20:00:00
163,2016,1012,Pescara,Udinese,Pescara,6,13,9.569696,11.307737,720,2016-10-23 14:30:00
192,2016,3287,Pescara,Pescara,Atalanta,7,16,10.264208,13.641186999999999,810,2016-10-26 22:45:00
207,2016,3294,Pescara,AC Milan,Pescara,7,17,10.493238,14.306212999999998,900,2016-10-30 18:00:00
222,2016,2748,Pescara,Pescara,Empoli,7,18,11.229967,16.046252999999997,990,2016-11-06 15:30:00
243,2016,2758,Pescara,Juventus,Pescara,7,22,13.765617,18.555332999999997,1080,2016-11-19 23:45:00
273,2016,2773,Pescara,Roma,Pescara,7,25,14.660624,20.309552999999998,1170,2016-11-27 23:45:00
286,2016,3070,Pescara,Pescara,Cagliari,9,28,15.864054,23.346413,1260,2016-12-04 18:00:00
299,2016,3076,Pescara,Crotone,Pescara,10,29,17.296704,23.697207,1350,2016-12-10 21:00:00
332,2016,3093,Pescara,Pescara,Bologna,11,31,18.325104,24.967986999999997,1440,2016-12-18 18:00:00
351,2016,3099,Pescara,Palermo,Pescara,11,34,18.589164,28.116317,1530,2016-12-22 23:45:00
385,2016,3535,Pescara,Napoli,Pescara,12,35,19.761324000000002,28.593405999999998,1620,2017-01-15 18:00:00
404,2016,3545,Pescara,Pescara,Sassuolo,13,38,21.011644,32.021136,1710,2017-01-22 17:00:00
417,2016,3551,Pescara,Inter,Pescara,14,41,23.074944000000002,33.239205999999996,1800,2017-01-28 22:45:00
434,2016,3523,Pescara,Pescara,Fiorentina,14,44,23.612564000000003,36.365725999999995,1890,2017-02-01 22:45:00
448,2016,3566,Pescara,Pescara,Lazio,15,46,24.043178,37.09203099999999,1980,2017-02-05 14:00:00
467,2016,3575,Pescara,Torino,Pescara,17,52,25.870848000000002,40.93651099999999,2070,2017-02-12 14:00:00
488,2016,3586,Pescara,Pescara,Genoa,20,57,26.733789,43.424280999999986,2160,2017-02-19 14:00:00
513,2016,3597,Pescara,Chievo,Pescara,25,57,28.739899,44.45177099999999,2250,2017-02-26 14:00:00
523,2016,3610,Pescara,Sampdoria,Pescara,25,59,29.485646000000003,46.70562099999999,2340,2017-03-04 17:00:00
554,2016,3621,Pescara,Pescara,Udinese,26,62,30.748196000000004,49.28678099999998,2430,2017-03-12 14:00:00
575,2016,3630,Pescara,Atalanta,Pescara,27,65,31.266009000000004,50.78874099999998,2520,2017-03-19 14:00:00
594,2016,3639,Pescara,Pescara,AC Milan,27,68,31.570401000000004,53.28193099999998,2610,2017-04-02 14:00:00
601,2016,3648,Pescara,Empoli,Pescara,28,69,32.480017000000004,55.71717099999998,2700,2017-04-08 14:00:00
632,2016,3657,Pescara,Pescara,Juventus,29,70,34.406517,56.67417099999998,2790,2017-04-15 14:00:00
658,2016,3670,Pescara,Pescara,Roma,29,72,34.584047,59.06713099999998,2880,2017-04-24 19:45:00
673,2016,3678,Pescara,Cagliari,Pescara,30,76,36.939177,61.92154099999998,2970,2017-04-30 14:00:00
688,2016,3685,Pescara,Pescara,Crotone,30,77,38.063217,63.312660999999984,3060,2017-05-07 14:00:00
715,2016,3699,Pescara,Bologna,Pescara,30,78,38.786899,63.781508999999986,3150,2017-05-14 14:00:00
738,2016,3708,Pescara,Pescara,Palermo,31,81,39.746426,65.39947899999999,3240,2017-05-22 19:45:00
755,2016,3719,Pescara,Fiorentina,Pescara,33,81,41.507346,66.06202699999999,3330,2017-05-28 19:45:00
