,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
5,2016,933,Torino,AC Milan,Torino,0,0,0.0,0.0,0,2016-08-21 20:00:00
30,2016,946,Torino,Torino,Bologna,2,3,1.74508,2.5953,90,2016-08-28 22:45:00
53,2016,957,Torino,Atalanta,Torino,7,4,5.974019999999999,3.127701,180,2016-09-11 17:00:00
68,2016,965,Torino,Torino,Empoli,8,6,6.622705999999999,5.604551000000001,270,2016-09-18 17:00:00
91,2016,976,Torino,Pescara,Torino,8,6,7.341097999999999,5.7891,360,2016-09-21 22:45:00
102,2016,982,Torino,Torino,Roma,8,6,7.9695399999999985,6.777565,450,2016-09-25 14:30:00
132,2016,997,Torino,Torino,Fiorentina,11,7,10.451849999999999,9.752685,540,2016-10-02 20:00:00
157,2016,1009,Torino,Palermo,Torino,13,8,11.386568999999998,11.201985,630,2016-10-17 22:45:00
164,2016,1013,Torino,Torino,Lazio,17,9,12.593598999999998,12.067736,720,2016-10-23 17:00:00
181,2016,3281,Torino,Inter,Torino,19,11,14.255118999999997,13.385696,810,2016-10-26 22:45:00
215,2016,3298,Torino,Udinese,Torino,20,13,14.802752999999997,15.783985999999999,900,2016-10-31 22:00:00
218,2016,2746,Torino,Torino,Cagliari,22,15,15.983172999999997,17.902376,990,2016-11-05 21:00:00
249,2016,2761,Torino,Crotone,Torino,27,16,18.824852999999997,18.369686,1080,2016-11-20 18:00:00
258,2016,2766,Torino,Torino,Chievo,29,16,19.838652999999997,19.738546000000003,1170,2016-11-26 21:00:00
289,2016,3071,Torino,Sampdoria,Torino,31,17,20.897152999999996,20.640808000000003,1260,2016-12-04 18:00:00
304,2016,3079,Torino,Torino,Juventus,31,19,21.630545999999995,21.585966000000003,1350,2016-12-11 18:00:00
327,2016,3092,Torino,Napoli,Torino,32,22,22.038278999999996,24.018256,1440,2016-12-18 14:00:00
348,2016,3102,Torino,Torino,Genoa,35,27,24.484218999999996,27.979896,1530,2016-12-22 19:45:00
363,2016,3524,Torino,Sassuolo,Torino,36,27,25.887808999999997,28.79327,1620,2017-01-08 18:00:00
392,2016,3539,Torino,Torino,AC Milan,36,27,27.955889,29.40341,1710,2017-01-16 23:45:00
407,2016,3546,Torino,Bologna,Torino,38,29,30.632309,32.79225,1800,2017-01-22 17:00:00
422,2016,3552,Torino,Torino,Atalanta,38,31,31.233496,33.93115,1890,2017-01-29 14:30:00
443,2016,3563,Torino,Empoli,Torino,39,32,31.974128999999998,34.959610000000005,1980,2017-02-05 14:00:00
466,2016,3575,Torino,Torino,Pescara,40,33,33.904619,36.91290000000001,2070,2017-02-12 14:00:00
497,2016,3590,Torino,Roma,Torino,45,36,36.392388999999994,37.77584100000001,2160,2017-02-19 17:00:00
519,2016,3600,Torino,Fiorentina,Torino,46,40,37.22147999999999,38.921631000000005,2250,2017-02-27 19:45:00
534,2016,3609,Torino,Torino,Palermo,48,42,39.314719999999994,40.940661000000006,2340,2017-03-05 14:00:00
559,2016,3620,Torino,Lazio,Torino,51,43,42.36098,41.23115000000001,2430,2017-03-13 19:45:00
560,2016,3625,Torino,Torino,Inter,52,46,42.799101,43.40404000000001,2520,2017-03-18 17:00:00
584,2016,3641,Torino,Torino,Udinese,54,48,43.920321,45.15558000000001,2610,2017-04-02 11:30:00
617,2016,3651,Torino,Cagliari,Torino,56,50,46.258721,47.33753000000001,2700,2017-04-09 14:00:00
628,2016,3655,Torino,Torino,Crotone,59,52,48.071331,48.86776000000001,2790,2017-04-15 14:00:00
655,2016,3671,Torino,Chievo,Torino,60,53,50.735851000000004,49.33887700000001,2880,2017-04-23 14:00:00
662,2016,3679,Torino,Torino,Sampdoria,63,54,51.962761,50.31356000000001,2970,2017-04-29 19:45:00
683,2016,3691,Torino,Juventus,Torino,64,55,53.876451,50.81042100000001,3060,2017-05-06 19:45:00
712,2016,3698,Torino,Torino,Napoli,65,56,54.216468000000006,53.900061000000015,3150,2017-05-14 14:00:00
735,2016,3711,Torino,Genoa,Torino,65,61,54.59226,56.22759100000002,3240,2017-05-21 14:00:00
756,2016,3720,Torino,Torino,Sassuolo,66,63,54.853747000000006,58.259641000000016,3330,2017-05-28 19:45:00
