,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
0,2016,931,Roma,Roma,Udinese,0,0,0.0,0.0,0,2016-08-20 20:00:00
35,2016,948,Roma,Cagliari,Roma,4,0,5.74878,0.517156,90,2016-08-28 22:45:00
50,2016,956,Roma,Roma,Sampdoria,6,2,8.673919999999999,2.280836,180,2016-09-11 17:00:00
77,2016,969,Roma,Fiorentina,Roma,9,4,12.2881,3.5165559999999996,270,2016-09-18 22:45:00
92,2016,977,Roma,Roma,Crotone,9,5,13.31199,4.254252999999999,360,2016-09-21 22:45:00
103,2016,982,Roma,Torino,Roma,13,5,15.52858,5.463893,450,2016-09-25 14:30:00
136,2016,999,Roma,Roma,Inter,14,8,18.5037,7.946203,540,2016-10-02 22:45:00
139,2016,1000,Roma,Napoli,Roma,16,9,20.89897,9.121473,630,2016-10-15 17:00:00
176,2016,1019,Roma,Roma,Palermo,19,10,22.716549999999998,10.776643,720,2016-10-23 22:45:00
195,2016,3288,Roma,Sassuolo,Roma,23,11,25.201629999999998,11.211736,810,2016-10-26 22:45:00
211,2016,3296,Roma,Empoli,Roma,26,12,27.42008,12.218726,900,2016-10-30 18:00:00
236,2016,2755,Roma,Roma,Bologna,26,12,28.86112,12.545284,990,2016-11-06 23:45:00
253,2016,2763,Roma,Atalanta,Roma,29,12,32.31226,13.332664000000001,1080,2016-11-20 18:00:00
272,2016,2773,Roma,Roma,Pescara,30,14,33.8532,15.009064,1170,2016-11-27 23:45:00
285,2016,3069,Roma,Lazio,Roma,33,16,36.89006,16.212494,1260,2016-12-04 18:00:00
316,2016,3085,Roma,Roma,AC Milan,35,16,37.885498,16.788278,1350,2016-12-13 00:00:00
325,2016,3089,Roma,Juventus,Roma,36,16,38.439668999999995,17.838427999999997,1440,2016-12-17 23:45:00
344,2016,3100,Roma,Roma,Chievo,36,17,38.954575,18.669969999999996,1530,2016-12-22 19:45:00
367,2016,3526,Roma,Genoa,Roma,39,18,42.117625,19.456040999999995,1620,2017-01-08 18:00:00
387,2016,3536,Roma,Udinese,Roma,40,18,43.328064999999995,19.894673999999995,1710,2017-01-15 18:00:00
412,2016,3549,Roma,Roma,Cagliari,41,18,45.715275,21.148203999999996,1800,2017-01-22 22:45:00
419,2016,3554,Roma,Sampdoria,Roma,42,18,47.823055,21.517108999999998,1890,2017-01-29 14:00:00
454,2016,3569,Roma,Roma,Fiorentina,44,21,49.145174999999995,23.319418999999996,1980,2017-02-07 22:45:00
465,2016,3574,Roma,Crotone,Roma,48,21,52.72794499999999,23.945784999999997,2070,2017-02-12 11:30:00
496,2016,3590,Roma,Roma,Torino,50,21,55.07686499999999,24.399314999999998,2160,2017-02-19 17:00:00
517,2016,3598,Roma,Inter,Roma,54,22,56.22265499999999,25.228406,2250,2017-02-26 19:45:00
520,2016,3608,Roma,Roma,Napoli,57,23,57.75600499999999,26.572716,2340,2017-03-04 14:00:00
557,2016,3618,Roma,Palermo,Roma,58,25,59.01576499999999,28.310396,2430,2017-03-12 19:45:00
578,2016,3631,Roma,Roma,Sassuolo,61,25,61.41601499999999,29.018926,2520,2017-03-19 19:45:00
582,2016,3636,Roma,Roma,Empoli,64,26,63.81036499999999,29.862452,2610,2017-04-01 19:45:00
615,2016,3649,Roma,Bologna,Roma,66,26,65.135635,30.371462,2700,2017-04-09 14:00:00
622,2016,3652,Roma,Roma,Atalanta,69,26,66.31474499999999,31.06504,2790,2017-04-15 14:00:00
659,2016,3670,Roma,Pescara,Roma,70,27,67.769365,31.368439,2880,2017-04-24 19:45:00
664,2016,3675,Roma,Roma,Lazio,74,28,70.623775,33.723569,2970,2017-04-30 11:30:00
699,2016,3689,Roma,AC Milan,Roma,75,31,72.237995,35.596239,3060,2017-05-07 19:45:00
718,2016,3695,Roma,Roma,Juventus,79,32,75.519085,36.54671,3150,2017-05-14 19:45:00
721,2016,3709,Roma,Chievo,Roma,82,33,77.19384500000001,37.67729,3240,2017-05-20 17:00:00
746,2016,3714,Roma,Roma,Genoa,87,36,79.22873500000001,39.5249,3330,2017-05-28 17:00:00
