,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
19,2016,940,Cagliari,Genoa,Cagliari,0,0,0.0,0.0,0,2016-08-21 22:45:00
34,2016,948,Cagliari,Cagliari,Roma,1,3,0.912546,1.52666,90,2016-08-28 22:45:00
45,2016,953,Cagliari,Bologna,Cagliari,3,5,2.6762259999999998,4.4517999999999995,180,2016-09-11 14:30:00
70,2016,966,Cagliari,Cagliari,Atalanta,4,7,3.5922409999999996,6.20686,270,2016-09-18 17:00:00
89,2016,975,Cagliari,Juventus,Cagliari,7,7,4.630901,7.22701,360,2016-09-21 22:45:00
116,2016,989,Cagliari,Cagliari,Sampdoria,7,11,4.7021191,10.46032,450,2016-09-26 23:00:00
130,2016,996,Cagliari,Cagliari,Crotone,9,12,6.0377491,11.591069999999998,540,2016-10-02 17:00:00
149,2016,1005,Cagliari,Inter,Cagliari,11,13,6.6244881,12.845399999999998,630,2016-10-16 17:00:00
166,2016,1014,Cagliari,Cagliari,Fiorentina,13,14,8.0823881,15.461549999999999,720,2016-10-23 17:00:00
185,2016,3283,Cagliari,Lazio,Cagliari,16,19,9.3826281,17.68159,810,2016-10-26 22:45:00
216,2016,2745,Cagliari,Cagliari,Palermo,17,23,10.6629981,21.09438,900,2016-11-01 00:00:00
219,2016,2746,Cagliari,Torino,Cagliari,19,24,11.3354351,21.795582,990,2016-11-05 21:00:00
239,2016,2756,Cagliari,Chievo,Cagliari,20,29,11.8027451,24.637262,1080,2016-11-19 18:00:00
264,2016,2769,Cagliari,Cagliari,Udinese,20,30,12.122293099999998,25.844222,1170,2016-11-27 18:00:00
287,2016,3070,Cagliari,Pescara,Cagliari,22,31,14.177523099999998,26.764595,1260,2016-12-04 18:00:00
302,2016,3078,Cagliari,Cagliari,Napoli,23,32,14.528317099999999,28.197245,1350,2016-12-11 15:30:00
321,2016,3087,Cagliari,Empoli,Cagliari,23,37,14.7435911,32.019175,1440,2016-12-17 18:00:00
352,2016,3103,Cagliari,Cagliari,Sassuolo,23,39,16.1783811,32.803771,1530,2016-12-22 23:45:00
371,2016,3528,Cagliari,AC Milan,Cagliari,27,42,18.3612011,34.232481,1620,2017-01-08 21:00:00
378,2016,3532,Cagliari,Cagliari,Genoa,27,43,18.7384801,35.806051,1710,2017-01-15 15:30:00
413,2016,3549,Cagliari,Roma,Cagliari,31,44,21.4743201,36.923311,1800,2017-01-22 22:45:00
424,2016,3553,Cagliari,Cagliari,Bologna,31,45,21.8432251,39.031090999999996,1890,2017-01-29 17:00:00
447,2016,3565,Cagliari,Atalanta,Cagliari,32,46,22.774532100000002,40.074850999999995,1980,2017-02-05 14:00:00
476,2016,3580,Cagliari,Cagliari,Juventus,32,48,22.9187261,41.830890999999994,2070,2017-02-12 19:45:00
491,2016,3587,Cagliari,Sampdoria,Cagliari,32,50,23.3639411,43.51337099999999,2160,2017-02-19 14:00:00
509,2016,3594,Cagliari,Crotone,Cagliari,33,51,24.215420100000003,44.649840999999995,2250,2017-02-26 14:00:00
530,2016,3605,Cagliari,Cagliari,Inter,35,52,25.0297191,45.722300999999995,2340,2017-03-05 14:00:00
549,2016,3614,Cagliari,Fiorentina,Cagliari,36,57,25.9827611,48.016470999999996,2430,2017-03-12 14:00:00
572,2016,3627,Cagliari,Cagliari,Lazio,36,58,27.8572411,50.172290999999994,2520,2017-03-19 14:00:00
591,2016,3634,Cagliari,Palermo,Cagliari,36,58,27.9962351,51.05826,2610,2017-04-02 14:00:00
616,2016,3651,Cagliari,Cagliari,Torino,39,59,29.5887851,52.53346,2700,2017-04-09 14:00:00
626,2016,3654,Cagliari,Cagliari,Chievo,41,62,31.1190151,54.34607,2790,2017-04-15 14:00:00
647,2016,3663,Cagliari,Udinese,Cagliari,45,62,33.9698151,55.741229999999995,2880,2017-04-23 14:00:00
672,2016,3678,Cagliari,Cagliari,Pescara,46,64,35.0576551,58.331979999999994,2970,2017-04-30 14:00:00
681,2016,3684,Cagliari,Napoli,Cagliari,47,64,36.4487751,59.456019999999995,3060,2017-05-06 17:00:00
708,2016,3693,Cagliari,Cagliari,Empoli,48,67,37.0366461,62.15335999999999,3150,2017-05-14 14:00:00
729,2016,3704,Cagliari,Sassuolo,Cagliari,51,69,39.5814361,63.919349999999994,3240,2017-05-21 14:00:00
744,2016,3717,Cagliari,Cagliari,AC Milan,53,75,40.0881701,65.87279,3330,2017-05-28 14:00:00
