id,isResult,side,h,a,goals,xG,datetime,forecast,result
551,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '1'}","{'h': '0.865017', 'a': '1.16312'}",2015-08-22 20:00:00,"{'w': 0.27209778932160367, 'd': 0.3012311030540843, 'l': 0.426671107621788}",d
569,True,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '2', 'a': '0'}","{'h': '2.03288', 'a': '0.520796'}",2015-08-30 22:45:00,"{'w': 0.7317024285825281, 'd': 0.18469937919101273, 'l': 0.08359818743135544}",l
574,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '2', 'a': '2'}","{'h': '1.61701', 'a': '0.926644'}",2015-09-13 14:30:00,"{'w': 0.5357310326351673, 'd': 0.24850019407071627, 'l': 0.21576877306603845}",d
587,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '0.921773', 'a': '0.753904'}",2015-09-20 17:00:00,"{'w': 0.3762784764669975, 'd': 0.3416806275553889, 'l': 0.28204089597751275}",d
598,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '0'}","{'h': '0.838775', 'a': '0.240971'}",2015-09-23 22:45:00,"{'w': 0.48627565421302615, 'd': 0.41188656222153613, 'l': 0.1018377835654129}",l
604,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '1', 'a': '2'}","{'h': '1.07591', 'a': '2.28189'}",2015-09-27 17:00:00,"{'w': 0.1660014446602273, 'd': 0.18947259988924448, 'l': 0.6445259339191651}",l
612,True,a,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '1.67182', 'a': '1.11646'}",2015-10-03 22:45:00,"{'w': 0.5033640950092133, 'd': 0.24246891150152816, 'l': 0.254166993130687}",d
626,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '1'}","{'h': '1.10503', 'a': '0.839325'}",2015-10-18 17:00:00,"{'w': 0.41518961998319803, 'd': 0.3099143632047297, 'l': 0.27489601681083015}",d
634,True,a,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '4', 'a': '1'}","{'h': '2.84874', 'a': '0.629179'}",2015-10-25 15:30:00,"{'w': 0.8276084579739716, 'd': 0.11653188881863863, 'l': 0.05585929830028984}",l
643,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '2'}","{'h': '0.0829689', 'a': '1.97422'}",2015-10-28 23:45:00,"{'w': 0.011974397597062028, 'd': 0.14962141426604364, 'l': 0.8384041848729418}",l
656,True,a,"{'id': '103', 'title': 'Carpi', 'short_title': 'CAP'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '0', 'a': '0'}","{'h': '1.24528', 'a': '0.525153'}",2015-11-01 18:00:00,"{'w': 0.542258713369861, 'd': 0.30118420553478636, 'l': 0.15655708108894456}",d
661,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '0', 'a': '2'}","{'h': '0.238936', 'a': '1.29364'}",2015-11-07 21:00:00,"{'w': 0.06739047317883229, 'd': 0.2880763017499612, 'l': 0.6445332250603596}",l
673,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '2'}","{'h': '0.169838', 'a': '2.39349'}",2015-11-22 15:30:00,"{'w': 0.017274004372883754, 'd': 0.11169875454342437, 'l': 0.8710272013544808}",l
684,True,a,"{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '3', 'a': '2'}","{'h': '2.46758', 'a': '0.811855'}",2015-11-29 18:00:00,"{'w': 0.736640746784311, 'd': 0.16039826331553445, 'l': 0.10296093130744483}",l
698,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '0', 'a': '1'}","{'h': '1.40759', 'a': '0.644992'}",2015-12-06 18:00:00,"{'w': 0.5549848874561598, 'd': 0.27426329263472776, 'l': 0.17075181987451038}",l
704,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '1.44621', 'a': '1.06932'}",2015-12-13 18:00:00,"{'w': 0.45738599980196537, 'd': 0.26328366010999743, 'l': 0.2793303400371738}",d
714,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '1', 'a': '1'}","{'h': '1.16023', 'a': '1.49577'}",2015-12-20 18:00:00,"{'w': 0.2943026901625953, 'd': 0.25636618062383637, 'l': 0.449331129131876}",d
725,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '3', 'a': '0'}","{'h': '1.4656', 'a': '0.268673'}",2016-01-06 18:00:00,"{'w': 0.6814883719831614, 'd': 0.2531892797214488, 'l': 0.06532234823531403}",l
738,True,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'h': '0', 'a': '1'}","{'h': '2.97331', 'a': '1.12513'}",2016-01-10 18:00:00,"{'w': 0.7473741738704965, 'd': 0.13996963218773895, 'l': 0.11265559299246176}",l
