id,isResult,side,h,a,goals,xG,datetime,forecast,result
558,True,a,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '3'}","{'h': '1.24183', 'a': '1.0769'}",2015-08-23 22:45:00,"{'w': 0.3999991136922507, 'd': 0.28109844039240206, 'l': 0.3189024459083324}",w
568,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '4', 'a': '0'}","{'h': '1.63354', 'a': '0.832294'}",2015-08-30 22:45:00,"{'w': 0.5637066434238686, 'd': 0.24613163477209, 'l': 0.19016172154252683}",w
573,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '1'}","{'h': '2.74683', 'a': '0.635511'}",2015-09-12 22:45:00,"{'w': 0.8140630218390911, 'd': 0.12474762394298543, 'l': 0.06118912837862366}",d
583,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '0', 'a': '1'}","{'h': '0.885744', 'a': '1.36927'}",2015-09-20 14:30:00,"{'w': 0.2427296019118075, 'd': 0.27623907805974424, 'l': 0.48103132000469107}",l
596,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '1', 'a': '0'}","{'h': '0.425996', 'a': '0.151262'}",2015-09-23 22:45:00,"{'w': 0.30720668082892116, 'd': 0.5981999293102864, 'l': 0.09459338986079202}",w
605,True,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '1'}","{'h': '0.822599', 'a': '0.595795'}",2015-09-27 17:00:00,"{'w': 0.37964115406403454, 'd': 0.37611163144120974, 'l': 0.2442472144947367}",d
612,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '1.67182', 'a': '1.11646'}",2015-10-03 22:45:00,"{'w': 0.5033640950092133, 'd': 0.24246891150152816, 'l': 0.254166993130687}",d
625,True,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '3', 'a': '2'}","{'h': '1.24967', 'a': '2.1399'}",2015-10-18 17:00:00,"{'w': 0.21717972990029188, 'd': 0.20544822101162916, 'l': 0.5773720397095716}",l
640,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '1'}","{'h': '0.652747', 'a': '1.27216'}",2015-10-25 23:45:00,"{'w': 0.19103524627689863, 'd': 0.29463057060074604, 'l': 0.5143341831137461}",l
644,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '0'}","{'h': '1.5031', 'a': '0.182518'}",2015-10-28 23:45:00,"{'w': 0.7179583248497183, 'd': 0.23976908319854645, 'l': 0.04227259186699138}",l
659,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '1', 'a': '1'}","{'h': '1.56286', 'a': '0.959375'}",2015-11-02 22:00:00,"{'w': 0.5140133027924317, 'd': 0.25403398315588316, 'l': 0.23195271390766914}",d
665,True,a,"{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '0'}","{'h': '0.862642', 'a': '1.21475'}",2015-11-08 18:00:00,"{'w': 0.2621746380214088, 'd': 0.2951745952798745, 'l': 0.44265076669413617}",l
676,True,a,"{'id': '103', 'title': 'Carpi', 'short_title': 'CAP'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '2'}","{'h': '0.949266', 'a': '0.535478'}",2015-11-22 18:00:00,"{'w': 0.4420336110660608, 'd': 0.3572114799528657, 'l': 0.2007549089809294}",w
686,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '2', 'a': '3'}","{'h': '1.91846', 'a': '1.83753'}",2015-11-29 18:00:00,"{'w': 0.4090118342527293, 'd': 0.21410929375734816, 'l': 0.37687886848970015}",l
697,True,a,"{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '0', 'a': '2'}","{'h': '1.23162', 'a': '1.2951'}",2015-12-06 18:00:00,"{'w': 0.3508429230181726, 'd': 0.26820211059243837, 'l': 0.380954966372872}",w
705,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '0'}","{'h': '1.55883', 'a': '0.108307'}",2015-12-13 18:00:00,"{'w': 0.7545331158259354, 'd': 0.22203089267490425, 'l': 0.023435991360254937}",w
712,True,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '2', 'a': '0'}","{'h': '1.00227', 'a': '0.228348'}",2015-12-20 18:00:00,"{'w': 0.5536129726053733, 'd': 0.36289047289097426, 'l': 0.08349655450334235}",l
722,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '3', 'a': '3'}","{'h': '1.7967', 'a': '2.52768'}",2016-01-06 18:00:00,"{'w': 0.2722460688361635, 'd': 0.18791311994507137, 'l': 0.5398407307774387}",d
735,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '0', 'a': '1'}","{'h': '1.22915', 'a': '0.344665'}",2016-01-10 18:00:00,"{'w': 0.591669771097547, 'd': 0.3048034008696373, 'l': 0.10352682802746621}",w
747,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '1', 'a': '1'}","{'h': '1.13429', 'a': '0.941671'}",2016-01-17 18:00:00,"{'w': 0.39971687641903747, 'd': 0.2997367222485481, 'l': 0.30054640133053395}",d
758,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '4', 'a': '1'}","{'h': '2.6703', 'a': '1.48963'}",2016-01-24 18:00:00,"{'w': 0.6268533625629321, 'd': 0.17471992614849705, 'l': 0.1984265525319894}",l
764,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '4'}","{'h': '0.178979', 'a': '3.68705'}",2016-01-31 15:30:00,"{'w': 0.005568642454733717, 'd': 0.03721476233390476, 'l': 0.957208760045538}",l
774,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '0'}","{'h': '2.4039', 'a': '0.382305'}",2016-02-03 23:45:00,"{'w': 0.824217517940948, 'd': 0.1327439327113755, 'l': 0.04303850735385302}",l
787,True,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '2'}","{'h': '0.955057', 'a': '1.02676'}",2016-02-07 18:00:00,"{'w': 0.3261873697647121, 'd': 0.30993733069212637, 'l': 0.36387529954256964}",w
794,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '1', 'a': '1'}","{'h': '1.50751', 'a': '1.10703'}",2016-02-13 21:00:00,"{'w': 0.46454413647028814, 'd': 0.2568381893507479, 'l': 0.2786176740895289}",d
802,True,a,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '3', 'a': '1'}","{'h': '2.44214', 'a': '1.28607'}",2016-02-20 21:00:00,"{'w': 0.6282432091123581, 'd': 0.18410473941921257, 'l': 0.18765200010313293}",l
815,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '1.76947', 'a': '0.526085'}",2016-02-28 18:00:00,"{'w': 0.6772699230887713, 'd': 0.21866106862987894, 'l': 0.10406900751717549}",w
823,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '3', 'a': '1'}","{'h': '3.32828', 'a': '0.275541'}",2016-03-05 23:45:00,"{'w': 0.92845314502912, 'd': 0.05852289961064689, 'l': 0.01302160586480023}",l
834,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '0'}","{'h': '0.988176', 'a': '0.744968'}",2016-03-13 15:30:00,"{'w': 0.4008515691272585, 'd': 0.3328226958419529, 'l': 0.2663257350305303}",d
845,True,a,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '0', 'a': '1'}","{'h': '1.18347', 'a': '2.61414'}",2016-03-20 18:00:00,"{'w': 0.15171885826096354, 'd': 0.16795033196118012, 'l': 0.6803306882485171}",w
854,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'h': '3', 'a': '1'}","{'h': '1.34014', 'a': '1.80741'}",2016-04-03 17:00:00,"{'w': 0.28535550787174346, 'd': 0.22980533001265704, 'l': 0.4848391610839105}",w
863,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '103', 'title': 'Carpi', 'short_title': 'CAP'}","{'h': '1', 'a': '0'}","{'h': '1.22666', 'a': '0.721378'}",2016-04-09 20:00:00,"{'w': 0.48232486483894127, 'd': 0.2995035972984852, 'l': 0.2181715378573694}",w
877,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '0', 'a': '0'}","{'h': '0.994096', 'a': '0.205673'}",2016-04-17 17:00:00,"{'w': 0.5581021014964841, 'd': 0.3660807088627779, 'l': 0.07581718964046201}",d
886,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'h': '5', 'a': '1'}","{'h': '2.31378', 'a': '0.265652'}",2016-04-20 22:45:00,"{'w': 0.839351712482674, 'd': 0.1300881744848036, 'l': 0.03056008729278083}",w
896,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '0'}","{'h': '0.939437', 'a': '0.347217'}",2016-04-24 17:00:00,"{'w': 0.49286835696592396, 'd': 0.3739029226535931, 'l': 0.13322872038035855}",l
902,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '0'}","{'h': '1.07367', 'a': '0.857695'}",2016-04-30 22:45:00,"{'w': 0.40099430622233023, 'd': 0.3124945511445704, 'l': 0.2865111426322512}",d
913,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '3', 'a': '0'}","{'h': '2.07283', 'a': '0.720434'}",2016-05-08 14:30:00,"{'w': 0.688701473470817, 'd': 0.19300118633813682, 'l': 0.11829733400450686}",l
927,True,h,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '0', 'a': '0'}","{'h': '0.35378', 'a': '0.425809'}",2016-05-15 20:00:00,"{'w': 0.20878518967773368, 'd': 0.5303240730477963, 'l': 0.26089073727447}",d
