match_id,date,player_id,player,home_team,away_team,is_home,season,month,day,hour,week_day,position,target,team,G90P,A90P,s90P,xG90P,xA90P,time,G90T,GC90T,xG90T,xGC90T,G90OT,GC90OT,xG90OT,xGC90OT
13089,2019-08-24,1392,Luigi Sepe,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,GK,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1306,Vincent Laurini,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,DR,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,6989,Simone Iacoponi,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,DC,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1399,Bruno Alves,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,DC,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1896,Riccardo Gagliolo,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,DL,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,5509,Hernani,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,MC,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,6990,Antonino Barillà,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,MC,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1165,Gastón Brugman,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,MC,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,6691,Dejan Kulusevski,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,FWR,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1340,Roberto Inglese,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,FW,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1943,Gervinho,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,FWL,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1846,Luca Siligardi,Parma Calcio 1913,Juventus,1,2019,8,24,17,5,Sub,0.0,Parma Calcio 1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1244,Wojciech Szczesny,Parma Calcio 1913,Juventus,0,2019,8,24,17,5,GK,0.0,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1120,Mattia De Sciglio,Parma Calcio 1913,Juventus,0,2019,8,24,17,5,DR,0.0,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1287,Leonardo Bonucci,Parma Calcio 1913,Juventus,0,2019,8,24,17,5,DC,0.0,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1576,Giorgio Chiellini,Parma Calcio 1913,Juventus,0,2019,8,24,17,5,DC,3.0,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1289,Alex Sandro,Parma Calcio 1913,Juventus,0,2019,8,24,17,5,DL,1.0,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019-08-24,1290,Miralem Pjanic,Parma Calcio 1913,Juventus,0,2019,8,24,17,5,MC,0.0,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
