id,isResult,side,h,a,goals,xG,datetime,forecast,result
16761,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '2', 'a': '2'}","{'h': '2.08573', 'a': '1.49379'}",2021-08-22 16:30:00,"{'w': 0.5131813848053172, 'd': 0.21107664005654614, 'l': 0.2757419683512901}",d
16766,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '3', 'a': '0'}","{'h': '3.01783', 'a': '0.908926'}",2021-08-27 16:30:00,"{'w': 0.7945428020310955, 'd': 0.12429894235155796, 'l': 0.08115753490511074}",w
16784,True,a,"{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '0', 'a': '1'}","{'h': '0.788419', 'a': '0.78059'}",2021-09-12 13:00:00,"{'w': 0.3234887663831739, 'd': 0.3575368024408176, 'l': 0.31897443117598895}",w
16794,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '4'}","{'h': '0.243458', 'a': '3.30273'}",2021-09-20 18:45:00,"{'w': 0.0114443685308652, 'd': 0.057117984301470484, 'l': 0.9314355041533156}",l
16801,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '0'}","{'h': '1.383', 'a': '0.809534'}",2021-09-23 18:45:00,"{'w': 0.5042099531631395, 'd': 0.2762694658842941, 'l': 0.21952058092537177}",l
16813,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '1'}","{'h': '0.492029', 'a': '1.13861'}",2021-09-26 13:00:00,"{'w': 0.15947172844573712, 'd': 0.3218539841140327, 'l': 0.5186742874383831}",l
16823,True,a,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '3', 'a': '3'}","{'h': '1.52931', 'a': '3.28192'}",2021-10-03 13:00:00,"{'w': 0.14491453194703036, 'd': 0.1398579772578091, 'l': 0.7152255036776232}",d
16834,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '1', 'a': '1'}","{'h': '1.35716', 'a': '1.49614'}",2021-10-17 13:00:00,"{'w': 0.34406977735545213, 'd': 0.24940030951551428, 'l': 0.4065299130284934}",d
16836,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '1'}","{'h': '0.629032', 'a': '0.667553'}",2021-10-24 10:30:00,"{'w': 0.28762881099618265, 'd': 0.4009271553731326, 'l': 0.31144403363068357}",d
16854,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '0.940667', 'a': '0.843224'}",2021-10-27 16:30:00,"{'w': 0.3616652934324499, 'd': 0.3300960823638736, 'l': 0.3082386242035228}",d
