,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
18,2021,16765,Sampdoria,Sampdoria,AC Milan,0,0,0.0,0.0,0,2021-08-23 18:45:00
33,2021,16772,Sampdoria,Sassuolo,Sampdoria,0,1,1.24757,0.804449,90,2021-08-29 16:30:00
46,2021,16783,Sampdoria,Sampdoria,Inter,0,1,1.824645,2.0325990000000003,180,2021-09-12 10:30:00
69,2021,16786,Sampdoria,Empoli,Sampdoria,2,3,3.290775,2.998075,270,2021-09-19 10:30:00
94,2021,16803,Sampdoria,Sampdoria,Napoli,5,3,4.639425,3.925339,360,2021-09-23 16:30:00
107,2021,16809,Sampdoria,Juventus,Sampdoria,5,7,5.207995,6.0313490000000005,450,2021-09-26 10:30:00
132,2021,16823,Sampdoria,Sampdoria,Udinese,7,10,5.808941000000001,8.659299,540,2021-10-03 13:00:00
147,2021,16826,Sampdoria,Cagliari,Sampdoria,10,13,7.3382510000000005,11.941219,630,2021-10-17 10:30:00
162,2021,16843,Sampdoria,Sampdoria,Spezia,11,16,9.124441000000001,13.448349,720,2021-10-22 18:45:00
188,2021,16852,Sampdoria,Sampdoria,Atalanta,13,17,10.098497000000002,14.504429,810,2021-10-27 16:30:00
205,2021,16865,Sampdoria,Torino,Sampdoria,14,20,11.083321000000002,16.489549,900,2021-10-30 18:45:00
230,2021,16872,Sampdoria,Sampdoria,Bologna,14,23,11.332325,19.105169,990,2021-11-07 14:00:00
251,2021,16883,Sampdoria,Salernitana,Sampdoria,15,25,12.388075,20.969349,1080,2021-11-21 14:00:00
264,2021,16892,Sampdoria,Sampdoria,Verona,17,25,13.916635000000001,21.951447,1170,2021-11-27 14:00:00
283,2021,16898,Sampdoria,Fiorentina,Sampdoria,20,26,14.667105000000001,22.649106000000003,1260,2021-11-30 17:30:00
312,2021,16913,Sampdoria,Sampdoria,Lazio,21,29,15.301132,25.522456000000002,1350,2021-12-05 17:00:00
321,2021,16917,Sampdoria,Genoa,Sampdoria,22,32,16.448802,26.674016,1440,2021-12-10 19:45:00
354,2021,16933,Sampdoria,Sampdoria,Venezia,25,33,18.478092,27.684426000000002,1530,2021-12-19 17:00:00
373,2021,16942,Sampdoria,Roma,Sampdoria,26,34,20.286842,28.495781,1620,2021-12-22 17:30:00
378,2021,16953,Sampdoria,Sampdoria,Cagliari,27,35,21.467662,29.948441000000003,1710,2022-01-06 11:30:00
395,2021,16961,Sampdoria,Napoli,Sampdoria,28,37,22.199156000000002,32.138091,1800,2022-01-09 15:30:00
410,2021,16973,Sampdoria,Sampdoria,Torino,28,38,22.568401,33.567511,1890,2022-01-15 14:00:00
