,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
12,2021,16762,Napoli,Napoli,Venezia,0,0,0.0,0.0,0,2021-08-22 18:45:00
35,2021,16773,Napoli,Genoa,Napoli,2,0,2.39159,0.60988,90,2021-08-29 16:30:00
42,2021,16781,Napoli,Napoli,Juventus,4,1,3.54566,0.949212,180,2021-09-11 16:00:00
79,2021,16794,Napoli,Udinese,Napoli,6,2,5.73274,2.509782,270,2021-09-20 18:45:00
95,2021,16803,Napoli,Sampdoria,Napoli,10,2,9.03547,2.75324,360,2021-09-23 16:30:00
116,2021,16815,Napoli,Napoli,Cagliari,14,2,11.14148,3.32181,450,2021-09-26 18:45:00
135,2021,16819,Napoli,Fiorentina,Napoli,16,2,13.19981,3.4751320000000003,540,2021-10-03 16:00:00
154,2021,16832,Napoli,Napoli,Torino,18,3,14.842039999999999,3.8582680000000003,630,2021-10-17 16:00:00
177,2021,16841,Napoli,Roma,Napoli,19,3,16.17121,4.933088000000001,720,2021-10-24 16:00:00
198,2021,16851,Napoli,Napoli,Bologna,19,3,16.765166999999998,6.565488,810,2021-10-28 18:45:00
215,2021,16863,Napoli,Salernitana,Napoli,22,3,19.442436999999998,6.8171360000000005,900,2021-10-31 17:00:00
236,2021,16871,Napoli,Napoli,Verona,23,3,20.982986999999998,7.222905000000001,990,2021-11-07 17:00:00
253,2021,16881,Napoli,Inter,Napoli,24,4,21.783929999999998,8.448515,1080,2021-11-21 17:00:00
278,2021,16890,Napoli,Napoli,Lazio,26,7,22.725533,10.644475,1170,2021-11-28 19:45:00
295,2021,16904,Napoli,Sassuolo,Napoli,30,7,23.920842999999998,10.917235999999999,1260,2021-12-01 19:45:00
304,2021,16911,Napoli,Napoli,Atalanta,32,9,24.843394999999997,11.223839,1350,2021-12-04 19:45:00
332,2021,16920,Napoli,Napoli,Empoli,34,12,25.960765,12.753549,1440,2021-12-12 17:00:00
359,2021,16931,Napoli,AC Milan,Napoli,34,13,27.577845,13.398036999999999,1530,2021-12-19 19:45:00
376,2021,16941,Napoli,Napoli,Spezia,35,13,28.572223,13.767122999999998,1620,2021-12-22 19:45:00
389,2021,16949,Napoli,Juventus,Napoli,35,14,30.025863,14.122201999999998,1710,2022-01-06 19:45:00
394,2021,16961,Napoli,Napoli,Sampdoria,36,15,30.910546,15.201851999999999,1800,2022-01-09 15:30:00
425,2021,16967,Napoli,Bologna,Napoli,37,15,32.339966,15.571096999999998,1890,2022-01-17 17:30:00
