,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
0,2021,16756,Verona,Verona,Sassuolo,2,3,2.25155,1.86679,90,2021-08-21 16:30:00
1,2021,16756,Sassuolo,Verona,Sassuolo,3,2,1.86679,2.25155,90,2021-08-21 16:30:00
2,2021,16757,Inter,Inter,Genoa,4,0,2.20707,0.967177,90,2021-08-21 16:30:00
3,2021,16757,Genoa,Inter,Genoa,0,4,0.967177,2.20707,90,2021-08-21 16:30:00
4,2021,16758,Torino,Torino,Atalanta,1,2,0.864837,1.01343,90,2021-08-21 18:45:00
5,2021,16758,Atalanta,Torino,Atalanta,2,1,1.01343,0.864837,90,2021-08-21 18:45:00
6,2021,16759,Empoli,Empoli,Lazio,1,3,1.13436,1.78152,90,2021-08-21 18:45:00
7,2021,16759,Lazio,Empoli,Lazio,3,1,1.78152,1.13436,90,2021-08-21 18:45:00
8,2021,16760,Bologna,Bologna,Salernitana,3,2,1.72577,1.63711,90,2021-08-22 16:30:00
9,2021,16760,Salernitana,Bologna,Salernitana,2,3,1.63711,1.72577,90,2021-08-22 16:30:00
10,2021,16761,Udinese,Udinese,Juventus,2,2,2.08573,1.49379,90,2021-08-22 16:30:00
11,2021,16761,Juventus,Udinese,Juventus,2,2,1.49379,2.08573,90,2021-08-22 16:30:00
12,2021,16762,Napoli,Napoli,Venezia,2,0,2.39159,0.60988,90,2021-08-22 18:45:00
13,2021,16762,Venezia,Napoli,Venezia,0,2,0.60988,2.39159,90,2021-08-22 18:45:00
14,2021,16763,Roma,Roma,Fiorentina,3,1,2.75414,0.867167,90,2021-08-22 18:45:00
15,2021,16763,Fiorentina,Roma,Fiorentina,1,3,0.867167,2.75414,90,2021-08-22 18:45:00
16,2021,16764,Cagliari,Cagliari,Spezia,2,2,3.28935,1.03088,90,2021-08-23 16:30:00
17,2021,16764,Spezia,Cagliari,Spezia,2,2,1.03088,3.28935,90,2021-08-23 16:30:00
18,2021,16765,Sampdoria,Sampdoria,AC Milan,0,1,1.24757,0.804449,90,2021-08-23 18:45:00
19,2021,16765,AC Milan,Sampdoria,AC Milan,1,0,0.804449,1.24757,90,2021-08-23 18:45:00
20,2021,16766,Udinese,Udinese,Venezia,3,0,3.01783,0.908926,90,2021-08-27 16:30:00
21,2021,16766,Venezia,Udinese,Venezia,0,3,0.908926,3.01783,90,2021-08-27 16:30:00
22,2021,16767,Verona,Verona,Inter,1,3,0.603998,1.8369,90,2021-08-27 18:45:00
23,2021,16767,Inter,Verona,Inter,3,1,1.8369,0.603998,90,2021-08-27 18:45:00
24,2021,16768,Lazio,Lazio,Spezia,6,1,2.71713,0.735352,90,2021-08-28 16:30:00
25,2021,16768,Spezia,Lazio,Spezia,1,6,0.735352,2.71713,90,2021-08-28 16:30:00
26,2021,16769,Atalanta,Atalanta,Bologna,0,0,0.989249,0.41987,90,2021-08-28 16:30:00
27,2021,16769,Bologna,Atalanta,Bologna,0,0,0.41987,0.989249,90,2021-08-28 16:30:00
28,2021,16770,Fiorentina,Fiorentina,Torino,2,1,0.53999,0.293784,90,2021-08-28 18:45:00
29,2021,16770,Torino,Fiorentina,Torino,1,2,0.293784,0.53999,90,2021-08-28 18:45:00
30,2021,16771,Juventus,Juventus,Empoli,0,1,1.81566,1.10327,90,2021-08-28 18:45:00
31,2021,16771,Empoli,Juventus,Empoli,1,0,1.10327,1.81566,90,2021-08-28 18:45:00
32,2021,16772,Sassuolo,Sassuolo,Sampdoria,0,0,1.22815,0.577075,90,2021-08-29 16:30:00
33,2021,16772,Sampdoria,Sassuolo,Sampdoria,0,0,0.577075,1.22815,90,2021-08-29 16:30:00
34,2021,16773,Genoa,Genoa,Napoli,1,2,0.339332,1.15407,90,2021-08-29 16:30:00
