,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
13,2021,16762,Venezia,Napoli,Venezia,0,0,0.0,0.0,0,2021-08-22 18:45:00
21,2021,16766,Venezia,Udinese,Venezia,0,2,0.60988,2.39159,90,2021-08-27 16:30:00
41,2021,16779,Venezia,Empoli,Venezia,0,5,1.518806,5.40942,180,2021-09-11 13:00:00
70,2021,16795,Venezia,Venezia,Spezia,2,6,3.949986,7.29479,270,2021-09-19 13:00:00
93,2021,16800,Venezia,AC Milan,Venezia,3,8,4.7557030000000005,7.7732719999999995,360,2021-09-22 18:45:00
118,2021,16814,Venezia,Venezia,Torino,3,10,5.336928,9.887362,450,2021-09-27 18:45:00
121,2021,16818,Venezia,Cagliari,Venezia,4,11,6.863428000000001,10.739962,540,2021-10-01 18:45:00
158,2021,16835,Venezia,Venezia,Fiorentina,5,12,7.349576000000001,11.398388,630,2021-10-18 18:45:00
167,2021,16844,Venezia,Sassuolo,Venezia,6,12,8.143970000000001,11.825578,720,2021-10-23 16:00:00
182,2021,16855,Venezia,Venezia,Salernitana,7,15,8.650618000000001,13.956268,810,2021-10-26 16:30:00
211,2021,16859,Venezia,Genoa,Venezia,8,17,9.274748,15.481098,900,2021-10-31 14:00:00
228,2021,16875,Venezia,Venezia,Roma,8,17,9.762876,16.202095,990,2021-11-07 11:30:00
249,2021,16877,Venezia,Bologna,Venezia,11,19,12.988256,18.967425,1080,2021-11-21 14:00:00
268,2021,16895,Venezia,Venezia,Inter,12,19,14.007146,19.962507,1170,2021-11-27 19:45:00
281,2021,16896,Venezia,Atalanta,Venezia,12,21,14.199665000000001,22.565936999999998,1260,2021-11-30 17:30:00
310,2021,16915,Venezia,Venezia,Verona,12,25,14.719859000000001,25.469057,1350,2021-12-05 14:00:00
324,2021,16925,Venezia,Venezia,Juventus,15,29,16.207039,27.557507,1440,2021-12-11 17:00:00
355,2021,16933,Venezia,Sampdoria,Venezia,16,30,16.640773000000003,29.096477,1530,2021-12-19 17:00:00
366,2021,16945,Venezia,Venezia,Lazio,17,31,17.452128000000002,30.905227,1620,2021-12-22 15:30:00
390,2021,16965,Venezia,Venezia,AC Milan,18,34,18.208087000000003,32.457247,1710,2022-01-09 11:30:00
418,2021,16975,Venezia,Venezia,Empoli,18,37,18.719388000000002,36.330167,1800,2022-01-16 14:00:00
