,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
9,2021,16760,Salernitana,Bologna,Salernitana,0,0,0.0,0.0,0,2021-08-22 16:30:00
38,2021,16775,Salernitana,Salernitana,Roma,2,3,1.63711,1.72577,90,2021-08-29 18:45:00
53,2021,16785,Salernitana,Torino,Salernitana,2,7,1.8585090000000002,3.61256,180,2021-09-12 13:00:00
66,2021,16792,Salernitana,Salernitana,Atalanta,2,11,2.110961,6.60946,270,2021-09-18 18:45:00
86,2021,16802,Salernitana,Salernitana,Verona,2,12,2.903447,7.99245,360,2021-09-22 16:30:00
111,2021,16811,Salernitana,Sassuolo,Salernitana,4,14,5.592867,10.05433,450,2021-09-26 13:00:00
122,2021,16822,Salernitana,Salernitana,Genoa,4,15,6.756717,11.66278,540,2021-10-02 13:00:00
141,2021,16833,Salernitana,Spezia,Salernitana,5,15,7.303984,13.248809999999999,630,2021-10-16 13:00:00
164,2021,16842,Salernitana,Salernitana,Empoli,6,17,8.913364,14.925989999999999,720,2021-10-23 13:00:00
183,2021,16855,Salernitana,Venezia,Salernitana,8,21,10.285494,17.75648,810,2021-10-26 16:30:00
214,2021,16863,Salernitana,Salernitana,Napoli,10,22,11.810324,18.38061,900,2021-10-31 17:00:00
235,2021,16869,Salernitana,Lazio,Salernitana,10,23,12.216092999999999,19.92116,990,2021-11-07 17:00:00
250,2021,16883,Salernitana,Salernitana,Sampdoria,10,26,12.45567,21.60087,1080,2021-11-21 14:00:00
261,2021,16886,Salernitana,Cagliari,Salernitana,10,28,13.437768,23.12943,1170,2021-11-26 19:45:00
286,2021,16903,Salernitana,Salernitana,Juventus,11,29,13.675815,24.84824,1260,2021-11-30 19:45:00
301,2021,16910,Salernitana,AC Milan,Salernitana,11,31,14.13747,27.3926,1350,2021-12-04 14:00:00
323,2021,16916,Salernitana,Fiorentina,Salernitana,11,33,14.331728,29.97483,1440,2021-12-11 14:00:00
342,2021,16932,Salernitana,Salernitana,Inter,11,37,15.25634,32.7173,1530,2021-12-17 19:45:00
403,2021,16959,Salernitana,Verona,Salernitana,11,42,16.34807,36.03063,1620,2022-01-09 19:45:00
412,2021,16972,Salernitana,Salernitana,Lazio,13,43,17.63229,37.41532,1710,2022-01-15 17:00:00
