,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
12,2020,14116,3387,Nicolas N&#039;Koulou,a,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2020,14123,3387,Nicolas N&#039;Koulou,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,2020,15462,3387,Nicolas N&#039;Koulou,h,DC,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0515633411705493,0.0,0.0515633411705493,0.0
964,2020,15475,3387,Nicolas N&#039;Koulou,a,Sub,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0515633411705493,0.0,0.0515633411705493,0.0
1329,2020,15483,3387,Nicolas N&#039;Koulou,h,Sub,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0515633411705493,0.0,0.0515633411705493,0.0
1824,2020,15498,3387,Nicolas N&#039;Koulou,a,DC,304.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0515633411705493,0.0,-0.4484366588294507,0.0
2248,2020,15519,3387,Nicolas N&#039;Koulou,a,DC,394.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0692175440490244,0.0,-0.43078245595097564,0.0
2474,2020,15535,3387,Nicolas N&#039;Koulou,h,DC,484.0,1.0,0.0,1.0,1.0,0.0,0.5781685709953308,0.0692175440490244,3.0,1.3037232570350168,3.0
4979,2020,15634,3387,Nicolas N&#039;Koulou,a,DC,531.0,1.0,0.0,1.0,1.0,0.0,0.5781685709953308,0.0692175440490244,3.0,1.3037232570350168,0.0
5193,2020,15639,3387,Nicolas N&#039;Koulou,h,DC,621.0,1.0,0.0,1.0,2.0,0.0,0.5781685709953308,0.0692175440490244,3.0,0.8037232570350168,0.0
5450,2020,15653,3387,Nicolas N&#039;Koulou,a,DC,711.0,1.0,0.0,2.0,2.0,0.0,0.6370961591601371,0.0692175440490244,3.0,0.9805060215294359,0.0
7601,2020,15732,3387,Nicolas N&#039;Koulou,h,DC,801.0,1.0,0.0,2.0,2.0,0.0,0.6370961591601371,0.0692175440490244,3.0,0.9805060215294359,0.0
7831,2020,15745,3387,Nicolas N&#039;Koulou,a,DC,891.0,1.0,0.0,2.0,3.0,0.0,0.6370961591601371,0.0692175440490244,3.0,0.4805060215294359,0.0
8103,2020,15750,3387,Nicolas N&#039;Koulou,h,DC,981.0,1.0,0.0,2.0,4.0,0.0,0.6370961591601371,0.0692175440490244,3.0,-0.01949397847056411,0.0
8375,2020,15763,3387,Nicolas N&#039;Koulou,h,DC,1040.0,1.0,0.0,3.0,4.0,0.0,0.6929322332143781,0.0692175440490244,3.0,0.1480142436921594,0.0
8591,2020,15775,3387,Nicolas N&#039;Koulou,a,DC,1130.0,1.0,0.0,3.0,4.0,0.0,0.6929322332143781,0.0692175440490244,3.0,0.1480142436921594,0.0
8946,2020,15795,3387,Nicolas N&#039;Koulou,a,DC,1183.0,1.0,0.0,3.0,5.0,0.0,0.6929322332143781,0.0692175440490244,3.0,-0.35198575630784057,0.0
9175,2020,15671,3387,Nicolas N&#039;Koulou,a,DC,1273.0,1.0,0.0,3.0,5.0,0.0,0.6929322332143781,0.0692175440490244,3.0,-0.35198575630784057,0.0
