match_id,date,player_id,player,home_team,away_team,is_home,season,month,day,hour,week_day,position,target
931,2016-08-20,1244,Wojciech Szczesny,Roma,Udinese,1,2016,8,20,20,5,GK,0.0
931,2016-08-20,1567,Bruno Peres,Roma,Udinese,1,2016,8,20,20,5,DR,0.0
931,2016-08-20,1246,Kostas Manolas,Roma,Udinese,1,2016,8,20,20,5,DC,0.0
931,2016-08-20,1635,Thomas Vermaelen,Roma,Udinese,1,2016,8,20,20,5,DC,0.0
931,2016-08-20,1245,Emerson,Roma,Udinese,1,2016,8,20,20,5,DL,0.0
931,2016-08-20,1251,Radja Nainggolan,Roma,Udinese,1,2016,8,20,20,5,MC,1.0
931,2016-08-20,1256,Kevin Strootman,Roma,Udinese,1,2016,8,20,20,5,MC,0.0
931,2016-08-20,1248,Leandro Paredes,Roma,Udinese,1,2016,8,20,20,5,MC,0.0
931,2016-08-20,1250,Mohamed Salah,Roma,Udinese,1,2016,8,20,20,5,FWR,3.0
931,2016-08-20,1253,Edin Dzeko,Roma,Udinese,1,2016,8,20,20,5,FW,3.0
931,2016-08-20,1252,Stephan El Shaarawy,Roma,Udinese,1,2016,8,20,20,5,FWL,0.0
931,2016-08-20,1539,Diego Perotti,Roma,Udinese,1,2016,8,20,20,5,Sub,6.0
931,2016-08-20,1138,Orestis Karnezis,Roma,Udinese,0,2016,8,20,20,5,GK,0.0
931,2016-08-20,1149,Thomas Heurtaux,Roma,Udinese,0,2016,8,20,20,5,DC,0.0
931,2016-08-20,1140,Danilo,Roma,Udinese,0,2016,8,20,20,5,DC,0.0
931,2016-08-20,1142,Samir,Roma,Udinese,0,2016,8,20,20,5,DC,0.0
931,2016-08-20,1139,Silvan Widmer,Roma,Udinese,0,2016,8,20,20,5,DMR,0.0
931,2016-08-20,1156,Ali Adnan,Roma,Udinese,0,2016,8,20,20,5,DML,0.0
931,2016-08-20,1144,Seko Fofana,Roma,Udinese,0,2016,8,20,20,5,MC,0.0
931,2016-08-20,1150,Emmanuel Badu,Roma,Udinese,0,2016,8,20,20,5,MC,0.0
931,2016-08-20,1151,Emil Hallfredsson,Roma,Udinese,0,2016,8,20,20,5,MC,0.0
931,2016-08-20,1145,Rodrigo de Paul,Roma,Udinese,0,2016,8,20,20,5,AMC,0.0
931,2016-08-20,1148,Duván Zapata,Roma,Udinese,0,2016,8,20,20,5,FW,0.0
931,2016-08-20,1088,Gabriele Angella,Roma,Udinese,0,2016,8,20,20,5,Sub,0.0
931,2016-08-20,1548,Adalberto Peñaranda,Roma,Udinese,0,2016,8,20,20,5,Sub,0.0
932,2016-08-20,1285,Gianluigi Buffon,Juventus,Fiorentina,1,2016,8,20,22,5,GK,0.0
932,2016-08-20,1576,Giorgio Chiellini,Juventus,Fiorentina,1,2016,8,20,22,5,DC,1.0
932,2016-08-20,1286,Andrea Barzagli,Juventus,Fiorentina,1,2016,8,20,22,5,DC,0.0
932,2016-08-20,1287,Leonardo Bonucci,Juventus,Fiorentina,1,2016,8,20,22,5,DC,0.0
932,2016-08-20,1288,Dani Alves,Juventus,Fiorentina,1,2016,8,20,22,5,DMR,0.0
932,2016-08-20,1289,Alex Sandro,Juventus,Fiorentina,1,2016,8,20,22,5,DML,0.0
932,2016-08-20,1292,Sami Khedira,Juventus,Fiorentina,1,2016,8,20,22,5,MC,3.0
932,2016-08-20,1587,Kwadwo Asamoah,Juventus,Fiorentina,1,2016,8,20,22,5,MC,0.0
932,2016-08-20,1299,Mario Lemina,Juventus,Fiorentina,1,2016,8,20,22,5,MC,0.0
932,2016-08-20,1295,Mario Mandzukic,Juventus,Fiorentina,1,2016,8,20,22,5,FW,0.0
932,2016-08-20,1294,Paulo Dybala,Juventus,Fiorentina,1,2016,8,20,22,5,FW,0.0
932,2016-08-20,1293,Gonzalo Higuaín,Juventus,Fiorentina,1,2016,8,20,22,5,Sub,3.0
932,2016-08-20,1416,Ciprian Tatarusanu,Juventus,Fiorentina,0,2016,8,20,22,5,GK,0.0
932,2016-08-20,1419,Davide Astori,Juventus,Fiorentina,0,2016,8,20,22,5,DC,0.0
932,2016-08-20,1435,Nenad Tomovic,Juventus,Fiorentina,0,2016,8,20,22,5,DC,0.0
932,2016-08-20,1418,Gonzalo Rodríguez,Juventus,Fiorentina,0,2016,8,20,22,5,DC,0.0
932,2016-08-20,1424,Federico Bernardeschi,Juventus,Fiorentina,0,2016,8,20,22,5,MR,0.0
932,2016-08-20,1430,Milan Badelj,Juventus,Fiorentina,0,2016,8,20,22,5,MC,0.0
932,2016-08-20,1423,Matías Vecino,Juventus,Fiorentina,0,2016,8,20,22,5,MC,0.0
932,2016-08-20,1621,Marcos Alonso,Juventus,Fiorentina,0,2016,8,20,22,5,ML,0.0
932,2016-08-20,1433,Federico Chiesa,Juventus,Fiorentina,0,2016,8,20,22,5,FWR,0.0
932,2016-08-20,1425,Nikola Kalinic,Juventus,Fiorentina,0,2016,8,20,22,5,FW,3.0
932,2016-08-20,1426,Josip Ilicic,Juventus,Fiorentina,0,2016,8,20,22,5,FWL,1.0
932,2016-08-20,1421,Cristian Tello,Juventus,Fiorentina,0,2016,8,20,22,5,Sub,0.0
932,2016-08-20,667,Carlos Sánchez,Juventus,Fiorentina,0,2016,8,20,22,5,Sub,0.0
933,2016-08-21,1116,Gianluigi Donnarumma,AC Milan,Torino,1,2016,8,21,20,6,GK,0.0
933,2016-08-21,1135,Ignazio Abate,AC Milan,Torino,1,2016,8,21,20,6,DR,1.0
933,2016-08-21,1119,Alessio Romagnoli,AC Milan,Torino,1,2016,8,21,20,6,DC,0.0
933,2016-08-21,1118,Gabriel Paletta,AC Milan,Torino,1,2016,8,21,20,6,DC,0.0
933,2016-08-21,1590,Luca Antonelli,AC Milan,Torino,1,2016,8,21,20,6,DL,0.0
933,2016-08-21,1123,Juraj Kucka,AC Milan,Torino,1,2016,8,21,20,6,MC,0.0
933,2016-08-21,1121,Giacomo Bonaventura,AC Milan,Torino,1,2016,8,21,20,6,MC,0.0
933,2016-08-21,1573,Riccardo Montolivo,AC Milan,Torino,1,2016,8,21,20,6,MC,0.0
933,2016-08-21,1129,Suso,AC Milan,Torino,1,2016,8,21,20,6,FWR,0.0
933,2016-08-21,1125,Carlos Bacca,AC Milan,Torino,1,2016,8,21,20,6,FW,9.0
933,2016-08-21,1126,M&#039;Baye Niang,AC Milan,Torino,1,2016,8,21,20,6,FWL,1.0
933,2016-08-21,1195,Daniele Padelli,AC Milan,Torino,0,2016,8,21,20,6,GK,0.0
933,2016-08-21,1193,Lorenzo De Silvestri,AC Milan,Torino,0,2016,8,21,20,6,DR,1.0
933,2016-08-21,1196,Emiliano Moretti,AC Milan,Torino,0,2016,8,21,20,6,DC,0.0
933,2016-08-21,1180,Luca Rossettini,AC Milan,Torino,0,2016,8,21,20,6,DC,0.0
933,2016-08-21,1597,Cristian Molinaro,AC Milan,Torino,0,2016,8,21,20,6,DL,1.0
933,2016-08-21,1190,Joel Obi,AC Milan,Torino,0,2016,8,21,20,6,MC,0.0
933,2016-08-21,1192,Afriyie Acquah,AC Milan,Torino,0,2016,8,21,20,6,MC,0.0
933,2016-08-21,1194,Giuseppe Vives,AC Milan,Torino,0,2016,8,21,20,6,MC,0.0
933,2016-08-21,1198,Josef Martínez,AC Milan,Torino,0,2016,8,21,20,6,FWR,0.0
933,2016-08-21,1186,Andrea Belotti,AC Milan,Torino,0,2016,8,21,20,6,FW,3.0
933,2016-08-21,1187,Adem Ljajic,AC Milan,Torino,0,2016,8,21,20,6,FWL,0.0
933,2016-08-21,1182,Daniele Baselli,AC Milan,Torino,0,2016,8,21,20,6,Sub,3.0
933,2016-08-21,1188,Maxi López,AC Milan,Torino,0,2016,8,21,20,6,Sub,0.0
933,2016-08-21,1189,Lucas Boyé,AC Milan,Torino,0,2016,8,21,20,6,Sub,0.0
934,2016-08-21,1263,Josip Posavec,Palermo,Sassuolo,1,2016,8,21,22,6,GK,0.0
934,2016-08-21,1279,Roberto Vitiello,Palermo,Sassuolo,1,2016,8,21,22,6,DC,0.0
934,2016-08-21,1265,Thiago Cionek,Palermo,Sassuolo,1,2016,8,21,22,6,DC,0.0
934,2016-08-21,18,Slobodan Rajkovic,Palermo,Sassuolo,1,2016,8,21,22,6,DC,0.0
934,2016-08-21,1274,Andrea Rispoli,Palermo,Sassuolo,1,2016,8,21,22,6,MR,0.0
934,2016-08-21,1269,Alessandro Gazzi,Palermo,Sassuolo,1,2016,8,21,22,6,MC,0.0
934,2016-08-21,1284,Oscar Hiljemark,Palermo,Sassuolo,1,2016,8,21,22,6,MC,0.0
934,2016-08-21,1270,Haitam Aleesami,Palermo,Sassuolo,1,2016,8,21,22,6,ML,0.0
934,2016-08-21,1535,Accursio Bentivegna,Palermo,Sassuolo,1,2016,8,21,22,6,FWR,0.0
934,2016-08-21,1275,Robin Quaison,Palermo,Sassuolo,1,2016,8,21,22,6,FW,0.0
934,2016-08-21,1536,Norbert Balogh,Palermo,Sassuolo,1,2016,8,21,22,6,FWL,0.0
934,2016-08-21,1272,Ilija Nestorovski,Palermo,Sassuolo,1,2016,8,21,22,6,Sub,0.0
934,2016-08-21,1277,Roland Sallai,Palermo,Sassuolo,1,2016,8,21,22,6,Sub,0.0
934,2016-08-21,1460,Andrea Consigli,Palermo,Sassuolo,0,2016,8,21,22,6,GK,0.0
934,2016-08-21,1478,Marcello Gazzola,Palermo,Sassuolo,0,2016,8,21,22,6,DR,0.0
934,2016-08-21,1482,Luca Antei,Palermo,Sassuolo,0,2016,8,21,22,6,DC,0.0
934,2016-08-21,1463,Francesco Acerbi,Palermo,Sassuolo,0,2016,8,21,22,6,DC,0.0
934,2016-08-21,1464,Federico Peluso,Palermo,Sassuolo,0,2016,8,21,22,6,DL,0.0
