goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,90,DC,Cagliari,Fiorentina,1,1,2022-01-23,16976,2021,510073,0,0,0,0,0,0.12042151391506195,0.12042151391506195
0,0,0,90,DC,Fiorentina,Genoa,6,0,2022-01-17,16968,2021,508852,0,0,0,0,0,0.8305262327194214,0.8305262327194214
0,0,0,43,Sub,Torino,Fiorentina,4,0,2022-01-10,16963,2021,507670,0,0,0,0,0,0.07026875019073486,0.07026875019073486
0,0,0,90,DC,Verona,Fiorentina,1,1,2021-12-22,16938,2021,504646,0,0,0,0,0,0.45404982566833496,0.45404982566833496
0,0,0,1,Sub,Fiorentina,Sassuolo,2,2,2021-12-19,16929,2021,503949,0,0,0,0,0,0,0
0,0,0,42,Sub,Fiorentina,Salernitana,4,0,2021-12-11,16916,2021,501471,0,0,0,0,0,0.6553025245666504,0.6553025245666504
0,0,0,90,DC,Fiorentina,Sampdoria,3,1,2021-11-30,16898,2021,498612,0.07758835703134537,0,1,0,0,1.1934478282928467,1.1158595085144043
0,0,0,90,DC,Fiorentina,AC Milan,4,3,2021-11-20,16878,2021,496087,0,0,0,0,0,0.06546728312969208,0.06546728312969208
0,0,0,11,Sub,Juventus,Fiorentina,1,0,2021-11-06,16868,2021,494168,0,0,0,0,0,0,0
0,0,0,12,Sub,Fiorentina,Spezia,3,0,2021-10-31,16858,2021,492855,0,0,0,0,0,0.23870040476322174,0.23870040476322174
0,0,0,90,DC,Venezia,Fiorentina,1,0,2021-10-18,16835,2021,489346,0,0,0,0,0,0.0989510640501976,0.0989510640501976
0,0,0,4,Sub,Udinese,Fiorentina,0,1,2021-09-26,16813,2021,485364,0,0,0,0,0,0,0
0,0,0,90,DC,Genoa,Fiorentina,1,2,2021-09-18,16787,2021,481893,0,0,0,0,0,0.40854355692863464,0.40854355692863464
0,0,0,90,DC,Atalanta,Fiorentina,1,2,2021-09-11,16776,2021,480632,0,0,0,0,0,0.03413107991218567,0.03413107991218567
0,1,0.022989287972450256,90,DC,Roma,Fiorentina,3,1,2021-08-22,16763,2021,478058,0.00795827992260456,0,1,0,0.022989287972450256,0.340424507856369,0.340424507856369
