goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,55,Sub,Napoli,Salernitana,4,1,2022-01-23,16983,2021,510172,0,0,0,0,0,0,0
0,1,0.02700098603963852,90,DL,Verona,Salernitana,1,2,2022-01-09,16959,2021,507573,0.24399428069591522,0,1,0,0.02700098603963852,0.3864077627658844,0.11541249603033066
0,0,0,19,Sub,Salernitana,Inter,0,5,2021-12-17,16932,2021,503459,0,0,0,0,0,0,0
0,0,0,1,Sub,Fiorentina,Salernitana,4,0,2021-12-11,16916,2021,501487,0,0,0,0,0,0,0
0,1,0.035144709050655365,10,Sub,AC Milan,Salernitana,2,0,2021-12-04,16910,2021,499730,0,0,0,0,0.035144709050655365,0.035144709050655365,0
0,0,0,5,Sub,Salernitana,Juventus,0,2,2021-11-30,16903,2021,498713,0,0,0,0,0,0,0
0,0,0,90,DC,Salernitana,Empoli,2,4,2021-10-23,16842,2021,489724,0.06745176017284393,0,1,0,0,0.4717562198638916,0.4717562198638916
0,0,0,5,Sub,Salernitana,Genoa,1,0,2021-10-02,16822,2021,486293,0,0,0,0,0,0,0
0,0,0,13,Sub,Sassuolo,Salernitana,1,0,2021-09-26,16811,2021,485331,0.06296925991773605,0,1,0,0,0.06296925991773605,0
0,0,0,28,Sub,Salernitana,Atalanta,0,1,2021-09-18,16792,2021,482402,0.10682674497365952,0,1,0,0,0,0
0,0,0,85,DC,Salernitana,Roma,0,4,2021-08-29,16775,2021,479836,0.01229463703930378,0,1,0,0,0,0
0,0,0,84,DC,Bologna,Salernitana,3,2,2021-08-22,16760,2021,477904,0.05216555669903755,0,1,0,0,0.05216555669903755,0.05216555669903755
