,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
9,2019,13093,Genoa,Roma,Genoa,0,0,0.0,0.0,0,2019-08-25 19:45:00
34,2019,13106,Genoa,Genoa,Fiorentina,3,3,1.1259,2.6256,90,2019-09-01 19:45:00
46,2019,13111,Genoa,Genoa,Atalanta,5,4,3.5374299999999996,4.43002,180,2019-09-15 10:30:00
61,2019,13121,Genoa,Cagliari,Genoa,6,6,4.89166,6.86375,270,2019-09-20 18:45:00
88,2019,13131,Genoa,Genoa,Bologna,7,9,6.50627,8.1105,360,2019-09-25 19:00:00
109,2019,13141,Genoa,Lazio,Genoa,7,9,6.719944,9.69706,450,2019-09-29 13:00:00
124,2019,13153,Genoa,Genoa,AC Milan,7,13,7.722744,11.31399,540,2019-10-05 19:45:00
153,2019,13165,Genoa,Parma Calcio 1913,Genoa,8,15,9.380764,12.51861,630,2019-10-20 17:00:00
164,2019,13172,Genoa,Genoa,Brescia,9,20,11.279874,15.117510000000001,720,2019-10-26 19:45:00
187,2019,13181,Genoa,Juventus,Genoa,12,21,12.402434,16.28379,810,2019-10-30 20:00:00
206,2019,13192,Genoa,Genoa,Udinese,13,23,12.672206,18.94043,900,2019-11-03 14:00:00
225,2019,13204,Genoa,Napoli,Genoa,14,26,14.154036,20.33951,990,2019-11-09 19:45:00
257,2019,13217,Genoa,SPAL 2013,Genoa,14,26,15.386856,21.223015,1080,2019-11-25 19:45:00
260,2019,13222,Genoa,Genoa,Torino,15,27,17.105346,23.667735,1170,2019-11-30 17:00:00
287,2019,13233,Genoa,Lecce,Genoa,15,28,18.030945,24.324938,1260,2019-12-08 11:30:00
302,2019,13243,Genoa,Genoa,Sampdoria,17,30,20.588625,25.182208,1350,2019-12-14 19:45:00
327,2019,13251,Genoa,Inter,Genoa,17,31,21.53633,25.419832,1440,2019-12-21 17:00:00
342,2019,13262,Genoa,Genoa,Sassuolo,17,35,21.831212,27.762762,1530,2020-01-05 17:00:00
373,2019,13271,Genoa,Verona,Genoa,19,36,24.936032,28.623635999999998,1620,2020-01-12 17:00:00
392,2019,13282,Genoa,Genoa,Roma,20,38,25.702707,31.082306,1710,2020-01-19 17:00:00
403,2019,13290,Genoa,Fiorentina,Genoa,21,41,26.869347,33.839366,1800,2020-01-25 17:00:00
427,2019,13299,Genoa,Atalanta,Genoa,21,41,28.448737,34.982265999999996,1890,2020-02-02 14:00:00
452,2019,13311,Genoa,Genoa,Cagliari,23,43,29.964947000000002,37.69478599999999,1980,2020-02-09 14:00:00
463,2019,13320,Genoa,Bologna,Genoa,24,43,31.200627,38.653167999999994,2070,2020-02-15 17:00:00
488,2019,13333,Genoa,Genoa,Lazio,27,43,32.916217,39.22623599999999,2160,2020-02-23 11:30:00
503,2019,13343,Genoa,AC Milan,Genoa,29,46,34.064287,40.79002599999999,2250,2020-03-08 14:00:00
530,2019,13352,Genoa,Genoa,Parma Calcio 1913,31,47,35.935517,42.74032599999999,2340,2020-06-23 19:45:00
543,2019,13359,Genoa,Brescia,Genoa,32,51,38.011956999999995,44.52661599999999,2430,2020-06-27 15:15:00
562,2019,13372,Genoa,Genoa,Juventus,34,53,40.33935699999999,46.02503599999999,2520,2020-06-30 19:45:00
593,2019,13384,Genoa,Udinese,Genoa,35,56,40.53912699999999,46.818993999999996,2610,2020-07-05 17:30:00
606,2019,13392,Genoa,Genoa,Napoli,37,58,41.76326699999999,47.671107,2700,2020-07-08 17:30:00
626,2019,13405,Genoa,Genoa,SPAL 2013,38,60,42.221585999999995,49.257537,2790,2020-07-12 15:15:00
657,2019,13411,Genoa,Torino,Genoa,40,60,45.031845999999994,49.3011609,2880,2020-07-16 17:30:00
672,2019,13422,Genoa,Genoa,Lecce,40,63,46.100885999999996,50.7243609,2970,2020-07-19 17:30:00
691,2019,13434,Genoa,Sampdoria,Genoa,42,64,46.547565,52.4236809,3060,2020-07-22 19:45:00
704,2019,13441,Genoa,Genoa,Inter,44,65,47.490831,53.3866719,3150,2020-07-25 17:30:00
729,2019,13455,Genoa,Sassuolo,Genoa,44,68,47.887425,55.477961900000004,3240,2020-07-29 17:30:00
756,2019,13466,Genoa,Genoa,Verona,44,73,48.993215,58.527121900000004,3330,2020-08-02 18:45:00
