,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
19,2019,13098,Lecce,Inter,Lecce,0,0,0.0,0.0,0,2019-08-26 19:45:00
28,2019,13103,Lecce,Lecce,Verona,0,4,0.408768,2.14366,90,2019-09-01 19:45:00
59,2019,13118,Lecce,Torino,Lecce,0,5,1.4034849999999999,3.9676600000000004,180,2019-09-16 18:45:00
72,2019,13124,Lecce,Lecce,Napoli,2,6,2.6582749999999997,5.51886,270,2019-09-22 13:00:00
97,2019,13137,Lecce,SPAL 2013,Lecce,3,10,4.034185,8.58536,360,2019-09-25 19:00:00
110,2019,13142,Lecce,Lecce,Roma,6,11,5.928565,9.510299,450,2019-09-29 13:00:00
129,2019,13149,Lecce,Atalanta,Lecce,6,12,6.722283,12.509059,540,2019-10-06 14:00:00
155,2019,13163,Lecce,AC Milan,Lecce,7,15,7.721467,16.901249,630,2019-10-20 19:45:00
160,2019,13175,Lecce,Lecce,Juventus,9,17,9.012577,18.684749,720,2019-10-26 14:00:00
191,2019,13186,Lecce,Sampdoria,Lecce,10,18,10.068007,22.256469,810,2019-10-30 20:00:00
210,2019,13194,Lecce,Lecce,Sassuolo,11,19,11.128017,23.898829,900,2019-11-03 14:00:00
229,2019,13203,Lecce,Lazio,Lecce,13,21,11.611341,26.069879,990,2019-11-10 14:00:00
254,2019,13212,Lecce,Lecce,Cagliari,15,25,14.166931,29.722749,1080,2019-11-25 15:00:00
263,2019,13221,Lecce,Fiorentina,Lecce,17,27,18.259701,30.682224,1170,2019-11-30 19:45:00
286,2019,13233,Lecce,Lecce,Genoa,18,27,19.378481,32.119394,1260,2019-12-08 11:30:00
299,2019,13240,Lecce,Brescia,Lecce,20,29,20.235751,34.677074,1350,2019-12-14 14:00:00
332,2019,13253,Lecce,Lecce,Bologna,20,32,21.141781,38.348554,1440,2019-12-22 14:00:00
354,2019,13264,Lecce,Lecce,Udinese,22,35,22.337511000000003,42.812514,1530,2020-01-06 17:00:00
377,2019,13274,Lecce,Parma Calcio 1913,Lecce,22,36,23.090142000000004,43.608068,1620,2020-01-13 19:45:00
390,2019,13285,Lecce,Lecce,Inter,22,38,23.893874000000004,45.754208000000006,1710,2020-01-19 14:00:00
413,2019,13298,Lecce,Verona,Lecce,23,39,24.907784000000003,47.915308,1800,2020-01-26 14:00:00
432,2019,13304,Lecce,Lecce,Torino,23,42,25.368109000000004,51.173168000000004,1890,2020-02-02 17:00:00
455,2019,13313,Lecce,Napoli,Lecce,27,42,27.764329000000004,52.133527,1980,2020-02-09 14:00:00
460,2019,13324,Lecce,Lecce,SPAL 2013,30,44,29.597669000000003,55.614817,2070,2020-02-15 14:00:00
491,2019,13335,Lecce,Roma,Lecce,32,45,31.195529000000004,56.979787,2160,2020-02-23 17:00:00
496,2019,13342,Lecce,Lecce,Atalanta,32,49,31.775941000000003,60.790967,2250,2020-03-01 14:00:00
522,2019,13354,Lecce,Lecce,AC Milan,34,56,32.112974,66.198277,2340,2020-06-22 17:30:00
541,2019,13361,Lecce,Juventus,Lecce,35,60,33.370464,68.73357700000001,2430,2020-06-26 19:45:00
574,2019,13377,Lecce,Lecce,Sampdoria,35,64,33.684884,73.08394700000001,2520,2020-07-01 19:45:00
583,2019,13383,Lecce,Sassuolo,Lecce,36,66,35.438024,74.97802700000001,2610,2020-07-04 17:30:00
600,2019,13393,Lecce,Lecce,Lazio,38,70,37.486454,76.79867700000001,2700,2020-07-07 17:30:00
635,2019,13408,Lecce,Cagliari,Lecce,40,71,40.509664,78.77081700000001,2790,2020-07-12 17:30:00
654,2019,13417,Lecce,Lecce,Fiorentina,40,71,41.970314,80.19528700000001,2880,2020-07-15 19:45:00
673,2019,13422,Lecce,Genoa,Lecce,41,74,42.418468000000004,82.782937,2970,2020-07-19 17:30:00
688,2019,13432,Lecce,Lecce,Brescia,42,76,44.117788000000004,83.22961600000001,3060,2020-07-22 19:45:00
709,2019,13439,Lecce,Bologna,Lecce,45,77,46.65289800000001,84.18871600000001,3150,2020-07-26 15:15:00
727,2019,13453,Lecce,Udinese,Lecce,47,80,48.90025800000001,86.877986,3240,2020-07-29 17:30:00
758,2019,13468,Lecce,Lecce,Parma Calcio 1913,49,81,50.83509800000001,88.432186,3330,2020-08-02 18:45:00
