,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
1273,2021,16812,9018,M&#039;Bala Nzola,h,FW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,2021,16820,9018,M&#039;Bala Nzola,a,Sub,90.0,0.0,0.0,1.0,0.0,0.0,0.1182791516184806,0.0580310709774494,0.0,0.4128685258328914,0.0
1786,2021,16833,9018,M&#039;Bala Nzola,h,FW,118.0,0.0,0.0,2.0,0.0,0.0,0.1774224005639552,0.0580310709774494,0.0,0.5902982726693152,0.0
2082,2021,16843,9018,M&#039;Bala Nzola,a,Sub,190.0,0.0,0.0,3.0,0.0,0.0,0.1998133212327956,0.0957810059189796,0.0,0.6952209696173666,0.0
2302,2021,16853,9018,M&#039;Bala Nzola,h,FW,219.0,0.0,0.0,3.0,0.0,0.0,0.1998133212327956,0.0957810059189796,0.0,0.6952209696173666,0.0
2665,2021,16858,9018,M&#039;Bala Nzola,a,FW,309.0,0.0,0.0,6.0,0.0,0.0,1.036369577050209,0.1770666018128394,0.0,3.2861753329634666,0.0
2830,2021,16873,9018,M&#039;Bala Nzola,h,FW,399.0,0.0,0.0,6.0,0.0,0.0,1.036369577050209,0.2276963889598845,0.0,3.336805120110512,0.0
3054,2021,16876,9018,M&#039;Bala Nzola,a,FW,489.0,0.0,0.0,9.0,0.0,0.0,1.2266167998313904,0.2276963889598845,0.0,3.907546788454056,0.0
3454,2021,16893,9018,M&#039;Bala Nzola,h,FW,579.0,2.0,0.0,12.0,0.0,0.0,1.9056413173675537,0.3290285021066664,6.0,6.045952454209328,6.0
3876,2021,16914,9018,M&#039;Bala Nzola,h,FW,669.0,2.0,0.0,13.0,1.0,0.0,2.0188766047358513,0.4772123098373411,6.0,6.033842124044895,0.0
4434,2021,16934,9018,M&#039;Bala Nzola,h,FW,759.0,2.0,1.0,16.0,1.0,0.0,2.3801157400012016,1.4385816454887386,7.0,8.078928865492344,1.0
