,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB
0,2021,16756,7923,Pawel Dawidowicz,h,DC,90.0,0.0,0.0,1.0,0.0,0.0,0.2749103605747223,0.018341951072216034,0.0,0.8430730327963829
1,2021,16756,7092,Koray Günter,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021,16756,1370,Federico Ceccherini,h,DC,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021,16756,8829,Nicolò Casale,h,DMR,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456851363182068,0.0,0.1456851363182068
4,2021,16756,1106,Darko Lazovic,h,DML,90.0,0.0,1.0,2.0,0.0,0.0,0.0790541023015976,0.12641125917434692,1.0,0.3635735660791397
5,2021,16756,5103,Martin Hongla,h,MC,59.0,0.0,0.0,1.0,0.0,0.0,0.0176394060254097,0.01898844540119171,0.0,0.0719066634774208
6,2021,16756,1098,Miguel Veloso,h,MC,45.0,0.0,0.0,1.0,0.0,1.0,0.01898844540119171,0.045836564153432846,0.0,-0.397198099642992
7,2021,16756,1958,Mattia Zaccagni,h,AMC,90.0,2.0,0.0,4.0,0.0,0.0,1.001829743385315,0.985974133014679,6.0,3.991463363170624
8,2021,16756,6208,Antonin Barak,h,AMC,77.0,0.0,0.0,3.0,0.0,0.0,0.12972654402256012,0.0,0.0,0.38917963206768036
9,2021,16756,1425,Nikola Kalinic,h,FW,50.0,0.0,0.0,1.0,0.0,0.0,0.6288005709648132,0.0,0.0,1.8864017128944397
10,2021,16756,8035,Samuel Di Carmine,h,Sub,31.0,0.0,0.0,1.0,1.0,0.0,0.018341951072216034,0.0,0.0,-0.4449741467833519
11,2021,16756,9071,Matteo Cancellieri,h,Sub,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033712081611156464,0.0,0.033712081611156464
12,2021,16756,5996,Adrien Tameze,h,Sub,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2021,16756,257,Jeremy Toljan,a,DR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2021,16756,1354,Gianmarco Ferrari,a,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
