,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
25,2020,14129,Udinese,Verona,Udinese,0,0,0.0,0.0,0,2020-09-27 13:00:00
36,2020,14134,Udinese,Udinese,Spezia,0,1,2.14756,1.35384,90,2020-09-30 16:00:00
44,2020,15449,Udinese,Udinese,Roma,0,3,4.01404,2.166689,180,2020-10-03 18:45:00
70,2020,15463,Udinese,Udinese,Parma Calcio 1913,0,4,5.68093,2.929647,270,2020-10-18 16:00:00
91,2020,15469,Udinese,Fiorentina,Udinese,3,6,7.39724,3.894787,360,2020-10-25 17:00:00
102,2020,15484,Udinese,Udinese,AC Milan,5,9,10.08334,5.099127,450,2020-11-01 11:30:00
119,2020,15494,Udinese,Sassuolo,Udinese,6,11,11.039557,6.122907,540,2020-11-06 19:45:00
154,2020,15504,Udinese,Udinese,Genoa,6,11,11.131350900000001,6.2063764,630,2020-11-22 17:00:00
165,2020,15511,Udinese,Lazio,Udinese,7,11,11.544417900000001,6.9374924,720,2020-11-29 11:30:00
201,2020,15535,Udinese,Torino,Udinese,10,12,12.973047900000001,8.1653724,810,2020-12-12 17:00:00
216,2020,15544,Udinese,Udinese,Crotone,13,14,14.4471079,9.2416824,900,2020-12-15 17:30:00
247,2020,15548,Udinese,Cagliari,Udinese,13,14,15.551017900000002,9.3648254,990,2020-12-20 14:00:00
274,2020,15564,Udinese,Udinese,Benevento,14,15,16.9874279,9.9933224,1080,2020-12-23 19:45:00
295,2020,15572,Udinese,Juventus,Udinese,14,17,19.4557279,10.3313864,1170,2021-01-03 19:45:00
301,2020,15577,Udinese,Bologna,Udinese,15,21,21.2135379,13.8720964,1260,2021-01-06 14:00:00
326,2020,15594,Udinese,Udinese,Napoli,17,23,22.9180279,15.1788764,1350,2021-01-10 14:00:00
343,2020,15603,Udinese,Sampdoria,Udinese,18,25,25.1424879,16.9413764,1440,2021-01-16 19:45:00
356,2020,15524,Udinese,Udinese,Atalanta,19,27,27.9252979,18.4467864,1530,2021-01-20 16:00:00
364,2020,15614,Udinese,Udinese,Inter,20,28,28.343358900000002,19.7312564,1620,2021-01-23 17:00:00
387,2020,15622,Udinese,Spezia,Udinese,20,28,28.5541869,20.4572434,1710,2021-01-31 11:30:00
412,2020,15635,Udinese,Udinese,Verona,21,28,29.7572069,21.2732784,1800,2021-02-07 14:00:00
427,2020,15645,Udinese,Roma,Udinese,23,28,31.9739469,21.5975824,1890,2021-02-14 11:30:00
449,2020,15654,Udinese,Parma Calcio 1913,Udinese,23,31,32.2842549,24.5790124,1980,2021-02-21 11:30:00
468,2020,15659,Udinese,Udinese,Fiorentina,25,33,33.6306149,27.2979524,2070,2021-02-28 14:00:00
485,2020,15672,Udinese,AC Milan,Udinese,26,33,34.6397749,27.6915504,2160,2021-03-03 19:45:00
496,2020,15684,Udinese,Udinese,Sassuolo,27,34,35.4122209,29.0043204,2250,2021-03-06 17:00:00
523,2020,15694,Udinese,Genoa,Udinese,29,34,37.1363209,29.9492474,2340,2021-03-13 19:45:00
544,2020,15700,Udinese,Udinese,Lazio,30,35,39.0516409,31.5970874,2430,2021-03-21 14:00:00
567,2020,15714,Udinese,Atalanta,Udinese,30,36,40.972380900000005,33.1098574,2520,2021-04-03 13:00:00
582,2020,15725,Udinese,Udinese,Torino,32,39,41.7104489,35.7408474,2610,2021-04-10 18:45:00
599,2020,15734,Udinese,Crotone,Udinese,32,40,42.7423389,37.2793874,2700,2021-04-17 13:00:00
624,2020,15738,Udinese,Udinese,Cagliari,34,41,43.5697659,38.8479074,2790,2021-04-21 18:45:00
645,2020,15754,Udinese,Benevento,Udinese,34,42,44.3338009,40.2270974,2880,2021-04-25 10:30:00
672,2020,15762,Udinese,Udinese,Juventus,38,44,45.6833309,42.7457174,2970,2021-05-02 16:00:00
678,2020,15767,Udinese,Udinese,Bologna,39,46,46.0554179,45.539967399999995,3060,2021-05-08 13:00:00
699,2020,15784,Udinese,Napoli,Udinese,40,47,46.5441629,48.06771739999999,3150,2021-05-11 18:45:00
730,2020,15793,Udinese,Udinese,Sampdoria,41,52,46.7309959,51.44944739999999,3240,2021-05-16 13:00:00
747,2020,15804,Udinese,Inter,Udinese,41,53,47.0755199,52.84980739999999,3330,2021-05-23 13:00:00
