,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
19,2020,14125,Benevento,Sampdoria,Benevento,0,0,0.0,0.0,0,2020-09-26 16:00:00
34,2020,14133,Benevento,Benevento,Inter,3,2,1.27481,1.36058,90,2020-09-30 16:00:00
48,2020,15451,Benevento,Benevento,Bologna,5,7,2.5255099999999997,5.89302,180,2020-10-04 13:00:00
73,2020,15464,Benevento,Roma,Benevento,6,7,3.4162099999999995,7.71541,270,2020-10-18 18:45:00
86,2020,15467,Benevento,Benevento,Napoli,8,12,4.97593,11.9036,360,2020-10-25 14:00:00
115,2020,15485,Benevento,Verona,Benevento,9,14,5.625976,14.17296,450,2020-11-02 19:45:00
122,2020,15487,Benevento,Benevento,Spezia,10,17,7.229836,16.69038,540,2020-11-07 17:00:00
145,2020,15497,Benevento,Fiorentina,Benevento,10,20,7.481127,18.14232,630,2020-11-22 11:30:00
160,2020,15507,Benevento,Benevento,Juventus,11,20,8.046429999999999,19.35404,720,2020-11-28 17:00:00
187,2020,15520,Benevento,Parma Calcio 1913,Benevento,12,21,8.486427999999998,21.00029,810,2020-12-06 14:00:00
197,2020,15534,Benevento,Sassuolo,Benevento,12,21,8.826935999999998,21.501488,900,2020-12-11 19:45:00
218,2020,15536,Benevento,Benevento,Lazio,12,22,10.925195999999998,22.590757999999997,990,2020-12-15 19:45:00
244,2020,15547,Benevento,Benevento,Genoa,13,23,12.356125999999998,23.007495999999996,1080,2020-12-20 14:00:00
275,2020,15564,Benevento,Udinese,Benevento,15,23,13.910485999999999,23.252517999999995,1170,2020-12-23 19:45:00
292,2020,15567,Benevento,Benevento,AC Milan,17,23,14.248549999999998,25.720817999999994,1260,2021-01-03 17:00:00
297,2020,15578,Benevento,Cagliari,Benevento,17,25,16.5982,27.257737999999993,1350,2021-01-06 11:30:00
316,2020,15586,Benevento,Benevento,Atalanta,19,26,17.83221,28.425247999999993,1440,2021-01-09 14:00:00
347,2020,15599,Benevento,Crotone,Benevento,20,30,18.777886,32.506347999999996,1530,2021-01-17 14:00:00
358,2020,15606,Benevento,Benevento,Torino,21,34,21.238096,34.001377999999995,1620,2021-01-22 19:45:00
385,2020,15624,Benevento,Inter,Benevento,23,36,22.840806,35.447677999999996,1710,2021-01-30 19:45:00
408,2020,15632,Benevento,Benevento,Sampdoria,23,40,22.840806,37.104997999999995,1800,2021-02-07 11:30:00
419,2020,15637,Benevento,Bologna,Benevento,24,41,23.78991,38.805837999999994,1890,2021-02-12 19:45:00
454,2020,15650,Benevento,Benevento,Roma,25,42,24.589949999999998,40.725058,1980,2021-02-21 19:45:00
473,2020,15657,Benevento,Napoli,Benevento,25,42,24.838289999999997,41.642424999999996,2070,2021-02-28 17:00:00
486,2020,15673,Benevento,Benevento,Verona,25,44,25.268468999999996,43.991004999999994,2160,2021-03-03 19:45:00
495,2020,15677,Benevento,Spezia,Benevento,25,47,25.614183999999995,45.80593499999999,2250,2021-03-06 14:00:00
520,2020,15687,Benevento,Benevento,Fiorentina,26,48,25.933837999999994,47.48787499999999,2340,2021-03-13 17:00:00
547,2020,15704,Benevento,Juventus,Benevento,27,52,27.476837999999994,49.75715499999999,2430,2021-03-21 14:00:00
560,2020,15710,Benevento,Benevento,Parma Calcio 1913,28,52,27.724163999999995,52.06911499999999,2520,2021-04-03 13:00:00
596,2020,15724,Benevento,Benevento,Sassuolo,30,54,29.112393999999995,53.27821499999999,2610,2021-04-12 18:45:00
609,2020,15726,Benevento,Lazio,Benevento,30,55,29.504676999999994,54.56073499999999,2700,2021-04-18 13:00:00
623,2020,15737,Benevento,Genoa,Benevento,33,60,30.904846999999993,58.20335499999999,2790,2021-04-21 18:45:00
644,2020,15754,Benevento,Benevento,Udinese,35,62,31.944566999999992,59.483924999999985,2880,2021-04-25 10:30:00
663,2020,15757,Benevento,AC Milan,Benevento,37,66,34.46318699999999,60.83345499999999,2970,2021-05-01 18:45:00
690,2020,15768,Benevento,Benevento,Cagliari,37,68,35.20594499999999,64.28028499999999,3060,2021-05-09 13:00:00
703,2020,15776,Benevento,Atalanta,Benevento,38,71,36.32485499999999,66.228765,3150,2021-05-12 18:45:00
728,2020,15789,Benevento,Benevento,Crotone,38,73,36.50845399999999,68.019455,3240,2021-05-16 13:00:00
749,2020,15796,Benevento,Torino,Benevento,39,74,38.30355399999999,69.122165,3330,2021-05-23 18:45:00
