,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
10,2020,14121,Juventus,Juventus,Sampdoria,0,0,0.0,0.0,0,2020-09-20 18:45:00
31,2020,14131,Juventus,Roma,Juventus,3,0,2.14288,0.606523,90,2020-09-27 18:45:00
63,2020,15459,Juventus,Crotone,Juventus,5,2,4.05016,3.424693,180,2020-10-17 18:45:00
92,2020,15471,Juventus,Juventus,Verona,6,3,5.6350999999999996,4.819913,270,2020-10-25 19:45:00
105,2020,15482,Juventus,Spezia,Juventus,7,4,7.812329999999999,5.419821,360,2020-11-01 14:00:00
127,2020,15491,Juventus,Lazio,Juventus,11,5,10.69404,5.9661669999999996,450,2020-11-08 11:30:00
142,2020,15499,Juventus,Juventus,Cagliari,12,6,11.96605,7.043296999999999,540,2020-11-21 19:45:00
161,2020,15507,Juventus,Benevento,Juventus,14,6,14.51404,7.126455399999999,630,2020-11-28 17:00:00
180,2020,15519,Juventus,Juventus,Torino,15,7,16.16029,7.566453399999999,720,2020-12-05 17:00:00
213,2020,15530,Juventus,Genoa,Juventus,17,8,18.68865,8.908833399999999,810,2020-12-13 17:00:00
220,2020,15540,Juventus,Juventus,Atalanta,20,9,22.289559999999998,9.393211399999998,900,2020-12-16 17:30:00
241,2020,15552,Juventus,Parma Calcio 1913,Juventus,21,10,24.99995,10.295250399999999,990,2020-12-19 19:45:00
258,2020,15558,Juventus,Juventus,Fiorentina,25,10,27.8004,11.2218694,1080,2020-12-22 19:45:00
294,2020,15572,Juventus,Juventus,Udinese,25,13,28.188488,12.753039399999999,1170,2021-01-03 19:45:00
315,2020,15581,Juventus,AC Milan,Juventus,29,14,31.729198,14.510849399999998,1260,2021-01-06 19:45:00
332,2020,15589,Juventus,Juventus,Sassuolo,32,15,34.086098,15.536689399999998,1350,2021-01-10 19:45:00
353,2020,15600,Juventus,Inter,Juventus,35,16,37.125578,16.0791334,1440,2021-01-17 19:45:00
368,2020,15609,Juventus,Juventus,Bologna,35,18,37.493705,17.8115134,1530,2021-01-24 11:30:00
383,2020,15617,Juventus,Sampdoria,Juventus,37,18,41.015105,18.2417634,1620,2021-01-30 17:00:00
404,2020,15631,Juventus,Juventus,Roma,39,18,42.654235,18.4826204,1710,2021-02-06 17:00:00
423,2020,15640,Juventus,Napoli,Juventus,41,18,42.90529,19.1351554,1800,2021-02-13 17:00:00
456,2020,15647,Juventus,Juventus,Crotone,41,19,44.92022,20.191585399999997,1890,2021-02-22 19:45:00
463,2020,15661,Juventus,Verona,Juventus,44,19,49.3408,20.845940399999996,1980,2021-02-27 19:45:00
476,2020,15670,Juventus,Juventus,Spezia,45,20,50.562940000000005,21.546340399999995,2070,2021-03-02 19:45:00
498,2020,15681,Juventus,Juventus,Lazio,48,20,53.179880000000004,22.809330399999993,2160,2021-03-06 19:45:00
531,2020,15689,Juventus,Cagliari,Juventus,51,21,54.62899,23.685471399999994,2250,2021-03-14 17:00:00
546,2020,15704,Juventus,Juventus,Benevento,54,22,56.96896,24.342422399999993,2340,2021-03-21 14:00:00
571,2020,15709,Juventus,Torino,Juventus,54,23,59.28092,24.589748399999994,2430,2021-04-03 16:00:00
574,2020,15455,Juventus,Juventus,Napoli,56,25,62.5779,25.748838399999993,2520,2021-04-07 18:45:00
586,2020,15720,Juventus,Juventus,Genoa,58,26,64.18841,27.11318839999999,2610,2021-04-11 13:00:00
611,2020,15730,Juventus,Atalanta,Juventus,61,27,67.01666,28.588118399999992,2700,2021-04-18 13:00:00
628,2020,15742,Juventus,Juventus,Parma Calcio 1913,61,28,67.812319,29.56767539999999,2790,2021-04-21 18:45:00
647,2020,15748,Juventus,Fiorentina,Juventus,64,29,70.309259,30.87727539999999,2880,2021-04-25 13:00:00
673,2020,15762,Juventus,Udinese,Juventus,65,30,71.465289,32.08865539999999,2970,2021-05-02 16:00:00
696,2020,15771,Juventus,Juventus,AC Milan,67,31,74.259539,32.460742399999994,3060,2021-05-09 18:45:00
707,2020,15779,Juventus,Sassuolo,Juventus,67,34,75.362419,33.68922239999999,3150,2021-05-12 18:45:00
722,2020,15790,Juventus,Juventus,Inter,70,35,76.731459,35.92651239999999,3240,2021-05-15 16:00:00
751,2020,15799,Juventus,Bologna,Juventus,73,37,79.896779,37.270332399999994,3330,2021-05-23 18:45:00
