,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
4,2020,14118,Parma Calcio 1913,Parma Calcio 1913,Napoli,0,0,0.0,0.0,0,2020-09-20 10:30:00
33,2020,14132,Parma Calcio 1913,Bologna,Parma Calcio 1913,0,2,0.160985,1.54079,90,2020-09-28 18:45:00
52,2020,15453,Parma Calcio 1913,Parma Calcio 1913,Verona,1,6,1.4057849999999998,3.5879399999999997,180,2020-10-04 13:00:00
71,2020,15463,Parma Calcio 1913,Udinese,Parma Calcio 1913,2,6,2.640205,4.221716,270,2020-10-18 16:00:00
88,2020,15474,Parma Calcio 1913,Parma Calcio 1913,Spezia,4,9,3.605345,5.938026,360,2020-10-25 14:00:00
99,2020,15478,Parma Calcio 1913,Inter,Parma Calcio 1913,6,11,7.275485,6.903102,450,2020-10-31 17:00:00
124,2020,15493,Parma Calcio 1913,Parma Calcio 1913,Fiorentina,8,13,8.03636,9.954902,540,2020-11-07 19:45:00
149,2020,15501,Parma Calcio 1913,Roma,Parma Calcio 1913,8,13,8.168052,10.769529,630,2020-11-22 14:00:00
177,2020,15510,Parma Calcio 1913,Genoa,Parma Calcio 1913,8,16,8.1999502,13.978679,720,2020-11-30 19:45:00
186,2020,15520,Parma Calcio 1913,Parma Calcio 1913,Benevento,10,17,9.6049402,15.562399,810,2020-12-06 14:00:00
215,2020,15532,Parma Calcio 1913,AC Milan,Parma Calcio 1913,10,17,10.1061382,15.902906999999999,900,2020-12-13 19:45:00
228,2020,15541,Parma Calcio 1913,Parma Calcio 1913,Cagliari,12,19,10.7095722,17.754407,990,2020-12-16 19:45:00
240,2020,15552,Parma Calcio 1913,Parma Calcio 1913,Juventus,12,19,11.5799462,18.019723,1080,2020-12-19 19:45:00
257,2020,15557,Parma Calcio 1913,Crotone,Parma Calcio 1913,12,23,12.5065652,20.820173,1170,2020-12-22 17:30:00
286,2020,15573,Parma Calcio 1913,Parma Calcio 1913,Torino,13,25,14.0088252,21.620073,1260,2021-01-03 14:00:00
299,2020,15576,Parma Calcio 1913,Atalanta,Parma Calcio 1913,13,28,14.8557012,23.293343,1350,2021-01-06 14:00:00
324,2020,15591,Parma Calcio 1913,Parma Calcio 1913,Lazio,13,31,14.902491600000001,25.678663,1440,2021-01-10 14:00:00
349,2020,15604,Parma Calcio 1913,Sassuolo,Parma Calcio 1913,13,33,15.2846316,29.094663,1530,2021-01-17 14:00:00
376,2020,15612,Parma Calcio 1913,Parma Calcio 1913,Sampdoria,14,34,15.983008600000002,30.908633000000002,1620,2021-01-24 19:45:00
395,2020,15620,Parma Calcio 1913,Napoli,Parma Calcio 1913,14,36,17.0371886,33.097833,1710,2021-01-31 17:00:00
414,2020,15626,Parma Calcio 1913,Parma Calcio 1913,Bologna,14,38,17.5775576,34.155513,1800,2021-02-07 17:00:00
437,2020,15643,Parma Calcio 1913,Verona,Parma Calcio 1913,14,41,18.3647596,35.606363,1890,2021-02-15 19:45:00
448,2020,15654,Parma Calcio 1913,Parma Calcio 1913,Udinese,15,43,19.646709599999998,36.866293,1980,2021-02-21 11:30:00
459,2020,15664,Parma Calcio 1913,Spezia,Parma Calcio 1913,17,45,22.365649599999998,38.212652999999996,2070,2021-02-27 14:00:00
492,2020,15666,Parma Calcio 1913,Parma Calcio 1913,Inter,19,47,23.590019599999998,39.71526299999999,2160,2021-03-04 19:45:00
505,2020,15683,Parma Calcio 1913,Fiorentina,Parma Calcio 1913,20,49,24.3979546,43.17454299999999,2250,2021-03-07 14:00:00
528,2020,15691,Parma Calcio 1913,Parma Calcio 1913,Roma,23,52,27.0656146,44.429742999999995,2340,2021-03-14 14:00:00
536,2020,15699,Parma Calcio 1913,Parma Calcio 1913,Genoa,25,52,29.1624946,46.110842999999996,2430,2021-03-19 19:45:00
561,2020,15710,Parma Calcio 1913,Benevento,Parma Calcio 1913,26,54,31.259354599999998,47.007135,2520,2021-04-03 13:00:00
580,2020,15722,Parma Calcio 1913,Parma Calcio 1913,AC Milan,28,56,32.4684546,48.395365,2610,2021-04-10 16:00:00
605,2020,15731,Parma Calcio 1913,Cagliari,Parma Calcio 1913,29,59,34.1707546,49.402764999999995,2700,2021-04-17 18:45:00
629,2020,15742,Parma Calcio 1913,Juventus,Parma Calcio 1913,32,63,35.7881546,51.765145,2790,2021-04-21 18:45:00
640,2020,15747,Parma Calcio 1913,Parma Calcio 1913,Crotone,33,66,37.0977546,54.262085,2880,2021-04-24 16:00:00
677,2020,15763,Parma Calcio 1913,Torino,Parma Calcio 1913,36,70,39.2322346,56.981665,2970,2021-05-03 18:45:00
688,2020,15766,Parma Calcio 1913,Parma Calcio 1913,Atalanta,36,71,39.634990599999995,58.335295,3060,2021-05-09 13:00:00
711,2020,15781,Parma Calcio 1913,Lazio,Parma Calcio 1913,38,76,40.690840599999994,61.500465000000005,3150,2021-05-12 18:45:00
732,2020,15794,Parma Calcio 1913,Parma Calcio 1913,Sassuolo,38,77,41.26059159999999,62.856075000000004,3240,2021-05-16 16:00:00
745,2020,15802,Parma Calcio 1913,Sampdoria,Parma Calcio 1913,39,80,42.25939259999999,65.34145500000001,3330,2021-05-22 18:45:00
