,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
22,2020,14127,Spezia,Spezia,Sassuolo,0,0,0.0,0.0,0,2020-09-27 10:30:00
37,2020,14134,Spezia,Udinese,Spezia,1,4,1.29116,2.6497,90,2020-09-30 16:00:00
55,2020,15454,Spezia,AC Milan,Spezia,3,4,2.104009,4.51618,180,2020-10-04 16:00:00
66,2020,15461,Spezia,Spezia,Fiorentina,3,7,2.256442,7.1659500000000005,270,2020-10-18 13:00:00
89,2020,15474,Spezia,Parma Calcio 1913,Spezia,5,9,3.182069,8.24957,360,2020-10-25 14:00:00
104,2020,15482,Spezia,Spezia,Juventus,7,11,4.147145,11.91971,450,2020-11-01 14:00:00
123,2020,15487,Spezia,Benevento,Spezia,8,15,4.693491,14.80142,540,2020-11-07 17:00:00
140,2020,15503,Spezia,Spezia,Atalanta,11,15,6.145431,15.052711,630,2020-11-21 17:00:00
171,2020,15509,Spezia,Cagliari,Spezia,11,15,6.740329,17.253091,720,2020-11-29 17:00:00
178,2020,15523,Spezia,Spezia,Lazio,13,17,9.478629,18.698571,810,2020-12-05 14:00:00
199,2020,15529,Spezia,Crotone,Spezia,14,19,11.208328999999999,19.136467,900,2020-12-12 14:00:00
230,2020,15543,Spezia,Spezia,Bologna,15,23,12.032366999999999,20.829257,990,2020-12-16 19:45:00
249,2020,15550,Spezia,Inter,Spezia,17,25,14.697686999999998,22.440907,1080,2020-12-20 14:00:00
272,2020,15563,Spezia,Spezia,Genoa,18,27,15.477087999999998,23.704217,1170,2020-12-23 19:45:00
290,2020,15575,Spezia,Spezia,Verona,19,29,16.00753,24.952106999999998,1260,2021-01-03 14:00:00
313,2020,15582,Spezia,Napoli,Spezia,19,30,16.457848,26.498206999999997,1350,2021-01-06 17:00:00
334,2020,15593,Spezia,Spezia,Sampdoria,21,31,18.384828,30.511317,1440,2021-01-11 19:45:00
341,2020,15605,Spezia,Torino,Spezia,23,32,20.100168,30.945065,1530,2021-01-16 17:00:00
361,2020,15613,Spezia,Roma,Spezia,23,32,20.411113,31.939593,1620,2021-01-23 14:00:00
386,2020,15622,Spezia,Spezia,Udinese,26,36,21.871163,34.534103,1710,2021-01-31 11:30:00
401,2020,15633,Spezia,Sassuolo,Spezia,26,37,22.687198,35.737123000000004,1800,2021-02-06 14:00:00
424,2020,15642,Spezia,Spezia,AC Milan,28,38,24.339418,36.711165,1890,2021-02-13 19:45:00
439,2020,15652,Spezia,Fiorentina,Spezia,30,38,25.672207999999998,37.233356,1980,2021-02-19 17:30:00
458,2020,15664,Spezia,Spezia,Parma Calcio 1913,30,41,26.526889999999998,39.316116,2070,2021-02-27 14:00:00
477,2020,15670,Spezia,Juventus,Spezia,32,43,28.0295,40.540486,2160,2021-03-02 19:45:00
494,2020,15677,Spezia,Spezia,Benevento,32,46,29.292489999999997,43.157426,2250,2021-03-06 14:00:00
517,2020,15693,Spezia,Atalanta,Spezia,33,47,30.974429999999998,43.47708,2340,2021-03-12 19:45:00
540,2020,15698,Spezia,Spezia,Cagliari,34,50,32.22038,45.48975,2430,2021-03-20 17:00:00
565,2020,15713,Spezia,Lazio,Spezia,36,51,33.258649999999996,48.44193,2520,2021-04-03 13:00:00
578,2020,15719,Spezia,Spezia,Crotone,37,53,34.196751,50.80706,2610,2021-04-10 13:00:00
613,2020,15733,Spezia,Bologna,Spezia,40,55,35.589090999999996,52.24668,2700,2021-04-18 13:00:00
626,2020,15740,Spezia,Spezia,Inter,41,59,36.121705,55.37549,2790,2021-04-21 18:45:00
639,2020,15753,Spezia,Genoa,Spezia,42,60,36.1532627,58.25902,2880,2021-04-24 13:00:00
659,2020,15765,Spezia,Verona,Spezia,42,62,37.085675699999996,60.72351,2970,2021-05-01 13:00:00
680,2020,15772,Spezia,Spezia,Napoli,43,63,38.26208569999999,62.76473,3060,2021-05-08 13:00:00
715,2020,15783,Spezia,Sampdoria,Spezia,44,67,39.533695699999996,65.0857,3150,2021-05-12 18:45:00
720,2020,15795,Spezia,Spezia,Torino,46,69,42.292895699999995,66.92213000000001,3240,2021-05-15 13:00:00
756,2020,15803,Spezia,Spezia,Roma,50,70,45.024155699999994,67.86273100000001,3330,2021-05-23 18:45:00
