,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
11,2020,14121,Sampdoria,Juventus,Sampdoria,0,0,0.0,0.0,0,2020-09-20 18:45:00
18,2020,14125,Sampdoria,Sampdoria,Benevento,0,3,0.606523,2.14288,90,2020-09-26 16:00:00
41,2020,15446,Sampdoria,Fiorentina,Sampdoria,2,6,1.9671029999999998,3.41769,180,2020-10-02 18:45:00
60,2020,15458,Sampdoria,Sampdoria,Lazio,4,7,4.148583,5.445679999999999,270,2020-10-17 16:00:00
79,2020,15466,Sampdoria,Atalanta,Sampdoria,7,7,5.982723,5.900288999999999,360,2020-10-24 13:00:00
112,2020,15481,Sampdoria,Sampdoria,Genoa,10,8,8.481883,7.997708999999999,450,2020-11-01 19:45:00
121,2020,15489,Sampdoria,Cagliari,Sampdoria,11,9,9.340091,9.181439,540,2020-11-07 14:00:00
150,2020,15502,Sampdoria,Sampdoria,Bologna,11,11,9.474435999999999,11.081109,630,2020-11-22 14:00:00
175,2020,15515,Sampdoria,Torino,Sampdoria,12,13,10.29238,12.815199,720,2020-11-30 17:30:00
192,2020,15522,Sampdoria,Sampdoria,AC Milan,14,15,11.67296,14.453828999999999,810,2020-12-06 19:45:00
211,2020,15533,Sampdoria,Napoli,Sampdoria,15,17,12.659507,17.122138999999997,900,2020-12-13 14:00:00
233,2020,15545,Sampdoria,Verona,Sampdoria,16,19,13.373311,18.640489,990,2020-12-16 19:45:00
238,2020,15553,Sampdoria,Sampdoria,Crotone,18,20,14.152785,20.133819,1080,2020-12-19 17:00:00
270,2020,15562,Sampdoria,Sampdoria,Sassuolo,21,21,16.633005,21.176789,1170,2020-12-23 19:45:00
289,2020,15574,Sampdoria,Roma,Sampdoria,23,24,18.278505,23.340598999999997,1260,2021-01-03 14:00:00
306,2020,15583,Sampdoria,Sampdoria,Inter,23,25,18.508108,25.747518999999997,1350,2021-01-06 14:00:00
335,2020,15593,Sampdoria,Spezia,Sampdoria,25,26,19.845608,28.239248999999997,1440,2021-01-11 19:45:00
342,2020,15603,Sampdoria,Sampdoria,Udinese,26,28,20.279356,29.954589,1530,2021-01-16 19:45:00
377,2020,15612,Sampdoria,Parma Calcio 1913,Sampdoria,28,29,21.784766,32.737398999999996,1620,2021-01-24 19:45:00
382,2020,15617,Sampdoria,Sampdoria,Juventus,30,29,23.973966,33.791579,1710,2021-01-30 17:00:00
409,2020,15632,Sampdoria,Benevento,Sampdoria,30,31,24.214823,35.430709,1800,2021-02-07 11:30:00
430,2020,15638,Sampdoria,Sampdoria,Fiorentina,31,32,25.915663,36.379813,1890,2021-02-14 14:00:00
443,2020,15651,Sampdoria,Lazio,Sampdoria,33,33,27.289392999999997,37.660223,1980,2021-02-20 14:00:00
464,2020,15656,Sampdoria,Sampdoria,Atalanta,33,34,28.561652999999996,39.029093,2070,2021-02-28 11:30:00
483,2020,15669,Sampdoria,Genoa,Sampdoria,33,36,29.020785999999998,40.403403000000004,2160,2021-03-03 19:45:00
508,2020,15679,Sampdoria,Sampdoria,Cagliari,34,37,29.575238,40.68585100000001,2250,2021-03-07 17:00:00
525,2020,15692,Sampdoria,Bologna,Sampdoria,36,39,30.102728,41.665735000000005,2340,2021-03-14 11:30:00
548,2020,15705,Sampdoria,Sampdoria,Torino,37,42,31.670688,43.932255000000005,2430,2021-03-21 14:00:00
555,2020,15712,Sampdoria,AC Milan,Sampdoria,38,42,32.445036,44.67161300000001,2520,2021-04-03 10:30:00
590,2020,15723,Sampdoria,Sampdoria,Napoli,39,43,33.460426,45.63712300000001,2610,2021-04-11 13:00:00
600,2020,15735,Sampdoria,Sampdoria,Verona,39,45,34.365322,47.53594300000001,2700,2021-04-17 13:00:00
631,2020,15743,Sampdoria,Crotone,Sampdoria,42,46,36.309751999999996,48.85589300000001,2790,2021-04-21 18:45:00
643,2020,15752,Sampdoria,Sassuolo,Sampdoria,43,46,38.347151999999994,49.54481400000001,2880,2021-04-24 18:45:00
674,2020,15764,Sampdoria,Sampdoria,Roma,43,47,39.33365599999999,51.20553400000001,2970,2021-05-02 18:45:00
683,2020,15773,Sampdoria,Inter,Sampdoria,45,47,40.70627599999999,52.84390400000001,3060,2021-05-08 16:00:00
714,2020,15783,Sampdoria,Sampdoria,Spezia,46,52,42.11557599999999,54.80161400000001,3150,2021-05-12 18:45:00
731,2020,15793,Sampdoria,Udinese,Sampdoria,48,54,43.95200599999999,57.56081400000001,3240,2021-05-16 13:00:00
744,2020,15802,Sampdoria,Sampdoria,Parma Calcio 1913,49,54,45.35236599999999,57.90533800000001,3330,2021-05-22 18:45:00
