goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.046951062977313995,90,FW,Bologna,Juventus,1,2,2017-05-27,3715,2016,171427,0.021144207566976547,0,1,0,0.046951062977313995,0.07629848271608353,0.008203212171792984
0,1,0.1360773891210556,90,FW,AC Milan,Bologna,3,0,2017-05-21,3703,2016,170829,0,0,0,0,0.1360773891210556,0.1476905792951584,0.1476905792951584
2,2,0.7403331398963928,90,FW,Bologna,Pescara,3,1,2017-05-14,3699,2016,170424,0,0,0,2,0.7403331398963928,0.7534059882164001,0.01307285763323307
0,2,0.04120481014251709,90,FW,Empoli,Bologna,3,1,2017-05-07,3683,2016,169711,0,0,0,0,0.04120481014251709,0.04120481014251709,0
2,4,1.05293869972229,90,FW,Bologna,Udinese,4,0,2017-04-30,3681,2016,169363,0.08452833443880081,0,1,2,1.05293869972229,1.3223646879196167,0.18489764630794525
1,2,0.8776638507843018,90,FW,Atalanta,Bologna,3,2,2017-04-22,3662,2016,168571,0,0,0,1,0.8776638507843018,0.9644681215286255,0.08680429309606552
0,0,0,90,FW,Bologna,Roma,0,3,2017-04-09,3649,2016,167632,0,0,0,0,0,0,0
0,0,0,90,FW,Fiorentina,Bologna,1,0,2017-04-02,3633,2016,166918,0,0,0,0,0,0.06813686341047287,0.06813686341047287
0,2,0.329887330532074,70,FW,Bologna,Chievo,4,1,2017-03-19,3622,2016,166319,0,0,0,0,0.329887330532074,0.329887330532074,0
1,1,0.626551628112793,90,FW,Sassuolo,Bologna,0,1,2017-03-12,3613,2016,165803,0,0,0,1,0.626551628112793,0.626551628112793,0
0,0,0,28,Sub,Bologna,Lazio,0,2,2017-03-05,3607,2016,165346,0,0,0,0,0,0,0
0,0,0,45,FW,Sampdoria,Bologna,3,1,2017-02-12,3579,2016,163569,0,0,0,0,0,0.027683567255735397,0.027683567255735397
0,5,0.36415717005729675,90,FW,Bologna,AC Milan,0,1,2017-02-08,3571,2016,170535,0,0,0,0,0.36415717005729675,0.5140130519866943,0.14985591173171997
0,3,0.9488897919654846,70,FW,Bologna,Napoli,1,7,2017-02-04,3560,2016,163108,0,0,0,0,0.18759098649024963,0,0
1,3,0.7768943905830383,90,FW,Cagliari,Bologna,1,1,2017-01-29,3553,2016,162452,0.12133368104696274,0,1,1,0.7768943905830383,0.8982280492782593,0
0,1,0.05443662777543068,90,FW,Bologna,Torino,2,0,2017-01-22,3546,2016,162076,0,0,0,0,0.05443662777543068,0.023399600759148598,0.023399600759148598
0,5,0.32596659660339355,90,FW,Crotone,Bologna,0,1,2017-01-14,3530,2016,161340,0.4276880621910095,0,2,0,0.32596659660339355,0.7074337005615234,0.048927050083875656
0,0,0,90,FW,Juventus,Bologna,3,0,2017-01-08,3529,2016,171163,0,0,0,0,0,0.03687199205160141,0.03687199205160141
0,2,0.19760026037693024,90,FW,Pescara,Bologna,0,3,2016-12-18,3093,2016,170159,0,0,0,0,0.19760026037693024,0.33121776580810547,0.13361750543117523
0,4,0.5142320990562439,90,FW,Bologna,Empoli,0,0,2016-12-11,3082,2016,169419,0.06833868473768234,0,1,0,0.5142320990562439,0.6447071433067322,0.06213636323809624
0,1,0.4487752914428711,86,FW,Udinese,Bologna,1,0,2016-12-06,3075,2016,169098,0.02416829578578472,0,1,0,0.4487752914428711,0.47294357419013977,0
0,2,0.048478007316589355,90,FW,Bologna,Atalanta,0,2,2016-11-27,2772,2016,168388,0.07515309005975723,0,1,0,0.048478007316589355,0.12363109737634659,0
1,2,0.052363019436597824,90,FW,Bologna,Palermo,3,1,2016-11-20,2764,2016,167744,0,0,0,1,0.052363019436597824,0.052363019436597824,0
0,1,0.022878877818584442,38,Sub,Roma,Bologna,3,0,2016-11-06,2755,2016,167370,0,0,0,0,0.022878877818584442,0.022878877818584442,0
0,2,0.05396031215786934,90,FW,Bologna,Genoa,0,1,2016-10-02,995,2016,164449,0,0,0,0,0.05396031215786934,0.05396031215786934,0
1,1,0.268867552280426,90,FW,Inter,Bologna,1,1,2016-09-25,985,2016,163933,0.0689813420176506,0,2,1,0.268867552280426,0.34446606040000916,0.028602123260498047
1,2,0.5513677000999451,90,FW,Bologna,Sampdoria,2,0,2016-09-21,971,2016,163276,0,0,0,1,0.5513677000999451,0.5513677000999451,0
0,3,0.4684065282344818,71,FW,Bologna,Cagliari,2,1,2016-09-11,953,2016,162160,0.08562923222780228,0,1,0,0.4684065282344818,0.14561760425567627,0
0,2,0.2586556077003479,90,FW,Torino,Bologna,5,1,2016-08-28,946,2016,161813,0,0,0,0,0.2586556077003479,0.31461668014526367,0.05596107989549637
1,5,0.41239550709724426,90,FW,Bologna,Crotone,1,0,2016-08-21,937,2016,161047,0.15394863486289978,0,2,1,0.41239550709724426,0.6025887727737427,0.03624466061592102
