goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.025852175429463387,1,Sub,Udinese,Sampdoria,1,1,2017-05-21,3710,2016,171012,0,0,0,0,0.025852175429463387,0.08180171996355057,0.05594954267144203
0,0,0,9,Sub,Crotone,Udinese,1,0,2017-05-14,3701,2016,170495,0,0,0,0,0,0,0
0,0,0,11,Sub,Udinese,Atalanta,1,1,2017-05-07,3682,2016,169672,0,0,0,0,0,0,0
0,0,0,16,Sub,Udinese,Roma,0,1,2017-01-15,3536,2016,161552,0,0,0,0,0,0.06557726114988327,0.06557726114988327
0,0,0,14,Sub,Sassuolo,Udinese,1,0,2016-09-25,983,2016,164047,0.044820744544267654,0,1,0,0,0.044820744544267654,0
