goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.28653377294540405,90,DMC,Inter,Udinese,5,2,2017-05-28,3721,2016,171590,0,0,0,0,0.28653377294540405,0.7412714958190918,0.45473775267601013
0,0,0,90,MC,Lazio,Inter,1,3,2017-05-21,3707,2016,170937,0.09994638711214066,0,1,0,0,0.23311087489128113,0.23311087489128113
0,1,0.0122136939316988,90,DMC,Inter,Sassuolo,1,2,2017-05-14,3700,2016,170448,0.023344609886407852,0,1,0,0.0122136939316988,0.19480496644973755,0.15924666821956635
0,0,0,90,DMC,Genoa,Inter,1,0,2017-05-07,3687,2016,169820,0.038139957934617996,0,2,0,0,0.038139957934617996,0.021189991384744644
0,2,0.035195253789424896,90,DMC,Inter,Napoli,0,1,2017-04-30,3677,2016,169248,0,0,0,0,0.035195253789424896,0.11843808740377426,0.08324283361434937
0,0,0,90,DMC,Fiorentina,Inter,5,4,2017-04-22,3667,2016,168707,0,0,0,0,0,0.44917845726013184,0.44917845726013184
0,0,0,90,DMC,Inter,AC Milan,2,2,2017-04-15,3659,2016,168189,0.0673595443367958,1,1,0,0,0.0673595443367958,0
0,0,0,48,DMC,Inter,Sampdoria,1,2,2017-04-03,3640,2016,167097,0.037731513381004333,0,2,0,0,0.32614466547966003,0.2884131669998169
0,3,0.27328598499298096,90,DMC,Torino,Inter,2,2,2017-03-18,3625,2016,166413,0,0,0,0,0.27328598499298096,0.4884291887283325,0.3239266872406006
1,2,0.11076439172029495,90,DMC,Inter,Atalanta,7,1,2017-03-12,3612,2016,165758,0,0,0,1,0.11076439172029495,0.6731666922569275,0.5624023079872131
1,2,0.08480818569660187,90,DMC,Cagliari,Inter,1,5,2017-03-05,3605,2016,165297,0.17865358293056488,0,3,1,0.08480818569660187,0.46253591775894165,0.3978830575942993
0,0,0,90,MC,Inter,Roma,1,3,2017-02-26,3598,2016,164698,0,0,0,0,0,0.8801934719085693,0.8801934719085693
0,1,0.020640220493078232,90,DMC,Bologna,Inter,0,1,2017-02-19,3585,2016,164207,0,0,0,0,0.020640220493078232,0.10534397512674332,0.08470375090837479
0,4,0.66571444272995,90,MC,Inter,Empoli,2,0,2017-02-12,3577,2016,163608,0.47096800804138184,0,2,0,0.66571444272995,1.098546028137207,0.4055493474006653
0,3,0.25979185104370117,90,MC,Juventus,Inter,1,0,2017-02-05,3568,2016,163063,0.027100469917058945,0,1,0,0.25979185104370117,0.13029468059539795,0.06542837619781494
0,1,0.311125248670578,90,DMC,Inter,Pescara,3,0,2017-01-28,3551,2016,162629,0.06953424960374832,0,2,0,0.311125248670578,0.02418430894613266,0.02418430894613266
0,0,0,90,DMC,Palermo,Inter,0,1,2017-01-22,3543,2016,161947,0.12695829570293427,0,1,0,0,0.7887982130050659,0.7887982130050659
0,3,0.5053282976150513,90,DMC,Inter,Chievo,3,1,2017-01-14,3531,2016,161351,0.4577089548110962,0,2,0,0.5053282976150513,1.6236436367034912,1.1433615684509277
0,8,0.8732213973999023,90,MC,Atalanta,Empoli,2,1,2016-12-20,3097,2016,170503,0,0,0,0,0.8732213973999023,1.7839850187301636,1.0418771505355835
0,3,0.09334266930818558,90,MC,AC Milan,Atalanta,0,0,2016-12-17,3088,2016,170099,0.01783207431435585,0,1,0,0.09334266930818558,0.14021272957324982,0.04618244618177414
0,0,0,90,MC,Atalanta,Udinese,1,3,2016-12-11,3081,2016,169387,0.6015382409095764,0,1,0,0,0.43384358286857605,0.43384358286857605
0,0,0,87,MC,Bologna,Atalanta,0,2,2016-11-27,2772,2016,168398,0.15306828916072845,0,2,0,0,0.4336247444152832,0.40576890110969543
0,3,0.18927669525146484,90,MC,Atalanta,Roma,2,1,2016-11-20,2763,2016,167712,0,0,0,0,0.18927669525146484,0.41618677973747253,0.2269100695848465
0,3,0.08384153246879578,90,MC,Sassuolo,Atalanta,0,3,2016-11-06,2752,2016,167390,0.05449322983622551,1,2,0,0.08384153246879578,0.10848691314458847,0.014304800890386105
0,1,0.04180110991001129,90,MC,Atalanta,Genoa,3,0,2016-10-30,3292,2016,166594,0.4919582009315491,1,1,0,0.04180110991001129,0.7079733610153198,0.21601514518260956
0,0,0,5,Sub,Pescara,Atalanta,0,1,2016-10-26,3287,2016,166280,0,0,0,0,0,0,0
0,0,0,6,Sub,Atalanta,Inter,2,1,2016-10-23,1017,2016,165485,0,0,0,0,0,0,0
0,0,0,22,Sub,Fiorentina,Atalanta,0,0,2016-10-16,1003,2016,164968,0.04687938466668129,0,1,0,0,0.0917867124080658,0.04490732401609421
0,1,0.08187869191169739,73,MC,Atalanta,Napoli,1,0,2016-10-02,994,2016,164389,0,0,0,0,0.08187869191169739,0.11057279258966446,0.02869410067796707
0,0,0,32,Sub,Cagliari,Atalanta,3,0,2016-09-18,966,2016,162705,0,0,0,0,0,0,0
0,0,0,1,Sub,Atalanta,Lazio,3,4,2016-08-21,936,2016,161022,0,0,0,0,0,0.013544455170631409,0.013544455170631409
