,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB
0,2015,551,1410,Rafael,h,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2015,551,1842,Eros Pisano,h,DR,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2015,551,2034,Rafael Márquez,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2015,551,1853,Vangelis Moras,h,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2015,551,1954,Samuel Souprayen,h,DL,79.0,0.0,0.0,1.0,1.0,0.0,0.04374370351433754,0.049950048327445984,-0.5,-0.3188188411295414
5,2015,551,1996,Leandro Greco,h,MC,90.0,0.0,0.0,1.0,0.0,0.0,0.015932848677039146,0.09265358746051788,0.0,0.14045213349163532
6,2015,551,1221,Jacopo Sala,h,MC,90.0,0.0,0.0,1.0,0.0,0.0,0.054664187133312225,0.0,0.0,0.16399256139993668
7,2015,551,1151,Emil Hallfredsson,h,MC,90.0,0.0,1.0,1.0,0.0,0.0,0.04652441293001175,0.17934706807136536,1.0,0.3189203068614006
8,2015,551,1959,Bosko Jankovic,h,FWR,84.0,1.0,0.0,3.0,0.0,0.0,0.27846759557724,0.020771363750100136,3.0,0.8561741504818201
9,2015,551,1955,Luca Toni,h,FW,90.0,0.0,0.0,2.0,0.0,0.0,0.07094698399305344,0.0,0.0,0.2128409519791603
10,2015,551,1851,Juanito Gómez,h,FWL,74.0,0.0,0.0,2.0,1.0,0.0,0.3182252049446106,0.10483980923891068,-0.5,0.5595154240727425
11,2015,551,1846,Luca Siligardi,h,Sub,16.0,0.0,0.0,1.0,0.0,0.0,0.049950048327445984,0.0,0.0,0.14985014498233795
12,2015,551,1849,Rômulo,h,Sub,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2015,551,1847,Giampaolo Pazzini,h,Sub,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2015,551,1244,Wojciech Szczesny,a,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2015,551,1254,Alessandro Florenzi,a,DR,90.0,1.0,0.0,1.0,0.0,0.0,0.01359543390572071,0.07283733040094376,3.0,0.11362363211810589
16,2015,551,1179,Leandro Castán,a,DC,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,-0.5
17,2015,551,1246,Kostas Manolas,a,DC,90.0,0.0,0.0,2.0,0.0,0.0,0.18000240623950958,0.0,0.0,0.5400072187185287
18,2015,551,1438,Vasilis Torosidis,a,DL,90.0,0.0,0.0,1.0,0.0,0.0,0.020543484017252922,0.0,0.0,0.061630452051758766
19,2015,551,1249,Daniele De Rossi,a,MC,66.0,0.0,0.0,1.0,0.0,0.0,0.013197225518524647,0.0,0.0,0.03959167655557394
20,2015,551,1251,Radja Nainggolan,a,MC,90.0,0.0,0.0,5.0,0.0,0.0,0.14979174733161926,0.5277520418167114,0.0,0.9771272838115692
21,2015,551,1290,Miralem Pjanic,a,MC,90.0,0.0,0.0,3.0,0.0,0.0,0.436016708612442,0.24462515115737915,0.0,1.5526752769947052
22,2015,551,1943,Gervinho,a,FWR,83.0,0.0,0.0,1.0,0.0,0.0,0.019378794357180595,0.03434615209698677,0.0,0.09248253516852856
23,2015,551,1253,Edin Dzeko,a,FW,90.0,0.0,1.0,6.0,0.0,0.0,0.3305959701538086,0.01359543390572071,1.0,1.0053833443671465
