,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
160,2015,557,1502,Marco D&#039;Alessandro,a,Sub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,2015,620,1502,Marco D&#039;Alessandro,a,Sub,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,2015,637,1502,Marco D&#039;Alessandro,a,FWR,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,2015,647,1502,Marco D&#039;Alessandro,h,Sub,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,2015,655,1502,Marco D&#039;Alessandro,a,FWR,189.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0538814887404441,1.0,0.0538814887404441,1.0
3398,2015,695,1502,Marco D&#039;Alessandro,h,Sub,279.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0469165667891502,1.0,1.0469165667891502,0.0
4010,2015,721,1502,Marco D&#039;Alessandro,a,FWR,295.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0469165667891502,1.0,1.0469165667891502,0.0
4302,2015,734,1502,Marco D&#039;Alessandro,h,FWR,385.0,1.0,1.0,3.0,0.0,0.0,0.4597697854042053,1.256984256207943,4.0,2.636293612420559,3.0
5593,2015,789,1502,Marco D&#039;Alessandro,h,Sub,475.0,1.0,1.0,3.0,1.0,0.0,0.4597697854042053,1.256984256207943,4.0,2.136293612420559,0.0
5983,2015,806,1502,Marco D&#039;Alessandro,h,FWR,493.0,1.0,1.0,3.0,2.0,0.0,0.4597697854042053,1.256984256207943,4.0,1.636293612420559,0.0
6255,2015,817,1502,Marco D&#039;Alessandro,a,FWL,564.0,1.0,1.0,3.0,2.0,0.0,0.4597697854042053,1.8072027191519737,4.0,2.1865120753645897,0.0
6455,2015,826,1502,Marco D&#039;Alessandro,h,Sub,654.0,1.0,2.0,5.0,2.0,0.0,0.5417077094316483,2.2993872091174126,5.0,2.9245103374123573,1.0
6763,2015,839,1502,Marco D&#039;Alessandro,a,FWR,688.0,1.0,2.0,6.0,2.0,0.0,0.5776875168085097,2.3109171502292156,5.0,3.043979700654745,0.0
7416,2015,867,1502,Marco D&#039;Alessandro,a,Sub,778.0,1.0,2.0,8.0,2.0,0.0,1.0046324282884596,2.3109171502292156,5.0,4.324814435094595,0.0
7567,2015,874,1502,Marco D&#039;Alessandro,h,FWR,822.0,1.0,2.0,8.0,2.0,0.0,1.0046324282884596,2.3891298957169056,5.0,4.403027180582285,0.0
8418,2015,910,1502,Marco D&#039;Alessandro,a,AMR,898.0,2.0,2.0,9.0,2.0,0.0,1.3516230434179304,2.3891298957169056,8.0,5.443999025970697,3.0
8572,2015,917,1502,Marco D&#039;Alessandro,h,AMR,969.0,2.0,2.0,9.0,2.0,0.0,1.3516230434179304,2.4102116264402866,8.0,5.4650807566940784,0.0
8797,2015,926,1502,Marco D&#039;Alessandro,a,AMR,1049.0,2.0,2.0,10.0,2.0,0.0,1.4156752973794935,2.499650340527296,8.0,5.746676232665777,0.0
