,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
2616,2015,662,1126,M&#039;Baye Niang,h,FWL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2864,2015,672,1126,M&#039;Baye Niang,a,FWL,74.0,0.0,0.0,2.0,0.0,0.0,0.0922407805919647,0.1227826178073883,0.0,0.3995049595832824,0.0
3084,2015,682,1126,M&#039;Baye Niang,h,FW,160.0,0.0,0.0,3.0,0.0,0.0,0.11081262491643419,0.1227826178073883,0.0,0.4552204925566911,0.0
3527,2015,700,1126,M&#039;Baye Niang,a,FW,235.0,2.0,1.0,9.0,0.0,0.0,1.1560685243457556,1.2451370060443878,7.0,4.7133425790816545,7.0
3603,2015,704,1126,M&#039;Baye Niang,h,MR,325.0,2.0,1.0,15.0,0.0,0.0,1.3626026716083288,1.2451370060443878,7.0,5.332945020869374,0.0
3943,2015,718,1126,M&#039;Baye Niang,a,FW,407.0,2.0,1.0,17.0,0.0,0.0,1.4296210389584303,1.2838119193911552,7.0,5.572675036266446,0.0
4141,2015,727,1126,M&#039;Baye Niang,h,FW,489.0,2.0,2.0,20.0,1.0,0.0,2.314368424937129,1.788700871169567,8.0,8.231806145980954,1.0
4656,2015,749,1126,M&#039;Baye Niang,h,FW,569.0,2.0,2.0,24.0,1.0,0.0,2.9931508880108595,2.0302195623517036,8.0,10.509672226384282,0.0
4733,2015,752,1126,M&#039;Baye Niang,a,FW,648.0,2.0,2.0,24.0,1.0,0.0,2.9931508880108595,2.0302195623517036,8.0,10.509672226384282,0.0
5146,2015,770,1126,M&#039;Baye Niang,h,FW,715.0,2.0,3.0,25.0,1.0,0.0,3.0155873894691467,2.3821071460843086,9.0,10.928869314491749,1.0
5299,2015,776,1126,M&#039;Baye Niang,a,FW,795.0,3.0,4.0,27.0,1.0,0.0,3.770828604698181,2.9738539531826973,13.0,13.78633976727724,4.0
5567,2015,788,1126,M&#039;Baye Niang,h,FW,870.0,4.0,4.0,31.0,1.0,0.0,4.641755819320679,2.9738539531826973,16.0,16.399121411144733,3.0
5753,2015,796,1126,M&#039;Baye Niang,h,FW,932.0,5.0,4.0,35.0,1.0,0.0,5.3673747181892395,2.990032307803631,19.0,18.59215646237135,3.0
6091,2015,810,1126,M&#039;Baye Niang,a,FW,1010.0,5.0,4.0,35.0,1.0,0.0,5.3673747181892395,2.990032307803631,19.0,18.59215646237135,0.0
6127,2015,812,1126,M&#039;Baye Niang,h,FW,1098.0,5.0,4.0,36.0,1.0,0.0,5.43409089744091,3.024937056005001,19.0,18.827209748327732,0.0
