,season,matchId,playerId,player,homeOrAway,position,time,goals,assists,shots,yellowCard,redCard,xG,xA,bonus,xB,lastBonus
2368,2015,652,1523,Danilo D&#039;Ambrosio,h,DR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,2015,663,1523,Danilo D&#039;Ambrosio,a,DMR,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3282,2015,690,1523,Danilo D&#039;Ambrosio,a,DR,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3342,2015,693,1523,Danilo D&#039;Ambrosio,h,DR,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425783395767211,0.0,0.0425783395767211,0.0
4167,2015,728,1523,Danilo D&#039;Ambrosio,a,DR,349.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0425783395767211,0.0,-0.4574216604232789,0.0
4276,2015,733,1523,Danilo D&#039;Ambrosio,h,DL,439.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0425783395767211,0.0,-0.4574216604232789,0.0
4444,2015,740,1523,Danilo D&#039;Ambrosio,a,DR,529.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0425783395767211,0.0,-0.9574216604232789,0.0
5910,2015,803,1523,Danilo D&#039;Ambrosio,h,DL,619.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0874589197337626,0.0,-1.4125410802662373,0.0
6272,2015,818,1523,Danilo D&#039;Ambrosio,a,DMR,709.0,1.0,0.0,1.0,2.0,1.0,0.8833540678024292,0.0874589197337626,3.0,1.2375211231410508,3.0
6540,2015,830,1523,Danilo D&#039;Ambrosio,h,DL,799.0,1.0,0.0,2.0,2.0,1.0,0.9358893707394599,0.0874589197337626,3.0,1.3951270319521432,0.0
6605,2015,833,1523,Danilo D&#039;Ambrosio,h,DR,889.0,1.0,0.0,2.0,2.0,1.0,0.9358893707394599,0.0874589197337626,3.0,1.3951270319521432,0.0
6826,2015,842,1523,Danilo D&#039;Ambrosio,a,DR,979.0,2.0,0.0,6.0,2.0,1.0,1.5791252329945564,0.0874589197337626,6.0,3.3248346187174325,3.0
7271,2015,861,1523,Danilo D&#039;Ambrosio,a,DR,1069.0,2.0,0.0,6.0,2.0,1.0,1.5791252329945564,0.0874589197337626,6.0,3.3248346187174325,0.0
7536,2015,873,1523,Danilo D&#039;Ambrosio,h,DR,1159.0,2.0,0.0,7.0,3.0,1.0,1.5897896913811564,0.1746841631829737,6.0,2.9440532373264436,0.0
7905,2015,888,1523,Danilo D&#039;Ambrosio,a,DR,1249.0,2.0,0.0,7.0,3.0,1.0,1.5897896913811564,0.1746841631829737,6.0,2.9440532373264436,0.0
8365,2015,908,1523,Danilo D&#039;Ambrosio,a,DR,1339.0,2.0,0.0,7.0,3.0,1.0,1.5897896913811564,0.1924557778984306,6.0,2.9618248520419006,0.0
8424,2015,911,1523,Danilo D&#039;Ambrosio,h,DR,1429.0,2.0,0.0,7.0,3.0,1.0,1.5897896913811564,0.1924557778984306,6.0,2.9618248520419006,0.0
8696,2015,922,1523,Danilo D&#039;Ambrosio,a,DR,1519.0,2.0,0.0,8.0,3.0,1.0,1.6568066952750087,0.5464080069214103,6.0,3.516828092746437,0.0
