id,isResult,side,h,a,goals,xG,datetime,forecast,result
13095,True,h,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '3'}","{'h': '1.48495', 'a': '1.70129'}",2019-08-25 19:45:00,"{'w': 0.33706432587523777, 'd': 0.233422896745314, 'l': 0.4295127768559833}",l
13099,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '1', 'a': '0'}","{'h': '3.76497', 'a': '0.850525'}",2019-08-30 19:45:00,"{'w': 0.87867703755445, 'd': 0.07804974132283184, 'l': 0.043263242102179904}",l
13117,True,h,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '2', 'a': '1'}","{'h': '1.10476', 'a': '1.46024'}",2019-09-15 13:00:00,"{'w': 0.2861823876362938, 'd': 0.2609869910207214, 'l': 0.4528306212846242}",w
13127,True,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '3', 'a': '0'}","{'h': '2.01353', 'a': '0.923321'}",2019-09-22 10:30:00,"{'w': 0.6269682128434985, 'd': 0.20810428124751437, 'l': 0.16492750167921622}",l
13137,True,h,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '1', 'a': '3'}","{'h': '0.924939', 'a': '1.89438'}",2019-09-25 19:00:00,"{'w': 0.17902103988799134, 'd': 0.21990036515031386, 'l': 0.6010785930689493}",l
13140,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '2', 'a': '0'}","{'h': '2.36566', 'a': '0.160279'}",2019-09-28 13:00:00,"{'w': 0.8700563785841215, 'd': 0.11330879418934728, 'l': 0.016634793017581587}",l
13157,True,h,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '1', 'a': '0'}","{'h': '1.30807', 'a': '0.238942'}",2019-10-05 14:00:00,"{'w': 0.6486645622242257, 'd': 0.2848035740380283, 'l': 0.06653186372510662}",w
13160,True,a,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '2', 'a': '0'}","{'h': '1.14716', 'a': '0.917756'}",2019-10-20 14:00:00,"{'w': 0.4091937100771717, 'd': 0.29989434462285736, 'l': 0.2909119452978308}",l
13177,True,h,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '1'}","{'h': '0.470344', 'a': '0.898916'}",2019-10-27 14:00:00,"{'w': 0.18456134964272677, 'd': 0.3737236057589271, 'l': 0.44171504459827926}",d
13183,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '1', 'a': '0'}","{'h': '1.90677', 'a': '0.335973'}",2019-10-31 20:00:00,"{'w': 0.7575061389676967, 'd': 0.18587973627900112, 'l': 0.05661412269014794}",l
13197,True,h,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '0', 'a': '1'}","{'h': '0.501251', 'a': '0.857291'}",2019-11-04 19:45:00,"{'w': 0.20256378768706856, 'd': 0.37993584079056725, 'l': 0.4175003715223302}",l
13208,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'h': '0', 'a': '0'}","{'h': '1.60289', 'a': '1.95747'}",2019-11-10 14:00:00,"{'w': 0.3194437272050195, 'd': 0.21742492254509163, 'l': 0.4631313471299242}",d
13217,True,h,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '1'}","{'h': '2.44472', 'a': '1.71849'}",2019-11-25 19:45:00,"{'w': 0.5394570401950091, 'd': 0.1916211685022302, 'l': 0.2689217387355269}",d
