id,isResult,side,h,a,goals,xG,datetime,forecast,result
13095,True,a,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '3'}","{'h': '1.48495', 'a': '1.70129'}",2019-08-25 19:45:00,"{'w': 0.33706432587523777, 'd': 0.233422896745314, 'l': 0.4295127768559833}",w
13104,True,h,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '2', 'a': '3'}","{'h': '1.83194', 'a': '0.684714'}",2019-09-01 19:45:00,"{'w': 0.6483343336785752, 'd': 0.21853821330877118, 'l': 0.13312745179936733}",l
13111,True,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '2'}","{'h': '1.35423', 'a': '2.43373'}",2019-09-15 10:30:00,"{'w': 0.20125673395785895, 'd': 0.18657768612518202, 'l': 0.6121655307490053}",w
13119,True,h,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '2'}","{'h': '1.44964', 'a': '1.40952'}",2019-09-22 16:00:00,"{'w': 0.38415119040375506, 'd': 0.249724693108925, 'l': 0.3661241164003226}",d
13136,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '2'}","{'h': '2.21614', 'a': '2.23314'}",2019-09-25 17:00:00,"{'w': 0.39918844890976335, 'd': 0.19538243958847962, 'l': 0.40542908044645776}",w
13147,True,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '4'}","{'h': '0.442236', 'a': '2.42758'}",2019-09-28 18:45:00,"{'w': 0.05017684873432875, 'd': 0.1360160430808213, 'l': 0.8138070605967699}",w
13149,True,h,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '3', 'a': '1'}","{'h': '4.39219', 'a': '0.999184'}",2019-10-06 14:00:00,"{'w': 0.9033966009593445, 'd': 0.06069850193021227, 'l': 0.03584837063982715}",w
13162,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '3', 'a': '3'}","{'h': '2.70407', 'a': '2.56796'}",2019-10-19 14:00:00,"{'w': 0.43397416639505015, 'd': 0.17815938800207076, 'l': 0.3878661628210483}",d
13169,True,h,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '7', 'a': '1'}","{'h': '5.83297', 'a': '0.477769'}",2019-10-27 14:00:00,"{'w': 0.9838790797163927, 'd': 0.011712093093188209, 'l': 0.003341532970965868}",w
13184,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '2'}","{'h': '3.19908', 'a': '1.33873'}",2019-10-30 18:00:00,"{'w': 0.7384059033604162, 'd': 0.13635430999465656, 'l': 0.12523832475241392}",d
