,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
3,2014,5150,Fiorentina,Roma,Fiorentina,0,0,0.0,0.0,0,2014-08-30 19:45:00
30,2014,5114,Fiorentina,Fiorentina,Genoa,0,2,0.377616,2.24014,90,2014-09-14 14:00:00
55,2014,5126,Fiorentina,Atalanta,Fiorentina,0,2,2.476846,2.4702249999999997,180,2014-09-21 17:00:00
62,2014,5130,Fiorentina,Fiorentina,Sassuolo,1,2,3.506406,3.6171249999999997,270,2014-09-24 19:45:00
87,2014,5142,Fiorentina,Torino,Fiorentina,1,2,4.552806,3.7765269999999997,360,2014-09-28 14:00:00
116,2014,5077,Fiorentina,Fiorentina,Inter,2,3,5.925736000000001,4.820857,450,2014-10-05 19:45:00
124,2014,5081,Fiorentina,Fiorentina,Lazio,5,3,8.045896,5.438086,540,2014-10-19 11:30:00
159,2014,5098,Fiorentina,AC Milan,Fiorentina,5,5,8.616504,7.2980860000000005,630,2014-10-26 19:45:00
174,2014,5106,Fiorentina,Fiorentina,Udinese,6,6,8.976187000000001,8.155373,720,2014-10-29 19:45:00
187,2014,5033,Fiorentina,Sampdoria,Fiorentina,9,6,11.808077,8.422603,810,2014-11-02 14:00:00
214,2014,5047,Fiorentina,Fiorentina,Napoli,10,9,13.257827,10.289703000000001,900,2014-11-09 17:00:00
235,2014,5057,Fiorentina,Verona,Fiorentina,10,10,13.898553000000001,12.629033000000002,990,2014-11-23 14:00:00
251,2014,5065,Fiorentina,Cagliari,Fiorentina,12,11,16.746403,13.774113000000002,1080,2014-11-30 14:00:00
260,2014,5000,Fiorentina,Fiorentina,Juventus,16,11,19.554973,16.042203,1170,2014-12-05 19:45:00
293,2014,5016,Fiorentina,Cesena,Fiorentina,16,11,19.855097,16.423015,1260,2014-12-14 17:00:00
312,2014,5026,Fiorentina,Fiorentina,Empoli,20,12,21.880487000000002,16.568492,1350,2014-12-21 14:00:00
329,2014,4961,Fiorentina,Parma,Fiorentina,21,13,23.543497000000002,17.850122,1440,2015-01-06 14:00:00
350,2014,4972,Fiorentina,Fiorentina,Palermo,21,14,26.368327,18.860841999999998,1530,2015-01-11 14:00:00
371,2014,4982,Fiorentina,Chievo,Fiorentina,25,17,29.181327,20.502902,1620,2015-01-18 14:00:00
394,2014,4994,Fiorentina,Fiorentina,Roma,27,18,31.126537,22.036161999999997,1710,2015-01-25 19:45:00
401,2014,4997,Fiorentina,Genoa,Fiorentina,28,19,32.250477,23.286702,1800,2015-01-31 17:00:00
424,2014,4929,Fiorentina,Fiorentina,Atalanta,29,20,33.01721499999999,25.576781999999998,1890,2015-02-08 11:30:00
441,2014,4937,Fiorentina,Sassuolo,Fiorentina,32,22,35.100964999999995,27.104832,1980,2015-02-14 17:00:00
470,2014,4952,Fiorentina,Fiorentina,Torino,35,23,36.879794999999994,27.852521999999997,2070,2015-02-22 19:45:00
491,2014,4886,Fiorentina,Inter,Fiorentina,36,24,38.81697499999999,29.270901999999996,2160,2015-03-01 17:00:00
513,2014,4897,Fiorentina,Lazio,Fiorentina,37,24,39.50469699999999,29.884981999999997,2250,2015-03-09 18:00:00
532,2014,4907,Fiorentina,Fiorentina,AC Milan,37,28,39.70523299999999,33.587512,2340,2015-03-16 18:00:00
551,2014,4916,Fiorentina,Udinese,Fiorentina,39,29,41.472032999999996,34.37793,2430,2015-03-22 19:45:00
572,2014,4837,Fiorentina,Fiorentina,Sampdoria,41,31,42.716092999999994,36.42909,2520,2015-04-04 17:30:00
589,2014,4845,Fiorentina,Napoli,Fiorentina,43,31,44.980692999999995,36.941535,2610,2015-04-12 14:00:00
618,2014,4860,Fiorentina,Fiorentina,Verona,43,34,45.234641999999994,38.136235,2700,2015-04-20 19:45:00
636,2014,4869,Fiorentina,Fiorentina,Cagliari,43,35,46.89292199999999,39.705865,2790,2015-04-26 17:00:00
653,2014,4877,Fiorentina,Juventus,Fiorentina,44,38,49.01977199999999,41.865875,2880,2015-04-29 19:45:00
672,2014,4785,Fiorentina,Fiorentina,Cesena,46,41,51.07402199999999,43.558045,2970,2015-05-03 14:00:00
695,2014,4796,Fiorentina,Empoli,Fiorentina,49,42,54.38728199999999,44.467575,3060,2015-05-10 17:00:00
716,2014,4807,Fiorentina,Fiorentina,Parma,52,44,55.515761999999995,45.631895,3150,2015-05-18 18:00:00
731,2014,4814,Fiorentina,Palermo,Fiorentina,55,44,57.468661999999995,46.800435,3240,2015-05-24 14:00:00
758,2014,4828,Fiorentina,Fiorentina,Chievo,58,46,58.46503499999999,47.838785,3330,2015-05-31 19:45:00
