,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
17,2014,5157,Inter,Torino,Inter,0,0,0.0,0.0,0,2014-08-31 19:45:00
34,2014,5116,Inter,Inter,Sassuolo,0,0,1.31374,1.09973,90,2014-09-14 14:00:00
59,2014,5128,Inter,Palermo,Inter,7,0,5.27945,1.583151,180,2014-09-21 19:45:00
66,2014,5132,Inter,Inter,Atalanta,8,1,5.756584,2.167915,270,2014-09-24 19:45:00
92,2014,5145,Inter,Inter,Cagliari,10,1,7.567454,2.589428,360,2014-09-28 14:00:00
117,2014,5077,Inter,Fiorentina,Inter,11,5,8.870524,5.912578,450,2014-10-05 19:45:00
136,2014,5087,Inter,Inter,Napoli,11,8,9.487753,8.032738,540,2014-10-19 19:45:00
157,2014,5097,Inter,Cesena,Inter,13,10,11.038063,9.130068,630,2014-10-26 17:00:00
164,2014,5101,Inter,Inter,Sampdoria,14,10,13.105402999999999,9.775792,720,2014-10-29 19:45:00
185,2014,5032,Inter,Parma,Inter,15,10,15.423153,10.304931,810,2014-11-01 19:45:00
216,2014,5048,Inter,Inter,Verona,15,12,15.948153,11.982721,900,2014-11-09 19:45:00
237,2014,5058,Inter,AC Milan,Inter,17,14,18.011963,14.137381,990,2014-11-23 19:45:00
257,2014,5068,Inter,Roma,Inter,18,15,18.770803,14.971494999999999,1080,2014-11-30 19:45:00
274,2014,5007,Inter,Inter,Udinese,20,19,19.493546000000002,16.951465,1170,2014-12-07 19:45:00
299,2014,5019,Inter,Chievo,Inter,21,21,20.862686000000004,18.446355,1260,2014-12-15 20:00:00
318,2014,5029,Inter,Inter,Lazio,23,21,22.183186000000003,19.273267,1350,2014-12-21 19:45:00
339,2014,4966,Inter,Juventus,Inter,25,23,23.249146000000003,19.535769000000002,1440,2015-01-06 20:00:00
344,2014,4969,Inter,Inter,Genoa,26,24,24.318706000000002,21.178349,1530,2015-01-11 11:30:00
361,2014,4977,Inter,Empoli,Inter,29,25,26.748336000000002,22.822649000000002,1620,2015-01-17 17:00:00
392,2014,4993,Inter,Inter,Torino,29,25,27.705172,23.57466,1710,2015-01-25 14:00:00
405,2014,4919,Inter,Sassuolo,Inter,29,26,28.175682000000002,24.646630000000002,1800,2015-02-01 11:30:00
434,2014,4934,Inter,Inter,Palermo,30,29,29.479442000000002,25.97287,1890,2015-02-08 19:45:00
451,2014,4942,Inter,Atalanta,Inter,33,29,30.334539000000003,27.00555,1980,2015-02-15 14:00:00
475,2014,4954,Inter,Cagliari,Inter,37,30,32.296049000000004,27.73619,2070,2015-02-23 20:00:00
490,2014,4886,Inter,Inter,Fiorentina,39,31,34.718229,29.08813,2160,2015-03-01 17:00:00
511,2014,4896,Inter,Napoli,Inter,39,32,35.332309,29.775852,2250,2015-03-08 19:45:00
528,2014,4905,Inter,Inter,Cesena,41,34,36.812459000000004,31.237912,2340,2015-03-15 19:45:00
547,2014,4914,Inter,Sampdoria,Inter,42,35,38.053639000000004,31.544177,2430,2015-03-22 19:45:00
558,2014,4830,Inter,Inter,Parma,42,36,38.45827800000001,32.961377,2520,2015-04-04 14:00:00
583,2014,4842,Inter,Verona,Inter,43,37,39.514928000000005,33.504341,2610,2015-04-11 19:45:00
616,2014,4859,Inter,Inter,AC Milan,46,37,41.898798000000006,34.973791,2700,2015-04-19 19:45:00
622,2014,4862,Inter,Inter,Roma,46,37,43.398658000000005,35.1455,2790,2015-04-25 19:45:00
641,2014,4871,Inter,Udinese,Inter,48,38,44.71107800000001,35.62048,2880,2015-04-28 19:45:00
666,2014,4782,Inter,Inter,Chievo,50,39,46.97703800000001,36.214091,2970,2015-05-03 14:00:00
697,2014,4797,Inter,Lazio,Inter,50,39,47.87234600000001,37.073654000000005,3060,2015-05-10 19:45:00
700,2014,4799,Inter,Inter,Juventus,52,40,50.10600600000001,38.376164,3150,2015-05-16 17:00:00
723,2014,4810,Inter,Genoa,Inter,53,42,52.057576000000005,40.192714,3240,2015-05-23 19:45:00
754,2014,4826,Inter,Inter,Empoli,55,45,54.097996,42.280264,3330,2015-05-31 19:45:00
