,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
8,2014,5153,Palermo,Palermo,Sampdoria,0,0,0.0,0.0,0,2014-08-31 19:45:00
39,2014,5118,Palermo,Verona,Palermo,1,1,0.922943,0.803464,90,2014-09-15 19:45:00
58,2014,5128,Palermo,Palermo,Inter,2,3,2.309753,2.908004,180,2014-09-21 19:45:00
73,2014,5135,Palermo,Napoli,Palermo,3,4,2.894517,3.385138,270,2014-09-24 19:45:00
98,2014,5148,Palermo,Palermo,Lazio,6,7,4.004657,4.916488,360,2014-09-29 20:00:00
105,2014,5071,Palermo,Empoli,Palermo,6,11,5.579757,7.356078,450,2014-10-05 11:30:00
126,2014,5082,Palermo,Palermo,Cesena,6,14,5.899722,9.349948,540,2014-10-19 14:00:00
149,2014,5093,Palermo,Juventus,Palermo,8,15,6.895325,10.480728,630,2014-10-26 14:00:00
166,2014,5102,Palermo,Palermo,Chievo,8,17,7.061425,12.074278,720,2014-10-29 19:45:00
195,2014,5037,Palermo,AC Milan,Palermo,9,17,8.487404999999999,12.519103,810,2014-11-02 19:45:00
212,2014,5046,Palermo,Palermo,Udinese,11,17,10.138074999999999,13.640692999999999,900,2014-11-09 14:00:00
239,2014,5059,Palermo,Genoa,Palermo,12,18,13.048244999999998,15.026822999999998,990,2014-11-24 19:45:00
248,2014,5064,Palermo,Palermo,Parma,13,19,14.632634999999997,16.542302999999997,1080,2014-11-30 14:00:00
265,2014,5002,Palermo,Torino,Palermo,15,20,16.070214999999997,17.957202999999996,1170,2014-12-06 19:45:00
280,2014,5010,Palermo,Palermo,Sassuolo,17,22,16.335742999999997,18.953325999999997,1260,2014-12-13 17:00:00
315,2014,5027,Palermo,Atalanta,Palermo,19,23,18.181652999999997,19.764060999999998,1350,2014-12-21 14:00:00
326,2014,4960,Palermo,Palermo,Cagliari,22,26,19.223162999999996,21.738730999999998,1440,2015-01-06 14:00:00
351,2014,4972,Palermo,Fiorentina,Palermo,27,26,22.417922999999995,22.723214,1530,2015-01-11 14:00:00
362,2014,4978,Palermo,Palermo,Roma,30,30,24.059982999999995,25.536213999999998,1620,2015-01-17 19:45:00
385,2014,4989,Palermo,Sampdoria,Palermo,31,31,25.073842999999997,26.444264999999998,1710,2015-01-25 14:00:00
414,2014,4924,Palermo,Palermo,Verona,32,32,26.058860999999997,27.608314999999997,1800,2015-02-01 14:00:00
435,2014,4934,Palermo,Inter,Palermo,34,33,27.416500999999997,28.080180999999996,1890,2015-02-08 19:45:00
442,2014,4938,Palermo,Palermo,Napoli,34,36,28.449180999999996,28.935277999999997,1980,2015-02-14 19:45:00
467,2014,4950,Palermo,Lazio,Palermo,37,37,29.360558999999995,29.298100999999996,2070,2015-02-22 14:00:00
482,2014,4882,Palermo,Palermo,Empoli,38,39,30.351810999999994,30.470680999999995,2160,2015-03-01 14:00:00
501,2014,4891,Palermo,Cesena,Palermo,38,39,31.510770999999995,31.655990999999997,2250,2015-03-08 11:30:00
516,2014,4899,Palermo,Palermo,Juventus,38,39,31.786769999999994,31.707418699999998,2340,2015-03-14 17:00:00
537,2014,4909,Palermo,Chievo,Palermo,38,40,32.033933999999995,32.217472699999995,2430,2015-03-21 17:00:00
562,2014,4832,Palermo,Palermo,AC Milan,38,41,33.29348399999999,34.0046627,2520,2015-04-04 14:00:00
591,2014,4846,Palermo,Udinese,Palermo,39,43,35.12334399999999,35.725822699999995,2610,2015-04-12 14:00:00
610,2014,4856,Palermo,Palermo,Genoa,42,44,36.98479399999999,36.17428269999999,2700,2015-04-19 14:00:00
627,2014,4864,Palermo,Parma,Palermo,44,45,38.845103999999985,37.08165669999999,2790,2015-04-26 14:00:00
646,2014,4874,Palermo,Palermo,Torino,44,46,40.64745399999998,38.19672669999999,2880,2015-04-29 19:45:00
663,2014,4780,Palermo,Sassuolo,Palermo,46,48,43.12631399999998,39.25374669999999,2970,2015-05-02 19:45:00
688,2014,4793,Palermo,Palermo,Atalanta,46,48,44.78150399999998,39.654448699999996,3060,2015-05-10 14:00:00
707,2014,4802,Palermo,Cagliari,Palermo,48,51,49.31998399999998,41.0559187,3150,2015-05-17 14:00:00
730,2014,4814,Palermo,Palermo,Fiorentina,49,51,51.048693999999976,42.5082187,3240,2015-05-24 14:00:00
749,2014,4823,Palermo,Roma,Palermo,51,54,52.08704399999998,43.5045917,3330,2015-05-31 19:45:00
