,season,matchId,team,homeTeam,awayTeam,goalsScored,goalsConceded,xGScored,xGConceded,time,date
19,2014,5158,Empoli,Udinese,Empoli,0,0,0.0,0.0,0,2014-08-31 19:45:00
20,2014,5109,Empoli,Empoli,Roma,0,2,0.68925,1.68654,90,2014-09-13 17:00:00
41,2014,5119,Empoli,Cesena,Empoli,0,3,1.282296,3.05975,180,2014-09-20 17:00:00
60,2014,5129,Empoli,Empoli,AC Milan,2,5,3.859366,5.09741,270,2014-09-23 19:45:00
91,2014,5144,Empoli,Chievo,Empoli,4,7,5.893426,5.68005,360,2014-09-28 14:00:00
104,2014,5071,Empoli,Empoli,Palermo,5,8,7.567446,6.517372,450,2014-10-05 11:30:00
139,2014,5088,Empoli,Genoa,Empoli,8,8,9.561316,6.837337,540,2014-10-20 19:45:00
140,2014,5089,Empoli,Empoli,Cagliari,9,9,11.135655999999999,7.474934999999999,630,2014-10-25 14:00:00
161,2014,5099,Empoli,Sassuolo,Empoli,9,13,11.592184999999999,8.974734999999999,720,2014-10-28 19:45:00
182,2014,5031,Empoli,Empoli,Juventus,10,16,13.432025,12.280164999999998,810,2014-11-01 17:00:00
208,2014,5044,Empoli,Empoli,Lazio,10,18,14.202688,13.792994999999998,900,2014-11-09 14:00:00
231,2014,5055,Empoli,Parma,Empoli,12,19,14.685063,14.163873999999998,990,2014-11-23 14:00:00
244,2014,5062,Empoli,Empoli,Atalanta,14,19,15.531699999999999,14.971314999999999,1080,2014-11-30 14:00:00
267,2014,5003,Empoli,Napoli,Empoli,14,19,16.813679999999998,15.652016999999999,1170,2014-12-07 11:30:00
296,2014,5018,Empoli,Empoli,Torino,16,21,18.771359999999998,17.015887,1260,2014-12-15 18:00:00
313,2014,5026,Empoli,Fiorentina,Empoli,16,21,19.819869999999998,17.462681,1350,2014-12-21 14:00:00
330,2014,4962,Empoli,Empoli,Verona,17,22,21.101499999999998,19.125691,1440,2015-01-06 14:00:00
357,2014,4975,Empoli,Sampdoria,Empoli,17,22,22.498839999999998,20.069192,1530,2015-01-11 14:00:00
360,2014,4977,Empoli,Empoli,Inter,17,23,22.825226999999998,21.058835000000002,1620,2015-01-17 17:00:00
396,2014,4995,Empoli,Empoli,Udinese,17,23,23.577237999999998,22.015671,1710,2015-01-26 18:00:00
403,2014,4998,Empoli,Roma,Empoli,18,25,25.360087999999998,22.727601,1800,2015-01-31 19:45:00
426,2014,4930,Empoli,Empoli,Cesena,19,26,26.432627999999998,23.437104,1890,2015-02-08 14:00:00
445,2014,4939,Empoli,AC Milan,Empoli,21,26,27.897237999999998,24.062998,1980,2015-02-15 11:30:00
464,2014,4949,Empoli,Empoli,Chievo,22,27,28.969098,24.968574,2070,2015-02-22 14:00:00
483,2014,4882,Empoli,Palermo,Empoli,25,27,31.140888,25.255259,2160,2015-03-01 14:00:00
504,2014,4893,Empoli,Empoli,Genoa,25,27,32.326198,26.414219,2250,2015-03-08 14:00:00
519,2014,4900,Empoli,Cagliari,Empoli,26,28,33.503568,27.329593,2340,2015-03-14 19:45:00
540,2014,4911,Empoli,Empoli,Sassuolo,27,29,34.174392000000005,28.306549999999998,2430,2015-03-22 11:30:00
575,2014,4838,Empoli,Juventus,Empoli,30,30,36.260812,28.926481999999996,2520,2015-04-04 20:00:00
587,2014,4844,Empoli,Lazio,Empoli,30,32,36.706245,30.993342,2610,2015-04-12 14:00:00
608,2014,4855,Empoli,Empoli,Parma,30,36,37.604104,32.643512,2700,2015-04-19 14:00:00
625,2014,4863,Empoli,Atalanta,Empoli,32,38,38.673994,33.672012,2790,2015-04-26 11:30:00
658,2014,4880,Empoli,Empoli,Napoli,34,40,41.123684,35.555152,2880,2015-04-30 19:45:00
679,2014,4788,Empoli,Torino,Empoli,38,42,42.320474,36.574852,2970,2015-05-06 14:00:00
694,2014,4796,Empoli,Empoli,Fiorentina,39,42,43.585263999999995,37.536193,3060,2015-05-10 17:00:00
711,2014,4804,Empoli,Verona,Empoli,41,45,44.749584,38.664673,3150,2015-05-17 14:00:00
724,2014,4811,Empoli,Empoli,Sampdoria,42,47,45.961334,39.849783,3240,2015-05-24 11:30:00
755,2014,4826,Empoli,Inter,Empoli,43,48,47.621834,40.352074,3330,2015-05-31 19:45:00
